;t0;t0;t0;t0;;t1;t1;t1;t1;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3799;0.1;-0.08;0.17;0.39;-0.2;-0.29;0.04;g3799;0.92;0.57;-0.19;0.13;-0.36;-0.04;-0.4;g3799;0.01;0.22;0.62;0.21;-0.09;-0.23;-0.23;g3799;-0.09;-0.32;0.38;0.25;-0.22;-0.24;0.25
g3803;-0.01;0.18;0.18;-0.01;-0.2;0.09;-0.26;g3803;-0.27;-0.02;-0.15;0.39;-0.03;-0.27;-0.43;g3803;0.69;0.28;-0.28;-0.28;0.04;-0.11;0.51;g3803;0.45;0.24;-0.1;-0.34;-0.36;-0.22;-0.09
g3914;-0.23;-0.26;-0.48;-0.02;0.05;0.28;-0.11;g3914;-0.09;-0.19;-0.11;-0.13;0.09;0.37;0.06;g3914;-0.65;-0.57;0.21;0.21;0.07;-0.02;0.37;g3914;0.1;-0.37;0.02;-0.03;-0.11;0.13;-0.16
g3919;-0.13;-0.22;-0.12;0.14;-0.08;-0.08;0.33;g3919;0.57;0.5;0.41;-0.31;0.33;-0.37;0.29;g3919;0.04;-0.06;0;-0.07;0.36;0.18;0.08;g3919;0.2;-0.28;-0.01;0.04;0.08;0.02;0.01
g4000;0.04;-0.09;-0.3;-0.32;0.18;-0.04;0.15;g4000;0.24;0.87;0.52;0.12;0.42;0.25;0.3;g4000;-0.64;0.06;-0.25;0.13;-0.72;-0.86;-0.66;g4000;-1.1;0;0.5;1.05;0.98;0.42;0.02
g4028;0.25;0;-0.44;0.09;-0.03;0.39;0.15;g4028;0.74;0.69;0.51;-0.69;0.36;-0.74;0.33;g4028;0.13;0.22;-0.34;0.07;-0.05;0.1;0.59;g4028;-0.1;-0.31;0.04;0.22;0.29;0.04;0.13
g4035;-0.12;-0.28;0.29;0.31;-0.07;0.15;0.07;g4035;0.37;0.59;-0.02;0.09;-0.18;-0.18;-0.16;g4035;-0.06;-0.11;0.34;-0.19;0.02;-0.31;-0.16;g4035;-0.44;0.02;-0.17;0.02;0.04;-0.11;0.04
g4106;0.16;-0.2;-0.08;0.12;0.78;1.01;0.6;g4106;-0.82;-1.55;1.14;1.52;0.37;-0.65;-1.37;g4106;-0.89;-0.43;0.36;0.52;0.08;-0.04;0;g4106;-0.53;2.44;0.11;0.16;-0.65;-0.62;-0.43
g4123;-0.11;-0.51;-0.34;0.14;-0.03;-0.06;-0.28;g4123;0.17;0.16;0.06;-0.27;0.17;-0.66;0.16;g4123;-0.49;-0.16;-0.42;0.43;-0.25;0.38;-0.72;g4123;-0.29;-0.13;-0.06;-0.05;-0.02;0.03;0.12
g4131;0.18;1.31;0.83;-0.02;-0.03;0.2;-0.06;g4131;-0.45;-0.43;-0.3;-0.01;-0.45;-0.32;-0.28;g4131;0.68;-1.14;0.64;0.85;0.21;-0.59;-0.83;g4131;2.2;0.31;-0.52;-0.57;-1.06;-0.34;-0.14
g4138;0.22;0.17;0.23;0.07;0.22;0.05;0.22;g4138;-0.31;0.21;0.16;0.09;0.38;0.3;0.01;g4138;0.48;1.27;0.87;0.2;0.2;0.16;-1.43;g4138;0;-0.18;0.35;0.08;0.12;0.12;-0.25
g4158;-0.19;-0.7;-0.24;0.02;-0.34;0.1;-0.11;g4158;-0.19;-0.11;-0.11;0.28;0.23;-0.31;0.26;g4158;-0.68;-0.29;-0.05;0.16;-0.31;-0.2;0.25;g4158;-2.39;-0.31;0.7;0.36;0.06;0.04;0.67
g4177;0.18;-0.31;-0.11;0.32;0.04;0.39;-0.35;g4177;-0.1;-0.56;0.61;-0.43;0.03;0.07;-0.07;g4177;0.4;0.12;0.97;0.34;0.22;0.12;0.28;g4177;0.17;-0.32;-0.13;0.08;0.22;0.05;0.32
g4186;-0.66;0;0.89;-0.48;0.34;0.08;-0.15;g4186;-0.27;0.3;0.32;-0.27;-0.15;-0.59;-0.65;g4186;-0.05;-0.18;0.81;0.56;-0.19;-0.12;-1.06;g4186;-0.67;-0.56;0.06;0.33;0.4;0.49;0.46
g4234;0.15;-0.1;0.03;0.25;-0.16;0.06;0.01;g4234;0.63;0.27;0.06;-0.14;0.06;-0.05;0.16;g4234;0.73;0.15;0.09;-0.3;0.25;0.51;0.26;g4234;-0.14;-0.12;-0.06;0.01;-0.12;-0.08;0.16
g4262;-0.31;-0.15;0.12;0.33;0.09;0.52;0;g4262;-0.57;-0.69;0.17;0.71;0.24;0.36;0.11;g4262;-0.19;-0.46;-0.35;-0.07;0.11;0.24;-0.08;g4262;-0.39;-0.37;-0.21;0.01;0.11;0.49;0.16
g4375;0;-0.46;0.03;0.37;-0.02;0.36;-0.11;g4375;-0.27;0.65;0.43;0.07;0.1;-0.39;-0.23;g4375;-0.45;-0.1;0.44;0.07;0.27;0.17;-0.33;g4375;-0.96;0.04;-0.15;0.25;-0.18;0.2;-0.01
g4424;0.01;0;0.04;-0.05;0.15;0.01;0.35;g4424;0.12;0.05;-0.38;-0.2;-0.32;0.21;-0.26;g4424;0.66;-0.18;0.01;-0.46;-0.04;0.31;-0.25;g4424;0.72;-0.19;0.51;0.1;-0.13;0.06;-0.13
g4444;0.36;0.09;0.03;0.19;0.11;0.07;-0.02;g4444;0.01;0.09;0.38;0.1;0.02;0.03;0.43;g4444;0.33;0.27;0.15;-0.42;-0.24;0.03;0.26;g4444;0.44;0.25;0.3;0.01;-0.02;-0.26;-0.23
g4499;0.01;-0.38;-0.13;-0.08;-0.17;0.18;0.16;g4499;0.11;-0.07;0.36;-0.25;0.76;0.13;0.75;g4499;-0.46;-0.69;-0.16;-0.05;0.46;0.39;0.53;g4499;0.54;-0.03;-0.23;-0.03;0.05;-0.04;-0.03
g4608;-1.44;-1.64;-0.84;0.62;0.69;1.48;0.63;g4608;-1.98;-1.91;1.29;0.92;0.7;0.51;-0.04;g4608;-0.65;-0.69;-0.05;0.75;0.88;0.79;0.17;g4608;-1.52;-1.63;-1.08;-0.22;0.48;0.74;1.26
g4755;0.07;-0.19;-0.3;0.06;-0.13;0.32;-0.17;g4755;-0.26;0.03;0.18;-0.01;0.23;0.13;0.23;g4755;-0.07;-0.03;-0.13;-0.15;-0.04;0.12;0.16;g4755;0.4;-0.08;0.14;-0.19;0.29;-0.25;0.2
g4793;0.07;-0.08;0.3;0.12;-0.21;0.07;-0.14;g4793;0.48;0.38;0.12;0.2;0.3;0.72;0.2;g4793;0.26;-0.34;0.08;-0.26;-0.1;0.11;0.07;g4793;0.19;-0.11;-0.15;-0.13;-0.09;-0.07;0.06
g4818;1.03;0;-0.18;-0.33;0.12;-0.01;-0.2;g4818;-0.53;0.1;0;0;0;0.03;0.3;g4818;0;-0.06;1.52;0.4;0.11;0.26;0.26;g4818;-0.23;0.02;-0.12;0.04;-0.34;-0.06;0.04
g4840;0.22;0.23;0.34;0.1;0.27;-0.16;-0.09;g4840;-0.18;0.18;-0.14;-0.4;-0.38;0.05;-0.12;g4840;-0.19;-0.31;-0.4;-0.17;-0.17;-0.06;0.13;g4840;0.18;-0.16;-0.09;-0.05;0.13;0.07;-0.12
g5000;-0.15;-0.33;0.08;0.19;0.04;0.23;-0.1;g5000;0.1;0.01;0.34;0.1;0.32;0.05;0.06;g5000;-0.55;-0.18;-0.22;0.3;-0.28;0.01;-0.23;g5000;-0.04;-0.29;-0.38;0.03;0.21;0.06;0.12
g5013;-1.24;-0.78;1.46;1.11;0.62;0.07;-0.23;g5013;-1.25;-0.1;-0.1;0;-0.74;0;0;g5013;-0.96;-0.27;1.61;0.82;0.44;-0.19;-1;g5013;-0.47;-0.7;-0.03;0.44;0.58;0.54;0.26
g5064;0.28;-0.43;-0.13;0.03;0.12;0.15;-0.05;g5064;0.41;0.38;0.17;0.11;-0.14;1.36;-0.03;g5064;-0.26;0.45;0.15;0.16;0.17;0.31;0.33;g5064;-1.33;0.17;0.47;0.36;0.16;0.1;0.08
g5178;-0.11;0.09;-0.05;-0.01;0.06;0.08;-0.15;g5178;0.06;-0.26;0.14;-0.06;0.15;-0.06;0.29;g5178;-0.45;-0.07;-0.62;-0.05;-0.46;-0.2;-0.12;g5178;-0.24;0.09;-0.44;-0.22;-0.28;-0.19;0.08
g5186;0.03;-0.49;0.41;0.1;0.23;0.12;0.06;g5186;0.06;0.02;0.06;0.08;0.16;-0.06;0.02;g5186;0.09;0.13;-0.34;-0.27;0.17;0.27;0.47;g5186;0.15;0.05;-0.06;0.06;-0.07;0.03;0.02
g5230;-0.02;-0.04;-0.02;-0.04;0.16;0.29;0.28;g5230;0.05;0.26;0;0.56;-0.24;0.33;-0.65;g5230;0.07;0.02;0.41;0.07;0.03;0.04;0.09;g5230;0.09;-0.24;0.07;0.02;0.04;0.01;0.06
g5244;-0.1;-0.19;-0.25;-0.17;0.15;0.11;0.2;g5244;-0.66;-0.46;-0.18;0.21;-0.46;0.8;0;g5244;-0.07;-0.12;0.1;0.18;-0.12;-0.27;0.04;g5244;1.14;0;0.12;0.12;-0.31;-0.01;-0.19
g5279;-0.33;0.3;0.45;0.27;-0.05;0.23;-0.4;g5279;0.55;-0.66;-0.11;0.34;-0.36;0.52;0.34;g5279;0.63;0;-0.76;-0.99;-0.5;-0.26;-0.11;g5279;-0.22;0.53;0.53;-0.05;-0.49;-0.64;-0.37
g5359;-0.12;-0.07;-0.03;0.04;0.15;0.15;0.02;g5359;-0.21;0.04;0.27;0.04;0.39;0.43;0.34;g5359;-0.34;-0.34;-0.42;0.06;0.26;0.06;0.19;g5359;0.26;-0.61;-0.12;0.31;0.26;-0.21;0.21
g5366;0.11;-0.05;0.2;0.09;0.04;0.14;-0.07;g5366;-0.07;-0.01;-0.4;0.14;-0.21;0.58;0.22;g5366;0.71;0.33;0.41;-0.86;0.01;-0.23;-0.55;g5366;-0.42;-0.4;0.09;0.49;0.29;0.14;0.11
g5437;-0.08;0.34;0.31;-0.02;0.17;0.01;0.03;g5437;-0.94;-1.19;-0.31;-0.02;-0.09;0.11;-0.25;g5437;0.06;-0.74;-0.3;0.17;0.18;0.12;0.1;g5437;-0.68;-0.34;0.14;-0.18;-0.02;0.07;0.34
g5448;-0.15;-0.51;-0.74;-0.36;0.1;0.45;0.36;g5448;-0.89;-2.23;0.47;1.11;0.78;1.03;0.54;g5448;-0.29;-0.91;-0.84;0.07;-0.24;0.09;-0.02;g5448;0.99;-0.03;-0.37;-0.11;-0.3;-0.21;-0.03
g5457;0;-0.11;-0.22;-0.02;-0.24;0.13;0.16;g5457;-0.03;-0.31;-0.37;0.35;-0.49;0.65;-0.01;g5457;0.32;0.22;-0.04;0.11;0.17;0.25;0.21;g5457;-0.28;0;-0.07;-0.16;0.12;-0.03;0.17
g5470;-0.02;-0.18;-0.18;0.01;0.03;0.19;-0.11;g5470;0.3;0.46;0.14;0.21;-0.08;-0.48;-0.4;g5470;-0.78;0.05;0.4;0.59;0.06;0.09;-0.21;g5470;0.23;1.33;-0.33;-0.23;-0.31;-0.04;-0.06
g5544;-0.04;-0.26;0.24;0.12;0.07;0.03;-0.04;g5544;0.3;0.03;0.35;-0.04;0.31;0.07;0.19;g5544;0.16;0.01;-0.28;-0.31;-0.13;0.02;0.18;g5544;0.67;-0.52;0.25;0.44;0.19;0.25;-0.07
g5585;0.49;0;0;-0.5;0.48;-0.02;-0.31;g5585;-1.11;0.75;-0.57;-0.08;0.02;0.33;-0.18;g5585;-0.43;-0.61;-0.17;0.47;0.28;0.12;0.07;g5585;0.4;0.2;-0.11;-0.12;-0.11;0.04;-0.15
g5599;0;0;0;0;0;0;0;g5599;-0.86;-0.39;1.01;-0.27;-0.65;0.47;-1.17;g5599;-0.13;-0.1;-0.12;0.13;0.14;0.09;0.12;g5599;0;0;0;0;0;0;0
g5713;0;0;0.25;0.09;0.14;-0.03;-0.09;g5713;-0.27;-0.26;-0.27;0.09;0.16;-0.11;0.38;g5713;-0.12;0.06;0.32;0.12;-0.01;-0.08;-0.12;g5713;0.45;-0.3;0.38;0.26;-0.02;-0.02;0.13
g5715;-0.22;-0.2;-0.47;0.36;0.49;0.07;0.2;g5715;0.01;-0.3;0.38;0.1;0.13;-0.04;0.3;g5715;-0.95;-1.3;0.83;0.41;0.6;0.33;-0.17;g5715;0.37;-0.31;0.05;-0.02;-0.08;-0.06;-0.16
g5813;0.09;0.87;-0.15;0.09;-0.02;0.1;-0.11;g5813;-0.47;-0.29;-0.43;0.01;-0.36;-0.03;-0.18;g5813;0;-0.66;-0.9;-0.66;-0.07;-0.53;-0.37;g5813;2.11;0.57;0.5;-0.54;-0.65;-0.3;-0.21
g5933;-0.05;-0.78;-0.26;-0.15;0.31;0.12;0.36;g5933;0.33;0.32;0.23;0;0.2;-0.26;0;g5933;-0.74;-0.01;-0.34;0.15;0.01;0.17;0.13;g5933;0.38;-0.09;0.34;0.31;0.09;0.24;-0.16
g5988;-0.25;-0.14;-0.05;0.18;0.44;-0.12;0.14;g5988;0.17;0.36;-0.18;0.63;-0.36;0.67;-0.02;g5988;0.97;0.74;0.74;0.15;0.08;-0.21;-0.46;g5988;0.25;0;-0.13;0.15;0.19;0.07;-0.01
g6016;0.02;0.04;-0.11;-0.21;-0.11;0.24;-0.05;g6016;-0.48;-0.26;-0.04;0.11;0.31;0.34;0.08;g6016;-0.11;0.28;-0.09;0.18;-0.48;-0.33;-0.47;g6016;-0.86;-0.31;0.11;0.3;0.3;0.37;0.36
g6066;0.12;0.2;0.15;-0.53;0.29;0.09;0.22;g6066;-0.13;0.11;-0.21;-0.34;-0.11;0.52;0.19;g6066;0.8;0.16;0.04;-0.23;-0.41;-0.05;-0.07;g6066;0.74;0.18;-0.09;-0.03;-0.38;0.37;-0.25
