;t0;t0;t0;t0;;t1;t1;t1;t1;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g731;-0.35;0;-0.15;-0.83;-0.13;0;0.6;g731;0;0;0;0;0;0;0;g731;-0.7;-0.28;-0.43;0.35;0.29;0.62;0;g731;0.41;0.17;-0.21;0.1;-0.05;0.17;-0.01
g754;-0.15;-0.09;-0.21;-0.01;-0.05;-0.29;-0.02;g754;0;0;0;-0.25;0;0.25;0;g754;-0.41;0;-0.43;-0.26;-0.25;0.06;0.2;g754;0.38;0.2;0.08;-0.44;-0.31;-0.09;-0.01
g775;-0.68;-0.1;0;-0.13;0.21;-0.27;0.33;g775;-0.33;-0.22;0.16;0.45;-0.21;0.3;-0.71;g775;-0.79;-0.28;0.17;0.02;0.66;0.29;-0.25;g775;0.48;-0.17;0;-0.34;-0.05;-0.07;0.06
g793;0;0;0;0;0;0;0;g793;-0.74;-0.35;0.32;0.01;-0.86;0.29;-0.72;g793;0;0;0;0;0;0;0;g793;0;0;0;0;0;0;0
g912;-0.4;-0.59;1.03;0.45;0.11;-0.25;-0.4;g912;0.16;0;0;0;-0.16;0;0;g912;-0.26;-1.84;0.74;0;0;0;0;g912;-1.24;-0.59;-0.11;0.56;0.57;0.76;-0.54
g915;0;-0.06;-0.22;0.18;-0.06;0.3;0;g915;0;0;-0.4;0;0;0;0;g915;-0.88;0.28;0;-0.35;0.16;0.06;-0.04;g915;-0.39;-0.08;-0.17;0.01;0.03;-0.31;0.24
g925;-0.56;-0.09;0.09;-0.53;0.36;-0.25;0.36;g925;-0.52;-0.58;0;0;0;0;0;g925;-0.37;-0.01;-0.07;-0.1;0.26;0.31;-0.33;g925;0.55;0.15;-0.69;0.05;0.15;0.22;0.08
g930;-0.32;0.45;0.45;0.36;0.16;-0.53;-0.31;g930;0;0;0;0;0;0.52;0;g930;-0.39;-0.59;-1.08;-0.63;0.12;-0.05;1.42;g930;0.23;-0.39;0.19;-0.19;-0.12;-0.04;-0.16
g970;-0.49;-0.07;0.57;-0.07;-0.12;-0.49;-0.1;g970;-0.07;0.23;-0.16;0.23;-0.01;0.22;0.07;g970;0.08;-0.28;-0.21;-0.08;-0.49;-0.44;1.01;g970;0.18;0;0.01;-0.24;0.19;0.14;-0.05
g980;-0.18;-0.33;-0.42;-0.08;0.02;-0.18;0.38;g980;0.03;0.06;-0.29;0.57;-1.05;0.43;-0.19;g980;-0.71;0.28;-0.39;0.04;0.41;0.21;-0.08;g980;0.32;0;0.18;0.15;-0.03;0.1;0
g998;-0.11;0.27;0.46;-0.06;-0.29;-0.49;-0.16;g998;0.28;-0.01;-0.63;0.61;-0.73;-0.21;0.32;g998;0.73;0.2;-0.39;-0.14;-0.13;-0.42;0.08;g998;0.51;0.22;-0.01;-0.68;-0.36;-0.28;-0.22
g1018;0;0;-1.55;0.12;-0.25;0.09;-0.01;g1018;0.09;0.37;-0.25;0.3;-0.32;0.95;-0.85;g1018;0.05;0.13;0.16;0.51;0.2;0.36;-0.95;g1018;-0.03;-0.05;0.31;0.11;0.41;0.11;0.04
g1068;0.07;0.25;0.01;-0.19;-0.14;-0.5;-0.22;g1068;0.46;0.51;-0.18;-0.51;-0.09;-0.11;0.24;g1068;-0.1;-0.49;-0.09;0.16;-0.45;-0.1;0.52;g1068;0.67;-0.02;0.11;0;0.13;0;-0.42
g1099;0.08;0.21;-0.01;0.16;0.2;0.15;0.06;g1099;-0.37;0.46;-0.26;0.31;-0.62;0.76;-0.15;g1099;-0.34;-0.01;-0.34;-0.01;0.83;1.47;1.25;g1099;0.16;0.04;-0.13;0.24;0.3;-0.15;-0.21
g1129;0.37;-0.16;-0.14;-0.16;0.04;0.1;0.01;g1129;0.16;0.63;-0.08;0.36;0.08;-0.12;0.09;g1129;0.19;0.3;0.29;-0.31;0.23;0.2;-0.51;g1129;0.31;0;-0.32;-0.04;0.05;-0.54;0.05
g1170;-0.2;0;0;-0.02;-0.06;-0.32;-0.18;g1170;-0.36;-0.1;-0.33;0.29;-0.42;-0.12;-0.48;g1170;0.27;0.68;0.5;-0.47;0.21;0.09;-0.03;g1170;0.16;0.07;0.36;0;0.05;0.02;-0.15
g1192;-0.12;-0.47;-0.07;-0.3;0.11;-0.34;0.36;g1192;0.08;-0.13;-0.54;-0.84;-0.56;-0.6;0.27;g1192;-0.24;-0.01;-0.41;-0.56;0.06;-0.02;0.18;g1192;-1.01;-0.56;0.03;0.27;0.45;0.23;0.34
g1198;0;-0.08;-0.06;0.19;-0.15;0.23;0.03;g1198;0.17;0.27;0.6;-0.56;0.05;-0.67;0.09;g1198;-0.22;-0.42;-0.02;0.63;0.33;0.2;-0.62;g1198;0.07;-0.44;0.19;-0.31;-0.14;0.23;0.19
g1261;-0.08;-0.31;0;-0.01;-0.21;0.19;-0.26;g1261;-0.3;-0.04;0.11;0.24;-0.06;0.16;-0.35;g1261;-0.88;-0.01;0.06;0.09;0.2;0.14;0.41;g1261;-0.27;0.26;-0.04;0.24;0.07;-0.02;-0.1
g1300;-0.16;-0.55;-0.01;0;0.35;0.47;-0.33;g1300;-0.27;-0.54;0.37;0.32;0.37;0.29;-0.04;g1300;-0.59;0.18;0.27;-0.01;0.44;0.46;-0.53;g1300;0.12;-0.34;-0.48;0.09;0.35;-0.01;-0.03
g1363;0.17;-0.35;-0.54;-0.44;-0.14;0.06;0.18;g1363;1.37;1.16;0.07;-0.49;0.37;-0.21;0.27;g1363;-0.78;0.41;0.01;-0.01;0;0.24;0.03;g1363;-0.09;-0.24;0.52;0.52;0.13;0.23;0.09
g1399;0.21;-0.17;0.24;0;-0.01;0.23;-0.16;g1399;0.11;-0.08;-0.1;0.15;-0.23;0.24;-0.08;g1399;0.39;0.74;0.53;-0.44;0.43;0.04;-0.44;g1399;-0.08;-0.25;-0.19;0.36;0.19;0.17;-0.01
g1507;-0.49;-0.09;0.22;0.16;0.1;0.06;0.04;g1507;0.73;0.15;0.76;0.74;0.75;-0.06;0.29;g1507;0.36;-0.43;-0.36;-0.14;0.19;0.33;-0.51;g1507;-0.91;-0.07;0.14;0.31;0.2;0.21;0.16
g1512;0.14;-0.32;0.26;0.02;-0.21;0.01;0.58;g1512;0.27;0.01;0.12;0.16;-0.6;0.75;-0.18;g1512;-0.12;0.58;0.27;-0.68;0.83;0.27;-0.84;g1512;-0.75;-0.04;0.06;-0.02;0.13;-0.14;0.46
g1550;-0.66;0.04;-0.07;-0.34;0.17;-0.3;0.34;g1550;-0.38;-0.17;0.12;-0.09;0.24;0.15;0.51;g1550;0.07;-0.73;0.39;0.42;0.07;0.26;0.26;g1550;0.44;-0.02;-0.09;-0.67;-0.26;-0.32;-0.04
g1604;0.44;-0.07;0.09;-0.13;0.13;-0.26;-0.19;g1604;-0.1;-0.01;-0.45;0.3;-0.76;0.46;-0.31;g1604;0.23;0.16;0.31;-0.31;-0.31;-0.31;0.16;g1604;0.26;0.06;0.03;-0.05;0.03;0.15;-0.02
g1623;0;0;0;0;0;0;0;g1623;0;0.19;-0.31;0.76;-0.29;1.2;-0.36;g1623;-0.26;0.61;0.37;0.27;-0.26;0.09;-0.35;g1623;0;0;0;0;0;0;0
g1626;0.02;-0.45;-0.12;-0.06;0.08;-0.35;-0.15;g1626;0.92;1.2;0.14;-0.36;-0.18;-0.46;0.55;g1626;-0.46;0.31;0.29;0.12;-0.3;0.13;0.44;g1626;-0.54;-0.43;0.35;0.43;0.56;0.38;-0.03
g1665;-0.14;0;-0.17;0.32;-0.05;0.17;-0.22;g1665;-0.12;-0.1;0.1;0.5;-0.6;0.22;-0.09;g1665;0.34;-0.16;0.03;0.34;-0.3;-0.03;0.38;g1665;0.43;0.08;0.5;0.13;-0.27;-0.05;-0.29
g1769;0.19;0.17;0.42;0.08;0.11;-0.28;-0.48;g1769;-0.84;-0.73;-0.07;0;-0.27;0;-0.05;g1769;0.02;-0.11;-0.05;-0.28;-0.47;-0.2;0.34;g1769;0.39;0.33;0.09;-0.1;0.04;0;-0.36
g1778;-1.12;-0.85;-0.44;-0.48;-0.11;-0.18;0.52;g1778;-1.36;-1.41;-1.24;-0.34;-0.21;0.88;0.17;g1778;-0.43;-0.07;0.46;-0.06;-0.17;-0.03;-0.21;g1778;-0.07;0.91;-0.17;0.2;0.15;0.16;0.03
g1827;-0.26;-0.73;-0.46;-0.03;0.05;0.26;0;g1827;-0.32;0;0.14;0;0.35;0.13;0.21;g1827;-1.14;-0.18;-0.04;0.01;-0.13;0.22;0.25;g1827;0.18;0.41;0;-0.02;-0.13;0;-0.13
g1875;0.17;0.02;-0.16;-0.02;0.05;-0.27;-0.16;g1875;-0.34;-0.28;-0.36;-0.32;-0.52;0.06;-0.11;g1875;0.08;-0.15;-0.2;0.09;0.01;-0.31;-0.17;g1875;-0.69;-0.09;0.18;-0.12;-0.04;-0.09;0.28
g1885;-0.24;-0.55;0.05;0.42;0.35;-0.02;-0.29;g1885;-0.17;-0.12;-0.12;0.07;-0.01;0.32;0.04;g1885;0.38;0.15;0.26;-0.08;-0.38;-0.08;0.51;g1885;-0.35;-0.3;0.09;0.01;-0.51;-0.07;0.21
g1900;-0.08;0.16;0.26;-0.56;0.13;-0.17;0.46;g1900;-0.33;-0.02;-0.08;0.05;-0.24;-0.06;-0.03;g1900;-0.68;0.08;-0.47;0.18;-0.1;-0.07;-0.02;g1900;1;0.27;-0.29;-0.59;-0.11;0.02;-0.18
g1901;-0.12;-0.12;-0.1;-0.39;0.02;-0.2;-0.26;g1901;0;0;0;0;0;-0.13;0;g1901;-0.93;0.08;-0.16;-0.17;-0.07;-0.12;-0.12;g1901;-0.15;-0.29;0.08;0.23;0.11;0.01;0.01
g1902;-0.19;-0.27;0.2;0.24;0.13;0.14;0.22;g1902;-0.78;-0.29;0.16;-0.26;0.48;0.3;0.28;g1902;-0.45;-0.43;0.14;-0.03;0.01;0.01;-0.1;g1902;-0.11;-0.56;-0.11;-0.03;0.2;-0.06;0.15
g1903;0.3;0.11;0.18;0.05;-0.07;0.3;0;g1903;-0.23;-0.31;-0.47;-0.09;-0.08;-0.02;0.14;g1903;0.58;0.23;-0.08;-0.36;-0.33;-0.22;0;g1903;-0.1;0;-0.04;0.16;-0.29;-0.2;-0.08
g1904;-0.22;-0.17;0.11;0.02;0.3;0.08;0.19;g1904;0.33;0.37;0.21;0.21;0.36;-0.02;0.25;g1904;0.86;-0.29;-0.17;0.03;0.08;0.2;-0.51;g1904;0.57;-0.23;0;0.01;0.09;-0.19;-0.19
g1905;0.3;-0.07;0.05;0.19;-0.31;0.2;0.02;g1905;0.32;0.27;-0.03;0;0.02;0;0.27;g1905;-0.33;-0.04;0.17;0.16;0.07;0.24;0.07;g1905;0.08;-0.14;0.26;0.02;-0.06;-0.21;0.29
g1909;-0.2;-0.61;0.12;0.17;0.43;0.08;-0.03;g1909;0.05;0.21;-0.04;-0.14;0.06;0.03;0.15;g1909;-0.01;-0.15;0.35;0.27;0.1;0.14;0.15;g1909;-0.21;-0.19;0.05;0.05;-0.08;-0.1;0.16
g1961;0.26;0.12;0.18;-0.04;0.3;-0.14;-0.17;g1961;-0.07;0.1;0.07;-0.14;0.22;-0.3;0.42;g1961;-0.04;-0.14;-0.5;-0.09;-0.24;-1.09;0.36;g1961;0.66;-0.09;-0.04;-0.58;-0.64;-0.09;-0.11
g1991;0.19;0.25;-0.18;-0.22;-0.18;0.08;0.21;g1991;0.6;0.23;0.08;-0.04;0.15;0.3;-0.15;g1991;0.28;-0.1;0.08;0.37;0.36;0.32;-0.2;g1991;-0.27;-0.17;0.07;-0.35;-0.2;-0.27;0.18
g1999;0.16;-0.1;0.08;0.08;-0.08;0.16;-0.1;g1999;0;0.82;0.27;-0.74;0.08;-0.33;0.42;g1999;-0.18;0.37;0.11;0.03;0.03;-0.27;-0.32;g1999;0.3;-0.03;-0.03;0.02;0.06;-0.26;-0.1
g2066;0.15;0;-0.4;-0.12;-0.09;0.06;-0.2;g2066;1.36;1.33;0.18;-0.11;-0.37;-0.03;0.35;g2066;-0.15;0.39;0.26;0.11;0.24;0.34;-0.37;g2066;-0.52;-0.33;0.43;0.41;0.1;0.14;0.25
g2068;-0.02;-0.52;0.12;0.07;-0.09;0.22;0.22;g2068;0.36;0.45;-0.09;-0.09;-0.32;-0.01;0.09;g2068;0.25;0.18;0.37;0.25;0.2;0.4;-0.25;g2068;0.04;0.14;0.1;0.03;0.13;0.11;0.13
g2082;0.36;-0.13;0.06;-0.08;-0.26;0.17;0;g2082;0.46;0.33;-0.08;-0.06;-0.13;-0.01;0.4;g2082;0.41;-0.07;-0.03;-0.36;-0.43;-0.25;0.71;g2082;0.64;-0.13;0.01;0.37;-0.06;0.25;-0.41
g2099;0.42;-0.23;0.12;0.06;-0.11;0.22;-0.05;g2099;0.77;0.8;-0.05;-0.17;-1.6;-0.13;0.27;g2099;0.08;0.48;0.41;-0.11;-0.41;-0.29;0.02;g2099;0.16;-0.34;0.31;0.56;0.31;-0.2;0.04
g2113;-0.04;0.84;0;-0.15;0.35;-0.53;0.13;g2113;0.38;0.53;-0.57;0.56;-0.54;0.88;-0.47;g2113;1.76;0.73;0.73;0.12;0.04;0.4;-0.22;g2113;0.37;0.26;0.59;0.13;-0.11;0.38;-0.5
g2114;0.04;0.05;0.13;-0.19;0.2;-0.19;-0.34;g2114;0.54;0.22;-0.14;-0.07;-0.36;0.12;0.21;g2114;0.33;0.36;-0.14;-0.3;-0.06;-0.19;-0.73;g2114;0.81;0.15;0.47;0.16;0.03;0.27;-0.42
g2162;-0.44;-0.44;0.35;0.26;0.17;-0.46;-0.36;g2162;0.08;0.3;0;-0.31;0;-0.52;0;g2162;-0.41;-0.25;0.2;-0.1;-0.36;-0.14;0.46;g2162;-0.28;-0.3;-0.04;-0.15;0.2;0.23;0.15
g2166;-0.11;-0.47;0.02;0.04;0.21;-0.31;-0.21;g2166;0.85;0.85;0.23;0.09;0.18;0.19;0.23;g2166;0.13;0.14;-0.11;-0.02;0.37;-0.19;-1.05;g2166;0.11;-0.24;0.45;0.43;0.3;0.25;-0.11
g2183;-0.14;-0.06;0.08;0.19;-0.14;-0.36;-0.25;g2183;-0.32;0.07;-0.59;0.25;-0.86;0.22;-0.22;g2183;-0.03;0.05;-0.51;-0.09;-0.03;-0.55;-0.28;g2183;0.57;0.02;-0.13;-0.27;-0.16;-0.13;-0.18
g2192;-0.06;-0.59;0.35;0.28;0.01;0.29;-0.21;g2192;0.24;-0.28;-0.16;-1.03;0.27;-0.33;0.66;g2192;1.14;0.36;-0.31;-0.56;-0.28;-0.07;-0.28;g2192;-0.99;-0.29;-0.21;0.14;0.07;-0.03;0.49
g2212;-0.24;-0.07;0.16;0.08;0.65;-0.12;0.12;g2212;-0.41;-0.36;0.08;0.49;0.01;0.6;-0.12;g2212;0.32;0.12;0.2;0;0.05;0.06;-0.18;g2212;0.1;-0.41;-0.18;-0.01;0.38;0.29;0.14
g2232;0.02;0.12;0.12;-0.07;0.15;-0.1;0.08;g2232;-0.64;0.23;0.1;-0.06;-0.11;-0.13;-0.11;g2232;-0.39;0.12;0.01;-0.31;0.08;-0.28;-0.55;g2232;0.35;-0.18;0.3;0.1;0.09;0;-0.12
g2248;0.17;0.21;0.05;-0.04;0.08;0.1;0.03;g2248;-0.02;0.16;0.01;-0.3;0.24;0.29;0.22;g2248;-0.19;0.14;-0.49;-0.06;-0.02;0.07;0.26;g2248;-0.08;-0.44;0.3;0.11;0.09;-0.09;-0.08
g2296;0.12;0.1;0.45;0.08;-0.3;0.16;0;g2296;0.18;-0.28;0.02;0.04;0.51;0.32;-0.69;g2296;0.47;0.21;-0.11;0.12;0.37;0.08;-0.42;g2296;0.46;-0.11;-0.37;-0.2;-0.11;-0.39;-0.07
g2301;-0.04;-0.1;0.14;-0.12;0.2;-0.06;0;g2301;-0.23;-0.69;-0.33;0.02;-0.34;-0.16;0.13;g2301;-0.06;0;-0.14;-0.11;-0.01;0.04;0.33;g2301;-0.9;-0.23;0.06;0.31;0.44;0.53;0.07
g2404;-0.06;-0.14;0;-0.24;0.2;-0.09;0.26;g2404;0.06;0.24;0.42;0.05;0.38;0.02;0.09;g2404;-0.38;0.05;0.15;0.03;-0.12;0.12;-0.12;g2404;-0.88;-0.2;0.28;0.61;0.47;-0.05;0.28
g2425;0.09;0;0.14;-0.19;0.05;-0.17;-0.19;g2425;0.07;0.19;-0.37;0;-0.17;0.29;0.01;g2425;0.64;0.58;-0.32;-0.4;-0.51;-0.32;0.16;g2425;0.76;0.21;0.19;-0.21;0.01;-0.31;-0.33
g2488;0.04;-0.01;0.38;0.15;-0.01;0;0;g2488;0.2;0.47;-0.14;0.65;0.16;0.34;-0.48;g2488;0.57;-0.1;0.57;-0.43;-0.84;0.57;0.38;g2488;0.77;-0.05;0.15;0.35;0.21;-0.21;-0.18
g2531;0.16;-0.01;-0.11;0.1;0.1;0.32;-0.25;g2531;-0.18;0.19;-0.26;0.39;-0.1;0.68;-0.22;g2531;0.2;0.26;0.14;0.14;0.02;-0.14;-0.22;g2531;0.17;-0.02;0;0.08;-0.17;0.11;0
g2554;0.58;-0.25;0.05;0.34;-0.25;0.09;-0.01;g2554;0.06;0.44;-0.06;0.12;-0.13;0.55;0.06;g2554;-0.31;0.23;-0.05;-0.39;0.06;0.05;0.34;g2554;-0.6;-0.07;0.32;0.36;0.17;0.07;0.14
g2626;-0.43;-0.12;-0.35;-0.32;0.04;-0.12;0.22;g2626;-0.55;-0.32;-0.09;0.1;-0.19;0.04;-0.16;g2626;-0.07;-0.21;-0.19;0.42;0.68;0.52;0.09;g2626;0.28;-0.05;0.16;-0.15;0;-0.22;0
g2634;0.18;-0.37;-0.11;-0.03;-0.14;0.1;0.23;g2634;0;0;0;0;0;0;0;g2634;-0.33;0;0.41;-0.09;-0.31;0;0.37;g2634;-1.17;-0.6;0.01;0.24;0.58;0.24;0.35
g2696;-0.19;0.08;0;0;0.24;-0.17;0.28;g2696;0;0.65;0.04;0;-0.15;0;-0.06;g2696;2.73;1.85;0.01;0;-0.47;-0.47;0.01;g2696;0.53;-0.17;0;0.18;0.32;0.26;-0.57
g2752;-0.1;-0.54;-0.35;0.27;0.37;0.34;-0.2;g2752;0.88;0.23;0.77;0.33;0.55;0.09;0.1;g2752;-0.04;0.02;-0.07;0.13;0;-0.21;0.04;g2752;-0.76;0;-0.05;0.48;0.14;0.02;0.31
g2761;-0.24;0.02;0.3;0.38;0.3;-0.08;0.05;g2761;-0.44;-0.44;0.08;-0.04;-0.25;-0.24;0.12;g2761;0.03;-0.13;0.22;0.02;-0.12;-0.13;0.21;g2761;-0.41;-0.05;-0.3;-0.29;0.03;0.08;0.24
g2767;-0.29;0.47;-0.12;-0.36;0.2;-0.33;0;g2767;-0.23;-0.35;-0.29;-0.12;-0.12;0.05;-0.03;g2767;0.46;-0.13;-0.23;-0.36;0.21;-0.28;0.09;g2767;-0.12;0.18;0.13;-0.26;-0.21;-0.08;-0.06
g2795;-0.15;0.05;-0.48;-0.21;0.47;-0.23;0.39;g2795;-0.53;-0.56;-0.32;0.2;-0.2;0.4;-0.48;g2795;0.3;-0.28;0.04;-0.25;-0.08;0.04;0.1;g2795;0.35;0.37;0.46;0.24;-0.06;0.05;-0.32
g2802;0.29;-0.08;-0.17;0.01;-0.03;0.31;-0.03;g2802;0.28;0.67;-0.03;0.15;0.23;0.12;0.12;g2802;-0.52;0.03;0.27;-0.11;-0.19;0.19;0.29;g2802;-0.03;0.19;-0.08;0.21;-0.13;0.16;-0.12
g2927;-0.28;-0.28;0.34;0.42;0.34;0.13;-0.06;g2927;-0.3;0.43;0.14;-0.41;-0.13;0;-0.09;g2927;-0.06;0.73;0.61;-0.06;0.01;-0.51;-0.42;g2927;-0.17;-0.26;-0.21;0.29;0.17;0.48;-0.17
g3015;-0.34;0.17;0.37;0.09;0.28;-0.13;0.06;g3015;-0.45;-0.55;-0.28;0.56;-0.29;0.23;-0.23;g3015;0.17;0.08;-0.08;-0.45;0.09;0.1;0.32;g3015;0.44;0.27;-0.43;-0.18;0.01;0.22;-0.26
g3059;0.36;0.26;-0.12;-0.51;-0.43;-0.34;0.41;g3059;0.89;0.67;-0.27;-0.6;-0.18;-0.09;0.42;g3059;0.35;0.4;-0.53;-0.79;-0.27;-0.3;0.31;g3059;0.82;0.31;0.22;-0.01;-0.2;-0.26;-0.28
g3104;0;-0.02;0.08;0.04;0.1;0.03;0.06;g3104;-0.27;0.32;-0.23;0.69;-0.08;0.95;-0.21;g3104;1.56;1.03;-0.13;0.12;0.1;-0.35;0;g3104;-0.73;0.45;0.01;-1.12;-0.66;-0.4;0.23
g3115;-0.16;0;0;0.13;-0.09;0.27;0.15;g3115;-0.21;-0.18;0.35;-0.47;0.08;-0.25;0.21;g3115;0.13;-0.58;-0.13;-0.1;0.22;0.02;0.08;g3115;-0.08;-0.56;0.06;-0.02;0.12;-0.03;0.25
g3145;0.35;-0.13;0.13;0.22;-0.07;-0.06;0.04;g3145;0.18;-0.11;0.24;0.43;0.19;0.19;0.15;g3145;-0.45;-0.08;-0.14;-0.09;-0.12;-0.06;0.55;g3145;-0.19;-0.21;0.63;-0.01;-0.25;0.21;0.12
g3170;0.73;0.09;-0.12;-0.04;0;0.21;-0.3;g3170;-0.26;-0.01;-0.41;-0.06;-0.32;0.13;0.18;g3170;-0.11;-0.94;-0.3;-0.05;-0.13;0.23;0.48;g3170;1.82;0.2;-0.1;-0.39;-0.64;-0.28;-0.7
g3171;0.28;0.2;-0.31;-0.09;0;0.2;0.26;g3171;-0.33;-0.23;-0.35;0.45;-0.38;0.78;-0.33;g3171;-0.15;0.03;-0.44;-0.06;-0.18;-0.02;-0.24;g3171;0.73;-0.46;-0.4;0.18;-0.06;-0.18;0.02
g3185;4;3.32;-0.58;-0.68;-0.57;-0.42;-0.39;g3185;-0.27;0.11;-0.56;0.51;-0.52;0.24;-0.15;g3185;0.81;-0.71;0.65;-0.35;0.18;-0.06;0;g3185;0.25;-0.62;0.02;0.1;-0.15;-0.02;-0.09
g3206;0;-0.21;-0.09;0.07;-0.19;-0.04;-0.09;g3206;-0.22;-0.36;0.51;0.76;0.51;-0.27;0.12;g3206;-0.06;-0.29;-0.3;0.15;0.24;0.1;0.47;g3206;-0.77;-0.26;0.27;0.07;0.29;0.19;0.18
g3362;-0.09;0.14;-0.41;0.13;-0.02;0.2;0.14;g3362;0.25;0.21;-0.28;0.2;-0.45;-0.36;-0.13;g3362;0.62;0;-0.52;-0.07;-0.52;-0.4;0;g3362;-0.21;-0.23;-0.43;0.07;0.2;-0.25;0.01
g3382;0.23;-0.04;-0.26;0.4;-0.06;0.38;-0.14;g3382;-0.29;-0.03;0.15;-0.08;-0.17;0.22;0.01;g3382;0.23;-0.08;-0.09;0.02;0.05;-0.08;0.12;g3382;0.35;-0.25;-0.5;0.25;-0.02;-0.21;0.15
g3397;-0.01;0.3;0.04;0.03;0.14;-0.21;-0.07;g3397;-0.5;0.67;-0.25;0.29;-0.32;-0.23;-0.46;g3397;0.51;0.81;0.46;0.25;0.16;-0.44;0;g3397;0.52;-0.04;0.4;0.11;0;0.17;-0.37
g3409;0.17;-0.19;-0.09;0.13;0.29;0.03;-0.04;g3409;-0.45;-0.22;0.21;0.63;0.39;0.58;0.23;g3409;-0.35;-0.14;-0.18;0.24;-0.55;-0.56;0;g3409;-1.2;-0.23;0.25;0.57;0.45;0.39;-0.1
g3464;-0.31;0.22;0.3;-0.41;0.53;-0.2;0.22;g3464;-0.22;-0.28;-0.05;0.69;-0.18;0.01;-0.15;g3464;-0.66;-0.52;0.1;0.44;-0.24;0.3;0.3;g3464;0.65;-0.16;0.35;0.4;0.18;0.12;-0.23
g3585;0.21;-0.33;-0.14;-0.06;-0.2;0.05;0;g3585;0.37;0.43;0.52;0.3;0.46;-0.09;0.05;g3585;-0.62;0.25;-0.15;0.04;-0.34;-0.25;0.36;g3585;-0.71;-0.52;0.98;0.54;0.39;0.32;-0.11
g3590;0.05;-0.02;-0.2;-0.28;0.2;-0.1;0.44;g3590;0.28;0.32;-0.06;-0.35;-0.12;0.17;0;g3590;-0.26;-0.29;-0.24;-0.1;0.01;-0.06;0.67;g3590;0.6;0.08;-0.35;-0.13;0.08;-0.43;-0.04
g3618;0.12;0.06;-0.12;0.08;0;0.14;0.18;g3618;-0.18;0.21;0.83;-0.42;0.14;-0.25;-0.11;g3618;-0.21;-0.21;0;0.19;-0.01;0.04;0.61;g3618;0.46;-0.04;-0.09;0.06;-0.01;0.06;-0.37
g3662;-0.2;0.19;0.12;0;0.38;-0.01;-0.08;g3662;-1.18;-0.52;0.41;0.16;-0.21;0.15;-0.84;g3662;0.21;0.54;0.12;-0.04;-0.31;-0.58;-0.28;g3662;0.16;-0.03;0.15;0.15;0.07;0.32;0.07
g3687;1.87;0.39;-0.16;-0.38;-0.14;-0.17;-0.31;g3687;-0.94;-0.47;-0.74;-0.09;-0.53;-0.26;0.12;g3687;0.01;0.25;0.21;0.16;-0.15;-0.22;-0.77;g3687;1.47;0.24;-0.03;-0.62;-0.52;-0.22;-0.65
g3787;-0.24;-0.34;-0.02;0.21;0.19;0.15;-0.08;g3787;0.36;0.41;0.16;-0.17;0.23;-0.34;0.33;g3787;0.41;-0.04;-0.31;-0.12;-0.19;-0.08;-0.19;g3787;0.3;-0.04;0.24;0.26;-0.29;0.12;-0.04
g3794;0.1;0.49;0.32;0.04;0.16;0.03;0.2;g3794;-0.52;0.49;-0.11;-0.38;-0.1;0;0.14;g3794;0.8;-0.11;0.38;0.56;0.42;0.49;-3.28;g3794;0.23;0.08;-0.14;0.21;0.03;0.23;-0.19
g3819;0.17;-0.44;-0.18;0.17;-0.05;0.41;0.06;g3819;0.89;0.64;0.23;-0.07;0.3;0;0.35;g3819;-0.04;0.13;0.11;0.02;-0.34;-0.05;0.34;g3819;-0.44;0.17;-0.19;0.23;0.23;-0.26;0.33
g3835;-0.07;-0.47;-0.28;0.12;-0.26;0.43;0.06;g3835;0.23;0.21;0.14;0.04;0.13;-0.11;0.09;g3835;-0.71;-0.12;0.02;-0.19;0.13;0.19;-0.07;g3835;0.25;-0.1;-0.33;-0.08;0.02;-0.23;0.17
g3860;-0.59;0.5;0.02;-0.15;-0.7;0.22;0.02;g3860;-0.8;-1.39;-0.57;-0.35;-0.05;-0.05;-0.08;g3860;-0.43;-0.9;0.04;-0.03;-0.09;-0.22;0.36;g3860;-0.95;0.18;-0.22;-0.34;-0.51;-0.88;0.66
g3867;0.19;0.07;0.1;0.21;0.05;0.39;-0.38;g3867;0.21;0.09;0.14;0.05;0.21;-0.26;0.35;g3867;-0.14;0.02;0.1;-0.02;-0.45;0.06;0.42;g3867;0.02;0.13;-0.08;0.2;0.04;0.36;-0.28
g3884;0.07;0;-0.46;0.01;-0.06;0.12;0.2;g3884;0.06;0.13;0.06;-0.49;0.21;-0.06;0.35;g3884;-0.2;-0.44;0.23;-0.13;-0.08;0.01;-0.48;g3884;0.51;-0.37;-0.37;0.03;-0.15;-0.23;0.03
g3918;-0.18;0.27;0.6;-0.18;0.11;-0.38;0.11;g3918;0.93;0.41;0.39;-0.34;0.27;-0.16;0.25;g3918;0.17;0.06;0.19;0.33;0.44;0.46;-0.03;g3918;0.02;-0.03;-0.15;-0.04;0.16;0.09;0.12
