;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t5;t5;t5;t5;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g1211;0.15;-0.16;0.23;-0.04;0.15;0.45;0.05;g1211;0.84;0.72;0.09;-0.33;-0.21;-0.39;-0.05;g1211;-0.59;0.31;0.86;0.38;0.03;-0.12;-0.23;g1211;0.23;-0.18;0.12;0.08;-0.12;-0.01;-0.15
g1217;0;-0.55;-0.1;0.28;0.04;0.34;-0.12;g1217;0.03;0.38;0.11;-0.01;0.24;-0.81;-0.15;g1217;-0.95;-1.17;0.47;0.81;0.24;0.36;-0.3;g1217;-0.1;-0.1;-0.1;-0.04;0.1;0.03;0.18
g1281;-0.16;0.15;-0.05;-0.29;0.22;0.15;-0.09;g1281;0.22;0.08;-0.27;0.03;-0.12;-0.1;0.11;g1281;0.03;-0.51;-0.05;0.44;0.19;0.44;0.14;g1281;0.15;-0.48;0.45;0.1;0.13;-0.1;-0.32
g1381;0.05;0.02;0.07;-0.08;0.02;0.47;0.14;g1381;-0.02;0.11;-0.33;-0.42;-0.4;0.36;0.17;g1381;-0.38;0.37;0.37;-0.19;-0.51;-0.25;0.55;g1381;-0.05;0.26;0;0.14;-0.05;-0.15;-0.02
g1414;-0.07;-0.09;0;-0.22;-0.22;0.09;0.15;g1414;0.25;0.07;0;0.11;0.09;0.05;0.33;g1414;0.41;-0.12;-0.28;0.19;-0.02;0.17;-0.29;g1414;-0.15;-0.23;-0.15;-0.19;0.11;0.2;0.14
g1438;-0.08;-0.03;0.37;0.14;0.08;-0.27;-0.06;g1438;0.53;0.66;0.15;0.01;-0.18;-0.29;0.25;g1438;-0.19;0.49;0.55;0.33;-0.49;-0.02;0.63;g1438;-0.09;0.17;0.1;0.42;-0.11;-0.16;0.11
g1465;-0.03;0.12;0.05;-0.08;0.23;-0.03;-0.12;g1465;-0.07;0.1;-0.03;0.03;0.04;0.13;0.03;g1465;-0.03;-0.4;-0.26;0.35;-0.11;0.07;-0.04;g1465;-0.02;-0.02;-0.17;-0.2;-0.13;-0.06;0.24
g1616;0.11;0.72;0.94;0.26;0.12;0.26;-0.1;g1616;-1.4;-0.14;0.78;0.75;0.56;0.07;-0.58;g1616;0.4;0.02;-0.2;-0.75;0.07;0.18;0.45;g1616;0.19;-0.3;-0.04;0.1;0.09;0.04;0.04
g1715;0;0.37;0.54;-0.12;0.31;0.1;-0.26;g1715;0.17;-0.69;0.2;-0.51;-0.72;0.24;0.38;g1715;1.11;0.79;0.37;-0.47;0.01;0.37;0.01;g1715;-0.24;0.21;-0.07;-0.12;-0.19;-0.26;0.33
g1717;0;0;0;0;0;0;0;g1717;-0.3;-0.06;0.49;0;-0.23;0.1;-0.01;g1717;-0.17;0.12;0.19;-0.26;-0.06;-0.27;0.21;g1717;0;0;0;0;0;0;0
g1728;-0.11;-0.02;0.03;0.16;0.03;0.2;0.25;g1728;1;1.13;0.02;-0.41;-0.12;0.02;-0.22;g1728;0.87;0.79;1.3;0.34;0.13;-0.33;-0.91;g1728;0.23;0.45;0.55;0.04;-0.24;-0.24;-0.17
g1810;-0.25;0.28;-0.09;-0.07;-0.04;0.1;0.07;g1810;-0.46;-0.29;-0.15;0.12;-0.22;0;0;g1810;-0.24;0.16;0.06;-0.56;-0.16;-0.41;0.32;g1810;0.03;0;0.35;-0.2;-0.14;-0.05;0.01
g1832;0.06;-0.04;0.01;-0.13;-0.26;-0.06;-0.11;g1832;0.07;-0.05;0;0.08;-0.22;0.26;0.08;g1832;0.18;0.48;0.23;-0.15;0.26;-0.09;-0.24;g1832;-0.02;-0.11;-0.05;-0.28;0.1;0.19;-0.11
g1839;0.29;0.07;0.64;0.52;0.2;0.04;-0.13;g1839;1.53;0.71;0.3;-0.25;-0.42;-0.86;-0.94;g1839;1.4;1.19;0.9;-0.78;-1.49;-1.63;-0.86;g1839;0.32;-0.2;0.64;-0.9;-0.54;-0.21;-0.43
g1842;-0.07;-0.23;-0.16;0.15;0.3;0.35;0.32;g1842;-0.27;0.14;0;0;-0.07;0.06;-0.47;g1842;-0.43;-0.62;0.17;0.13;0.13;0.1;-0.13;g1842;-0.25;0;0.26;0.05;0.34;-0.32;0.14
g1862;0;0;0;0;0;0;0;g1862;-0.09;-0.38;0;0;0;0;0;g1862;-0.26;0.28;0.44;-0.01;-0.07;-0.43;-0.22;g1862;0;0;0;0;0;0;0
g1889;-0.12;0.38;0.72;-0.17;-0.15;-0.06;-0.19;g1889;0.24;-0.17;-0.7;-0.65;-0.55;0.39;0.3;g1889;0.65;0.65;-0.28;-0.35;-0.08;0.09;0.03;g1889;-0.17;0.15;-0.1;0.01;0.12;0.08;-0.06
g1935;-0.11;-0.21;0.42;0.1;-0.31;-0.11;-0.21;g1935;0.42;0.57;0.39;0.54;0.29;-1.1;-0.63;g1935;-0.04;0.32;0.42;0;0;-0.1;-0.26;g1935;-0.33;-0.16;-0.13;0.19;0.16;0.08;0.01
g1998;0.65;-0.14;-0.41;-0.07;-0.17;0.47;0.04;g1998;-0.07;-0.11;0;-0.3;-0.07;0;0;g1998;0.13;0.01;0.22;0.12;0.45;-0.08;-0.18;g1998;-0.04;-0.14;0.41;-0.14;0.13;0.09;-0.31
g2129;-0.23;0.33;0.35;0;-0.07;-0.05;-0.13;g2129;0.04;0.39;0.19;0.52;0.14;-0.49;-0.67;g2129;0.23;0.49;0.32;0.24;-0.04;-0.18;-0.24;g2129;-0.3;-0.42;-0.36;-0.03;-0.05;0.15;0.25
g2139;0.29;0.02;-0.53;0.65;0.44;-0.19;-0.57;g2139;-0.88;1.07;1.7;-1;-1.27;0.34;-0.04;g2139;-0.06;0.24;1.98;1.27;-1.18;-1.32;-1.25;g2139;0.42;0.08;0.42;-0.29;-0.08;-0.31;0.27
g2155;-0.26;-0.06;0.34;0.52;0.03;-0.15;-0.17;g2155;-0.28;0.15;0.28;-0.09;-0.51;-0.23;0.33;g2155;-0.16;0.47;0.11;-0.16;-0.51;-0.34;0.24;g2155;-0.51;-0.26;0.09;0.19;0.45;-0.08;0.29
g2166;-0.47;-0.19;0.02;0.21;0.4;0.16;0.14;g2166;0.85;0.38;0.23;0.18;0.19;-0.08;0.03;g2166;0.14;-0.11;-0.11;0.37;0.34;0.08;0.01;g2166;-0.24;0.06;0.45;0.3;0.22;-0.23;0
g2215;0.36;0.37;1.06;0.17;-0.04;-0.1;-0.2;g2215;-0.21;0;-2.7;-1.57;-0.15;0.85;0.55;g2215;0.42;-0.72;0.54;0.13;-0.04;-0.72;-0.46;g2215;0;0.49;0;-0.3;-0.11;-0.09;0.22
g2230;0.02;0.04;0.05;0.28;0.08;0.02;-0.05;g2230;-0.43;-0.17;-0.25;-0.31;-0.25;0.35;0.04;g2230;-0.09;0.18;0.19;-0.33;-0.09;-0.19;-0.06;g2230;0.07;0.22;0.08;0;-0.16;-0.17;0.28
g2251;0.08;0.19;0.17;-0.21;-0.15;-0.05;-0.14;g2251;-0.03;0.37;0.2;0.04;-0.24;0.03;0.09;g2251;0.38;0.62;0.69;0.35;-0.03;-0.07;-0.13;g2251;-0.1;-0.13;-0.17;-0.26;-0.24;0.45;-0.34
g2266;-0.35;0.12;-0.16;-0.14;0.02;0.04;-0.07;g2266;0.06;0.02;0.04;0.04;-0.09;-0.31;-0.26;g2266;-0.5;-0.39;-0.31;0.31;0.05;0.39;-0.07;g2266;-0.23;-0.21;-0.1;-0.06;0.27;0.34;-0.06
g2267;0;0.17;-0.06;0.03;0.11;0.04;0.06;g2267;0.32;-0.25;-0.43;-0.33;-0.17;-0.51;-0.27;g2267;-0.45;-0.55;-0.27;-0.22;0.06;0.27;0.21;g2267;0.5;-0.42;-0.44;-0.62;-0.02;0.12;0.09
g2280;0.08;-0.13;-0.2;-0.04;0.11;0.22;0.32;g2280;0.15;-0.07;0.13;0.23;0.31;0.2;-0.05;g2280;-0.1;-0.07;0.21;0.1;0.37;0.05;-0.08;g2280;0.18;0.12;-0.08;0.03;0.26;0.06;0.12
g2303;0.18;0;0.13;0.4;0.08;0.29;0.3;g2303;-0.13;-0.15;-0.05;-0.37;0.01;-0.59;-0.37;g2303;0.02;-0.65;-0.39;0.15;-0.25;0.01;0.02;g2303;-0.36;-0.02;-0.04;0.14;0.19;0.09;0.16
g2342;-0.43;-0.11;-0.41;-0.28;-0.09;0.33;0.16;g2342;0.95;0.5;0.11;0.36;0.38;-0.57;-0.65;g2342;0.2;0.2;0.29;-0.08;0.39;0.2;0.01;g2342;-0.23;-0.27;0.17;0.46;0.07;0.23;0.02
g2354;-0.01;-0.07;0.28;0.17;0.01;0.21;0.26;g2354;0.08;-0.17;-0.29;-0.38;-0.2;-0.9;-0.43;g2354;-0.15;-0.11;-0.07;-0.43;0.13;-0.1;0.42;g2354;0.37;0.12;-0.39;-0.32;0.02;-0.14;0.06
g2359;0.06;0.09;-0.06;-0.18;0.04;0.35;-0.3;g2359;0.47;0.69;0.44;-0.27;-0.51;-0.15;0.01;g2359;-0.25;0.85;0.63;0.71;-0.34;-0.58;-0.14;g2359;-0.45;-0.14;0.52;1.08;0.19;0.28;0.03
g2373;-0.17;0.25;0.12;0.06;0.23;-0.03;0;g2373;0.46;0.7;-0.05;-0.68;-0.29;-0.13;0.24;g2373;0.23;-0.04;0.08;-0.17;-0.52;0.19;0.08;g2373;0.02;0.12;0.35;0.13;-0.09;-0.18;-0.05
g2395;-0.74;-0.35;-0.64;-0.11;0.47;0.54;0.24;g2395;-0.06;-0.6;0.07;0.24;0.66;0.81;0;g2395;-0.48;-0.04;-0.19;0.46;0.11;0.17;-0.11;g2395;0.06;0.04;0.14;0.29;0.13;-0.23;0
g2411;-0.05;0.08;-0.01;-0.17;-0.18;0.05;-0.13;g2411;-1.67;-1.44;-0.48;0.06;0.42;0.63;0.04;g2411;-0.27;0.18;0.12;-0.2;-0.25;-0.47;0.06;g2411;0.08;0.26;0.48;-0.36;-0.25;0.04;-0.54
g2418;-0.39;0.19;0.11;-0.04;-0.31;-0.16;0.04;g2418;-0.49;-0.1;0.02;0.15;-0.08;-0.18;0.55;g2418;-0.18;0.37;-0.24;-0.18;-0.35;-0.12;0.43;g2418;-0.27;-0.5;-0.06;-0.23;0.4;0.41;-0.04
g2433;-0.32;-0.18;-0.09;-0.35;-0.3;0.04;0.07;g2433;-0.3;-0.05;0.29;0.38;0.26;0.49;-0.09;g2433;-0.14;0.35;-0.05;-0.07;-0.14;-0.34;0.17;g2433;-0.32;-0.18;0.31;0.14;0.4;0.46;-0.09
g2446;-0.06;-0.06;-0.19;-0.28;-0.21;0.16;0.21;g2446;0;0;-0.38;0;-0.35;1.18;0.73;g2446;-0.21;-0.2;-0.45;-0.28;-0.33;0.23;0.46;g2446;-0.12;-0.03;0.11;-0.05;-0.07;0.03;0.13
g2476;-0.05;-0.02;0.11;0.18;-0.05;0.09;0.12;g2476;-0.27;-0.05;-0.33;-0.16;-0.01;-0.03;-0.06;g2476;-0.5;-0.19;-0.15;-0.09;-0.04;0.02;0.12;g2476;0.1;0.52;-0.18;-0.03;0.13;-0.04;-0.08
g2478;0;-0.33;-0.54;0.08;-0.16;0.22;0.31;g2478;-0.55;-0.79;0.13;0.12;0.18;0.29;0.21;g2478;0.35;-0.92;-0.51;0.05;0.52;0.82;0.11;g2478;0.34;0.24;-0.2;-0.09;0.41;0.19;0.08
g2480;-0.27;0.14;0.46;-0.16;-0.32;0.14;-0.02;g2480;0.04;0.31;0.14;0.31;0.33;-0.19;-0.41;g2480;-0.33;0.08;0.15;-0.16;0.32;0.11;0.13;g2480;-0.25;-0.38;-0.24;-0.09;0.17;0.15;-0.09
g2492;0.12;0.14;0.11;0.4;0.01;0.21;-0.39;g2492;0.64;0.29;-0.28;-0.67;-0.6;0;0.35;g2492;1.34;-0.24;-0.24;-0.83;-0.5;0.17;-0.83;g2492;0.23;0.18;-0.12;0.27;-0.27;-0.23;0.07
g2511;-0.05;0.39;-0.1;-0.27;-0.07;0.28;-0.1;g2511;0.08;-0.1;-0.55;-0.09;-0.07;0.19;-0.05;g2511;0.81;1.45;1.02;0.45;-0.34;-0.42;0.02;g2511;-0.51;-0.31;-0.54;-0.14;0;0.27;-0.14
g2580;-0.09;0.35;-0.15;-0.02;-0.04;-0.01;-0.07;g2580;0.54;0.45;0.16;0.2;0.1;-1.11;-0.54;g2580;0.03;-0.21;-0.26;-0.1;-0.18;0.29;0.4;g2580;-0.44;-0.16;0.09;0.2;0.31;0.13;0.16
g2646;-0.12;-0.16;0.07;1.12;0.07;0;-0.39;g2646;-0.3;0.08;0.28;0.21;0.06;-0.1;-0.26;g2646;-0.39;-0.32;0.22;-0.11;-0.09;-0.01;0.25;g2646;-0.23;-0.19;0.23;-0.25;0.07;0.13;0.28
g2651;-0.52;0.12;-0.03;0.25;0.12;0.04;0.32;g2651;-0.2;-0.2;-0.35;-0.41;0.23;0.22;0.13;g2651;-0.24;-0.44;-0.33;-0.16;-0.25;0.05;-0.04;g2651;0.05;-0.02;-0.13;-0.67;0.01;0.27;-0.37
g2662;0.11;0.06;0;-0.16;-0.03;0;-0.03;g2662;0;0;0;0;0;0;0;g2662;0.03;-0.58;-0.5;-0.08;0.17;0.09;0.44;g2662;-0.44;-0.44;-0.36;0.11;0.17;0.21;0.05
g2682;-0.37;-0.01;-0.14;-0.25;-0.18;0.19;0.01;g2682;0;-0.38;0;0;0;0;0;g2682;0.03;-0.11;0.03;0.07;-0.5;0.25;0.18;g2682;-0.07;-0.26;-0.04;-0.26;0.11;0.31;-0.07
g3200;0.05;0.14;0.24;0.21;0.14;0;-0.17;g3200;0.22;0.07;-0.19;-0.14;0.05;0.1;0.02;g3200;0.5;0.51;0.51;-0.11;-0.57;0.23;-0.33;g3200;0.1;0.3;0.07;-0.2;0.1;0.02;-0.09
g3215;-0.47;-0.22;-0.67;0;-0.09;0.1;0;g3215;0.12;0.21;0.74;0.73;0.62;-0.66;-0.66;g3215;-0.07;0.1;0.09;0.1;0.24;0.01;-0.59;g3215;-0.27;-0.16;0.33;0.91;0.49;0.22;0.2
g3241;-0.86;-0.6;-0.58;-0.18;0.3;0.28;0.06;g3241;1.1;0.62;0.5;0.47;0.48;-0.55;-0.37;g3241;0.31;0.21;0.03;-0.08;0.63;0.11;-0.04;g3241;-0.4;-0.11;0.05;0.9;0.24;-0.11;0.21
g3296;0.11;0.05;0.05;0.07;-0.08;0.15;-0.14;g3296;-0.12;-0.06;0;-0.39;-0.2;0.23;-0.01;g3296;0.08;0.05;0.2;0.06;0.22;0.42;-0.9;g3296;-0.14;0.32;0.42;0.11;-0.17;-0.27;-0.32
g3306;0.08;0.62;0.21;-0.16;-0.12;-0.25;0.08;g3306;0.15;-0.05;-0.02;-0.16;-0.14;0.18;0.19;g3306;0.3;0.29;-0.01;-0.06;0.51;0.17;-0.06;g3306;0.06;0.43;0.09;-0.62;-0.28;0.13;-1.17
g3310;-0.91;-0.8;-0.61;-0.22;0;0.48;0.22;g3310;-0.08;-0.32;0.03;0.3;-0.59;0.07;-0.3;g3310;-0.18;0.27;0.12;-0.21;0.02;0.04;-0.67;g3310;-0.27;-0.48;0.28;0.58;0.19;0.21;-0.06
g3340;0.19;0;-0.18;0;0;0.12;-0.24;g3340;0.34;0.24;0.27;0.09;0.24;0.08;-0.22;g3340;0.2;-0.1;0.14;-0.43;-0.68;0.31;-0.45;g3340;-0.43;-0.13;-0.29;0.09;0.22;0.02;0.19
g3342;0.35;-0.09;0.01;0.4;0.21;-0.06;-0.06;g3342;-0.35;-0.44;-0.41;-0.57;0.02;0.16;0.31;g3342;0.17;-0.44;-0.15;-0.16;0.27;0.16;0.12;g3342;0.34;0.25;0.06;0.02;-0.21;-0.28;0.29
g3351;0.02;-0.12;0.08;0.14;0.14;0.07;0.04;g3351;0.26;0;-0.05;-0.52;0;0.38;-0.21;g3351;-0.25;-0.01;-0.03;0.03;-0.09;-0.01;0.16;g3351;-0.14;0.17;0.22;0.14;-0.04;0.01;0.05
g3354;-0.08;0.27;-0.33;-0.03;-0.13;0.16;-0.17;g3354;0.11;0.26;-0.11;-0.37;-0.31;0.14;-0.15;g3354;0.3;0.31;-0.03;-0.03;-0.42;-0.06;0.27;g3354;-0.51;-0.22;-0.52;-0.09;0.24;0.32;0.13
g3379;-0.14;0.06;-0.11;-0.17;0.17;0.17;0.04;g3379;0.71;0.25;-0.17;-0.01;0.01;0.09;-0.06;g3379;-0.32;-0.1;-0.09;-0.85;-0.75;0.29;-0.48;g3379;-0.01;-0.05;-0.46;-0.08;0.05;-0.14;0.21
g3392;0;-0.14;-0.05;-0.06;-0.03;0.09;0.03;g3392;-0.43;-0.29;-0.48;-0.47;-0.52;-0.68;-0.14;g3392;-0.1;0.21;0.34;-0.59;-0.72;-0.02;-0.5;g3392;-0.17;0.28;0.1;-0.19;0.35;0.09;0.2
g3395;0.53;0;0.3;-0.3;-0.47;-0.07;0.39;g3395;0.31;0.24;-0.34;-0.32;-0.26;-0.11;0.1;g3395;0.44;0.94;0.53;-0.47;-0.61;-0.39;0.21;g3395;-0.21;0.07;0.16;-0.12;0.07;-0.06;-0.17
g3406;-1.06;-0.67;-0.82;-0.08;-0.01;0.54;0.07;g3406;-0.11;-0.08;0.65;0.87;0.49;-0.18;-0.68;g3406;-0.06;0.02;0.13;0.09;-0.04;0.15;-0.35;g3406;-0.33;-0.38;-0.05;0.31;0.06;0.25;0.23
g3410;-0.16;0.49;0.16;0;-0.3;-0.08;-0.08;g3410;0.17;0.25;0.24;0.24;0.05;-1.14;-0.5;g3410;-0.06;-0.04;-0.17;-0.09;-0.14;0.07;-0.25;g3410;0.06;-0.08;-0.16;-0.36;-0.08;0.16;0.13
g3417;-0.42;-0.79;-0.38;-0.29;0.13;0.13;0.19;g3417;0.58;0.14;0.4;0.39;0.41;-0.03;-0.08;g3417;0.41;0.19;0.17;0.38;0.07;0.02;-0.16;g3417;-0.22;-0.39;0.26;0.54;0.19;-0.18;0.11
g3425;-0.21;-0.19;0.04;-0.07;-0.03;0.16;0.67;g3425;0.24;0.21;-1.6;-0.33;0.07;-0.23;-0.21;g3425;-0.48;-0.29;-0.25;0.19;0.16;0.08;-0.21;g3425;-0.16;-0.05;-0.11;-0.16;0.14;0.07;-0.03
g3430;-0.47;-0.02;-0.17;-0.33;0.11;0.27;-0.02;g3430;0.68;0.53;0.41;0.62;0.53;-0.91;-0.56;g3430;0.15;0.07;0.14;-0.35;-0.27;0.26;-0.77;g3430;-0.3;-0.26;0.07;-0.07;0.07;0.31;-0.05
g3436;-0.32;-0.07;-0.01;-0.02;0.05;0.14;-0.26;g3436;0.09;0.29;0.02;0.07;0.05;-0.45;0.16;g3436;0.05;-0.21;-0.1;0.48;0.43;0.03;0;g3436;0.1;-0.16;0.27;0.21;0.13;-0.12;0.15
g3459;-0.09;-0.1;-0.09;-0.1;-0.03;0.05;-0.06;g3459;-0.46;-0.37;0.09;0.36;0.27;0.97;0.19;g3459;-0.32;0.11;-0.14;-0.62;0.02;-0.22;0.05;g3459;-0.33;-0.25;-0.08;0.49;0.52;0.17;-0.01
g3464;0.22;0.11;0.3;0.53;0.14;-0.38;-0.29;g3464;-0.28;-0.11;-0.05;-0.18;-0.23;-0.19;0.02;g3464;-0.52;-0.21;0.1;-0.24;-0.11;0.07;-0.25;g3464;-0.16;0.18;0.35;0.18;-0.18;-0.37;0.11
g3503;-0.78;-0.53;-0.29;0.06;0.28;0.19;-0.19;g3503;0.84;0.75;0.28;0.2;0.1;-0.68;-0.5;g3503;0;0.33;0.12;0.05;0.05;0.01;-0.81;g3503;-0.23;-0.18;0.22;0.5;0.07;0.09;0.29
g3507;-0.14;0.28;0.13;-0.03;-0.44;-0.59;-0.03;g3507;-0.93;-0.71;-0.43;-0.6;-0.97;-0.95;-0.37;g3507;0.13;-0.21;-0.34;-0.8;-2.13;-0.63;0.88;g3507;0.63;0.07;-0.12;-0.78;-0.15;0.22;-0.5
g3519;0.32;0.28;-0.99;0.12;0.13;0.01;0.1;g3519;0;0;0;0;0;0;0;g3519;0.29;0.25;0.48;0.04;0.19;0;0.17;g3519;-0.05;0.07;0.12;0.25;-0.1;-0.21;0.13
g3527;0.55;0.33;-0.02;0.14;0.38;-0.05;-0.15;g3527;0.24;0.07;0.04;-0.2;-0.04;-0.32;-0.36;g3527;-0.01;0.67;0.41;-0.05;-0.02;-0.58;0.4;g3527;0.27;0.01;-0.22;-0.08;-0.03;-0.06;0.09
g3546;0.83;0.67;-0.3;-0.06;-0.14;-0.01;0.02;g3546;-0.12;-0.05;0.03;0.08;-0.12;-0.56;-0.4;g3546;0.12;-0.47;-0.35;-0.65;-0.35;-0.02;0.41;g3546;0.23;0.07;-0.47;-0.43;-0.22;-0.11;0.13
g3548;-0.58;-0.18;0;-0.16;0.01;0.27;0.06;g3548;0.54;0.44;0.31;0.42;0.32;-0.46;-0.56;g3548;0.16;0.57;0;-0.25;-0.14;0.11;0;g3548;-0.22;-0.1;-0.29;0.24;0.13;0.21;0.11
g3583;0.13;-0.04;-0.01;0.01;-0.08;0.05;0.47;g3583;0.31;-0.1;-0.2;-0.23;0.06;-0.16;-0.14;g3583;-0.48;-0.46;-0.28;0.2;0.39;0.05;-0.01;g3583;-0.15;-0.19;0.22;-0.06;-0.08;-0.08;-0.04
g3588;-0.19;0.07;0.15;-0.01;0.14;0.26;-0.04;g3588;-0.76;-0.69;0.28;-0.34;0.03;0.15;0.35;g3588;-0.01;-0.07;0.17;0.17;-0.32;0;-0.31;g3588;0.02;0.15;-0.09;0.24;0.04;0.03;0.04
g3605;0.03;0.38;0;0.52;0.02;-0.06;-0.12;g3605;-0.06;-0.02;-0.02;-0.14;-0.27;0.16;0.05;g3605;0.27;-0.61;0.26;0.01;-0.63;0.12;-0.32;g3605;0.45;0.13;0.07;-0.05;-0.2;-0.13;-0.2
g3619;0.43;-0.01;-0.16;0.08;-0.12;-0.09;0.93;g3619;0.12;0.18;0.46;0.27;0.02;-0.16;-0.14;g3619;-0.05;-0.48;0.12;-0.33;0.03;0.21;0.11;g3619;-0.11;0.03;-0.07;-0.26;-0.09;0.47;-0.3
g3621;0.14;0.35;0.12;0.25;-0.21;-0.3;0.43;g3621;0.34;-0.3;-0.18;-0.35;0.47;0.15;0.16;g3621;0.09;-0.2;0;-0.42;0.24;0;-0.29;g3621;0.32;0.26;-0.02;-0.5;0.63;0.39;-0.75
g3627;-0.06;0.2;-0.16;0;-0.43;-0.31;1.09;g3627;0.61;0.22;-0.52;-0.38;-0.29;-0.01;-0.31;g3627;0.26;0.95;0.69;-0.01;-0.55;-0.2;0.02;g3627;-0.02;-0.12;-0.08;-0.1;0.07;0.09;0.03
g3644;0.12;-0.02;0.01;0;0.17;-0.08;-0.34;g3644;-0.02;-0.16;-0.04;-0.36;-0.64;0.14;-0.1;g3644;-0.05;0.07;0.22;0.4;0.21;-0.39;-0.11;g3644;-0.04;-0.29;-0.04;0.02;0.09;0.37;-0.06
g3673;-0.52;-0.18;-0.04;-0.05;0.35;0.08;-0.2;g3673;-0.09;0.51;0.34;0.12;-0.09;-0.18;-0.42;g3673;0.06;-0.06;0.1;0.13;0.29;0.02;-0.47;g3673;0.08;-0.24;-0.22;0.13;0.06;0.08;0.08
g3683;-0.54;-0.22;-0.29;-0.36;0.01;0.42;0.3;g3683;-0.46;-0.27;0.01;0.38;0.32;0.35;-0.38;g3683;0;-0.76;0.19;0.62;0.3;0.51;0.27;g3683;-0.35;0.08;0.08;0.11;0.33;0.56;-0.25
g3690;0.72;-0.15;-0.61;-0.27;-0.13;0.01;-0.27;g3690;0.02;0.66;0.01;0.05;-0.01;0.14;-0.2;g3690;0.43;0.02;0.06;0.01;-0.09;-0.24;-0.59;g3690;-0.46;-0.21;0.41;0.31;0.17;0.14;-0.21
g3760;0.15;0.07;0.19;0.18;-0.27;0.08;-0.06;g3760;0.33;-0.14;-0.25;-0.25;-0.43;0.29;-0.02;g3760;-0.49;-0.05;0.12;-0.1;0.36;-0.23;0.14;g3760;0.07;0.33;-0.22;-0.14;0.07;0.09;-0.04
g3761;0.58;0.85;0.5;-0.1;-0.11;-0.06;0.5;g3761;-1.33;-1.09;-0.51;-0.66;-0.84;-1.15;-0.79;g3761;0.77;-0.42;-0.6;-0.92;-0.81;-0.07;-0.31;g3761;0.58;0.3;0.16;-1.17;-0.57;0.18;-0.65
g3787;-0.34;-0.15;-0.02;0.19;0.33;-0.07;0.35;g3787;0.41;0.31;0.16;0.23;0.2;0;-0.29;g3787;-0.04;0.02;-0.31;-0.19;0.06;0.53;-0.54;g3787;-0.04;0;0.24;-0.29;0.04;0.18;-0.12
g3803;0.18;0.01;0.18;-0.2;-0.26;-0.01;0.11;g3803;-0.02;-0.23;-0.15;-0.03;-0.43;0.16;0.17;g3803;0.28;-0.42;-0.28;0.04;0.51;-0.11;0.35;g3803;0.24;0.12;-0.1;-0.36;-0.09;0.07;-0.09
g3810;-0.15;-0.21;0;-0.04;-0.06;0.1;-0.09;g3810;0.14;-0.21;0.04;0.03;0.34;-0.82;-0.33;g3810;0.13;-0.32;-0.38;0;0.14;0.15;-0.07;g3810;1.32;-0.45;-0.45;0.06;0.13;0.17;0.18
g3816;0;-0.18;0.08;-0.14;0.19;-0.01;-0.08;g3816;0.45;0.25;0.13;-0.21;-0.29;-0.11;0.37;g3816;1.09;0.2;-0.22;-0.39;0.29;0.13;-0.11;g3816;-0.2;0.05;0.25;0.46;0.15;0.29;-0.29
g3834;0;0.11;0.03;-0.25;-0.1;-0.16;0.27;g3834;0.73;0.48;-0.03;-0.2;0.04;-0.66;0.09;g3834;0.11;1.08;0.36;-0.33;-0.19;-0.57;0.83;g3834;-0.33;-0.12;0.21;0.3;0.49;0.15;-0.17
g3885;-0.83;-0.55;-0.5;0.08;0.15;0.25;-0.06;g3885;-0.43;-0.16;0.33;0.48;0.09;0.5;-0.2;g3885;0.03;0;0.09;0.01;-0.4;0.01;-0.02;g3885;-0.52;-0.41;-0.41;0.37;0.36;0.39;0.25
g3891;0.06;0.25;0.06;-0.26;-0.16;-0.07;-0.05;g3891;-0.56;-0.45;-0.43;-0.32;-0.14;0.19;-0.2;g3891;-0.03;0.37;0.36;-0.05;-0.21;0.51;-1.35;g3891;-0.16;-0.32;-0.5;-0.12;0.18;0.27;-0.24
g3896;0.04;-0.45;-0.11;-0.15;-0.13;0.11;0.3;g3896;0.77;0.39;0.15;0.16;0.03;-0.24;0;g3896;-0.65;0;-0.16;0.45;0.34;0.18;0.37;g3896;-0.26;0.03;0.38;-0.02;0.27;-0.09;-0.35
g3899;-0.05;0;0;-0.16;-0.05;0.07;0.28;g3899;0.37;0.38;0.05;-0.08;-0.08;-0.3;-0.17;g3899;0.53;0.04;-0.32;-0.55;-0.25;0.15;0.2;g3899;-0.05;0.13;0.13;-0.13;-0.24;-0.13;0.04
g3908;-0.18;-0.01;0;-0.26;-0.22;0.02;-0.01;g3908;-0.01;-0.11;-0.2;0.49;0.24;0.28;0.25;g3908;0.16;0.56;0.2;0.01;0.12;-0.04;-0.02;g3908;0.19;-0.35;0.02;-0.37;0.28;0.34;-0.5
g3979;0.07;0.07;-0.08;-0.02;0.13;-0.24;-0.12;g3979;-0.32;-0.31;0.22;-0.09;-0.14;-0.28;-0.19;g3979;-0.69;0.21;0.26;-0.12;-0.43;0.02;-0.01;g3979;-0.12;-0.07;-0.66;-0.44;0.09;-0.27;0.03
