;t0;t0;t0;t0;;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g1110;-0.78;-0.52;0.26;0.2;0.48;0.48;0.27;0.01;g1110;-1.16;0.06;1.4;0.67;0.1;-0.03;-0.65;-1.23;g1110;-0.89;-0.31;0.69;0.87;1.17;0.79;-0.29;-0.58;g1110;-0.48;-0.74;-0.25;-0.43;0.29;0.4;0.68;0.64
g1111;-0.17;0.06;-0.02;0.09;-0.49;0.28;-0.28;0.14;g1111;-0.18;0.04;0.06;-0.22;0.18;-0.66;0.3;-0.68;g1111;0.17;0.29;-0.33;0;-0.39;0.15;-0.23;-0.23;g1111;0.08;0.3;0.3;-0.9;-0.02;0;0.27;-0.17
g1112;-0.14;-0.06;0.22;0.37;0.19;0.25;-0.37;0.11;g1112;-0.24;-0.33;-0.33;-0.52;0.07;-0.41;-0.03;-0.27;g1112;0.26;0.01;0.15;-0.01;-0.13;-0.04;-0.37;-0.23;g1112;0.05;-0.72;-0.43;0;-0.02;0.14;0.17;0.38
g1113;-0.2;-0.2;-0.06;0.08;-0.42;0.1;-0.36;-0.08;g1113;-0.02;-0.32;-0.63;-0.55;-0.32;-0.55;-0.28;-0.18;g1113;0.11;0.27;-1.05;-0.72;-0.31;-0.1;-0.38;0;g1113;-0.37;-0.46;-0.24;-0.66;-0.21;0.05;0.29;0.44
g1114;-0.2;-0.38;0.08;-0.26;0.1;-0.09;-0.44;0.06;g1114;-0.11;0.08;0.29;-0.08;-0.26;-0.24;-0.29;-0.13;g1114;-0.47;-0.11;-0.54;-0.01;-0.11;0.39;-0.21;0.24;g1114;0.3;-0.08;-0.39;-0.23;0.1;0.08;0.15;0.33
g1115;-0.48;-0.17;-0.26;0.05;-0.28;0.2;-0.26;0.34;g1115;-0.37;0.07;0.07;-0.35;0.42;-0.42;0.53;-0.26;g1115;0.36;0.6;-0.25;0.2;-0.3;0.1;-0.36;0.11;g1115;0.16;0.13;0.41;-0.44;0.06;-0.02;0.51;-0.06
g1116;-0.04;-0.19;0;-0.35;0.01;0;-0.3;-0.36;g1116;0.07;-0.12;-0.16;-0.24;-0.12;0.04;-0.32;0.14;g1116;-0.65;0.09;-0.26;-0.01;-0.52;-0.06;-0.14;-0.01;g1116;-0.48;-0.2;0;0.74;0.1;0.14;0.19;0.32
g1117;-0.42;0.11;-0.63;0.01;-0.44;0.32;-0.38;0.21;g1117;0.86;0.64;0.2;0.02;0.04;0.09;0.28;0.2;g1117;-0.98;0.4;0.33;0.01;-0.23;0.36;0.29;0.14;g1117;-0.71;-0.07;-0.06;-0.02;0.21;0.32;0.44;0.33
g1118;-0.12;-0.1;0.01;0.31;-0.17;0.3;-0.72;0.38;g1118;0.34;0.36;0.36;-0.38;-0.17;-0.09;0.33;0;g1118;-0.5;0.2;0.51;0.15;-0.44;0.17;0.16;-0.24;g1118;-0.22;-0.15;-0.05;0.38;0.23;0.16;0.16;0.26
g1119;-0.3;0.31;0.19;0.37;-0.39;-0.07;-0.56;-0.14;g1119;-0.6;0.08;0.01;-0.42;0.13;0.78;-0.11;-0.4;g1119;0.31;-0.4;0.14;-0.31;-0.28;0.03;-0.22;-0.44;g1119;0.34;0.37;-0.32;-0.59;-0.21;-0.23;0.15;0.19
g1120;-0.05;-0.04;0.01;0.25;-0.08;-0.15;-0.63;-0.06;g1120;0;0;0;0;0;0;0;0;g1120;0.62;0.43;0.26;0.45;0.22;0.17;0.13;-0.03;g1120;-0.34;0;-0.02;0.27;0.12;-0.04;0.09;0.22
g1121;2.35;0.22;-0.05;0.02;-0.27;-0.27;-0.46;-0.25;g1121;-0.28;0.37;0.34;-0.35;0.22;-0.68;0.22;-0.68;g1121;0.92;0.54;0.25;0.25;0.15;-0.03;-0.18;-0.05;g1121;0.28;0.24;0.52;0;-0.24;-0.34;0.18;-0.22
g1122;1.39;0.28;0.16;-0.19;-0.14;-0.14;-0.73;-0.01;g1122;0.17;0.12;0.02;-0.6;0.15;-0.37;0.03;-0.24;g1122;0.91;0.49;0.32;0.42;0.13;-0.2;-0.2;-0.24;g1122;0.49;-0.4;0;0.28;0.05;-0.3;0.07;0.15
g1123;-0.18;-0.07;0.28;0.55;0;-0.04;-0.13;-0.25;g1123;0.29;0.54;0.24;-0.02;-0.21;0.06;0.09;0.04;g1123;0.67;0.58;0.2;0.08;0.7;0.39;-0.63;-0.24;g1123;-0.4;-0.06;0.02;-0.3;-0.01;0.22;-0.4;0.08
g1124;0.13;-0.33;0.15;-0.28;0.07;0.24;0.01;-0.25;g1124;-0.13;-0.13;-0.06;-0.11;0.07;-0.08;0.05;-0.06;g1124;-0.23;-0.29;-0.27;0.04;-0.18;-0.11;-0.12;0.02;g1124;-0.69;-0.29;-0.19;-0.17;0.06;-0.01;0.06;-0.03
g1125;-0.02;-0.03;-0.19;-0.06;-0.16;0.01;0.06;0.1;g1125;-0.23;-0.04;0.02;0.06;0.14;0.09;0.2;0.17;g1125;-0.35;-0.41;-0.44;0.03;-0.3;0.41;0.15;0.27;g1125;-0.01;0.99;-0.23;0.22;-0.28;-0.11;0.29;-0.14
g1126;0.22;0.16;0.42;0.14;-0.05;0.23;-0.02;-0.1;g1126;0;-0.1;0.12;-0.06;-0.12;0.01;-0.29;0.03;g1126;-0.12;-0.17;-0.47;-0.17;-0.27;-0.07;-0.26;0;g1126;1.13;0.25;-0.07;-0.05;-0.19;-0.44;-0.17;-0.05
g1127;-0.3;-0.24;0;-0.31;-0.2;0.12;0.29;0.07;g1127;-0.5;-0.18;0.7;0.65;0.38;0.48;0.06;-0.14;g1127;-0.23;-0.43;-1.36;0.29;0.34;0.94;-0.25;0.42;g1127;-0.18;-0.24;-0.22;-0.49;-0.24;0;-0.35;0.37
g1128;0.16;-0.24;0.16;0.06;0.36;0.17;0.1;0.02;g1128;-0.05;0.1;-0.17;-0.71;0.5;-0.57;0.32;-0.28;g1128;0.57;0.27;-0.43;0.02;-0.5;-0.04;-0.24;0.22;g1128;0.39;-0.11;0;0.16;0.29;-0.02;0.13;0.06
g1129;0.37;-0.16;0;-0.14;-0.16;0.04;0.1;0.15;g1129;0.16;0.63;0.29;-0.08;0.36;0.08;-0.12;0.09;g1129;0.19;0.3;-0.29;0.29;-0.31;0.23;0.2;-0.08;g1129;0.31;0;0.12;-0.32;-0.04;0.05;-0.54;0.01
g1137;-0.36;-0.11;-0.28;0.08;-0.47;0.09;-0.26;0.42;g1137;-0.07;-0.07;0.06;0.04;0.22;-0.02;0.16;0.09;g1137;0.14;0.04;-0.09;0.07;0.1;0.17;0;0.1;g1137;-0.07;0.15;1.01;-0.79;-0.05;0.01;0.37;-0.22
g1138;-0.23;-0.16;0.13;0.09;0.15;-0.09;-0.59;-0.23;g1138;0.35;0.28;0.31;-0.14;0.29;-0.66;0.42;0.07;g1138;0.17;0;-0.68;-0.19;0.17;0.07;-0.33;0.05;g1138;-0.12;-0.24;0;0.13;-0.14;-0.33;-0.14;0.13
g1139;-0.11;0.04;0.03;0.04;-0.24;-0.24;-0.3;0.01;g1139;0.15;0.1;-0.07;0.09;0.27;-0.08;0.35;-0.03;g1139;0.22;0.36;-0.21;0.39;0.02;0.24;-0.45;0.01;g1139;0.66;-0.33;-0.1;-0.17;-0.12;-0.37;0.1;0.11
g1140;0;-0.19;-0.28;0.26;-0.25;0.1;-0.43;0.22;g1140;0.54;0.44;0.09;0.1;0.24;-0.35;0.27;-0.18;g1140;-0.42;0.54;-0.39;-0.32;0.22;0.01;-0.17;0.24;g1140;-0.35;-0.05;0.05;-0.07;-0.18;0.04;0.2;0.04
g1141;0.03;-0.31;-0.14;0.44;0.47;-0.07;0.05;-0.49;g1141;-0.06;0.09;0.09;-0.04;0.64;-0.95;0.22;-0.52;g1141;-0.64;-0.06;0.31;0.39;0.23;0.42;0.23;0.05;g1141;-0.6;-0.37;-0.65;0.03;-0.08;0.47;0.51;0.45
g1142;-0.41;-0.26;-0.41;0.16;-0.21;0.27;-0.28;0.32;g1142;0.27;0.24;0.18;0.04;0.07;-0.14;-0.14;-0.05;g1142;-0.46;0.01;0.34;0.11;-0.09;0.16;0.03;0.04;g1142;0.3;-0.11;0.02;-0.11;-0.07;0.07;0.26;0
g1143;-1.29;-0.7;-0.33;-0.88;-0.19;0.05;0.02;0.68;g1143;-0.41;-0.97;-1.46;0.16;0.74;0.72;1;0.77;g1143;-1.82;-1.35;-0.65;-0.67;-0.4;0.34;0.57;0.47;g1143;-1.33;-0.93;0.83;-0.73;-0.78;-0.85;-0.07;0.51
g1144;-0.33;0;-0.35;-0.31;0.01;0.15;-0.05;0.23;g1144;0.09;0.22;0.36;0.25;-0.63;-0.26;0.29;0.02;g1144;-0.77;-0.39;-0.45;-0.3;0.23;0.41;0.47;0.07;g1144;-0.39;-0.08;-0.22;-0.18;-0.09;-0.16;0.02;0.23
g1145;-0.11;0.29;0.18;0.42;-0.04;0.01;-0.44;-0.16;g1145;-0.81;-0.71;-0.47;-0.11;0.15;-0.26;0.04;-0.1;g1145;0.13;-1.04;-0.27;-0.21;-0.09;-0.15;-0.61;-0.4;g1145;0.39;0.27;-0.45;-0.11;-0.55;-0.12;-0.18;0.29
g1146;-0.78;0;-0.75;-0.41;-0.62;0.5;-0.08;0.79;g1146;0;0;0;0;0;0;0;0;g1146;-1.39;-2.09;-1.92;-0.33;1.12;0.77;1.16;0.61;g1146;0.58;0.02;0.44;-0.09;-0.52;-0.18;0.06;-0.2
g1147;-0.44;-0.76;-0.7;-0.65;-0.14;-0.1;0.44;0.22;g1147;-0.27;-0.27;-0.05;0.28;0.21;0.7;0.25;0.55;g1147;-0.4;-0.53;-1.3;-0.17;0.55;0.54;0.24;0.57;g1147;-0.47;-0.05;-0.88;-0.04;-0.17;-0.35;1.08;-0.18
g1148;-0.07;-0.1;0.34;0.02;0.3;0.15;0.05;0.09;g1148;-0.3;0.02;-0.22;-0.59;-0.39;-0.02;1.31;0.19;g1148;0.31;0.1;-0.22;0.35;0.05;0.09;-0.22;0.25;g1148;0.9;-0.17;0.05;-0.04;0.31;-0.24;-0.04;-0.04
g1149;0.24;-0.49;0;-0.13;0.07;-0.15;0.16;0.15;g1149;0.66;0.64;0.61;-0.01;-0.38;0.24;-0.53;0.33;g1149;-0.29;-0.12;-0.12;0;0.13;0.04;-0.03;0.2;g1149;0.08;-0.29;0.02;-0.17;0.27;0.16;0.01;-0.02
g1150;0.04;-0.3;0.07;-0.18;-0.22;0.13;0.12;0.27;g1150;0.6;0.35;0.52;-0.02;-0.21;0.16;-0.25;0.19;g1150;-0.38;0.15;0;0.29;0.21;0.22;-0.18;0.18;g1150;0.23;-0.16;-0.02;0.18;0.24;-0.05;0.06;0.32
g1151;-0.13;-0.23;-0.05;0.05;0.2;-0.23;-0.01;-0.08;g1151;0.21;-0.15;-0.19;-0.17;0;-0.26;-0.82;-0.56;g1151;0;0.16;-0.07;0.02;0.18;-0.76;-0.5;-0.42;g1151;-0.16;0;-0.11;0.05;-0.11;-0.2;0;0.22
g1152;0.23;0.07;0.19;-0.06;0.37;-0.22;0.56;-0.17;g1152;-0.59;-0.31;-0.27;-0.29;0;-0.56;-0.56;-0.73;g1152;-0.08;0.11;-0.2;0.06;0.19;-0.41;-0.74;-0.31;g1152;-0.12;0.42;0.26;0.06;-0.23;-0.69;-0.72;-0.33
g1153;0.12;0;-0.09;0;0.05;-0.17;0.07;-0.22;g1153;1.05;0.77;0.2;-0.01;0.02;0.41;-0.33;0.4;g1153;-0.6;0.58;-0.08;0.05;0.09;0.04;0.09;-0.01;g1153;-0.25;-0.09;0;0.07;0.17;-0.06;0;0.31
g1154;0.08;-0.05;-0.11;0;0;0.02;0.21;0.14;g1154;0.28;0.7;-0.03;-1.12;0.18;0.06;0.11;0;g1154;-0.24;0.34;0.21;0.13;0.01;-0.3;0.03;-0.19;g1154;0.28;0.28;0.16;-0.21;-0.28;-0.07;-0.21;0.06
g1155;0.09;-0.29;0.02;0.05;0.21;-0.14;0.19;-0.11;g1155;-0.56;-0.76;-0.46;0.15;0.27;0.4;-0.34;0.29;g1155;-1.14;-0.44;-0.08;-0.07;-0.38;-0.34;-0.03;-0.29;g1155;-0.7;-0.85;-0.49;-0.23;-0.21;-0.04;-0.35;0.48
g1156;0.2;0.07;0.05;0.03;-0.1;-0.01;0.15;0.01;g1156;-0.34;0.24;0.04;-0.31;0.02;-0.23;0.04;-0.67;g1156;-0.4;-0.03;-0.19;-0.19;-0.47;0.21;0.13;-0.18;g1156;-0.02;0.01;0.01;-0.31;-0.2;-0.17;-0.15;-0.13
g1157;0.03;0.01;-0.04;0.09;0.19;-0.19;0.06;-0.12;g1157;0.16;0.33;0.07;-0.16;-0.08;-0.27;-0.31;0.18;g1157;-0.69;0.56;0.4;0.06;-0.54;-0.1;0.56;-0.54;g1157;0.31;-0.33;-0.13;-0.07;-0.11;0.02;-0.09;0.24
g1158;0.26;-0.63;-0.5;-0.55;0.02;-0.27;0.29;0.06;g1158;0.28;0.79;0.66;-0.29;-0.29;0.15;-0.27;-1.83;g1158;-0.33;-0.12;0.24;0.03;0.31;0.06;0.21;0.31;g1158;-0.89;-0.05;-0.12;-0.1;0.31;0.2;0.02;0.07
g1159;-0.26;-0.03;0.13;-0.07;-0.13;-0.27;-0.43;0;g1159;0.03;0.38;0.39;-0.03;-0.34;-0.24;0.04;0.14;g1159;0.04;-0.45;-0.11;0.03;-0.01;-0.07;0.03;0.06;g1159;-0.33;0.28;0.23;0.15;-0.25;-0.22;0;0.2
g1160;-0.31;0.06;-0.25;-0.04;0.09;-0.18;-0.24;-0.04;g1160;0.17;0.35;0.29;-0.04;-0.1;-0.24;-0.11;0.1;g1160;0.17;-0.19;-0.24;0.05;0.13;-0.12;-0.31;-0.08;g1160;-0.02;0.03;-0.17;0.59;-0.27;-0.29;-0.05;-0.04
g1161;0.6;-0.2;-0.18;-0.2;-0.04;-0.23;-0.48;-0.25;g1161;-0.09;0.34;0.24;-0.11;-0.23;-0.32;0.52;-0.01;g1161;0.06;-0.41;-0.51;0.08;0.01;-0.27;-0.47;0.1;g1161;-0.45;0;0.26;-0.04;-0.11;0.01;-0.05;0.17
g1162;-0.02;0;-0.4;-0.13;-0.13;-0.02;-0.48;0.05;g1162;0.78;0.74;0.36;-0.11;-0.18;0.02;0.08;0.16;g1162;-0.21;0.05;-0.01;0.03;0.04;-0.2;0.11;0.01;g1162;-0.75;-0.01;0.02;0.32;0.48;0.43;0.3;-0.04
g1163;0;0.02;-0.08;0;0.09;-0.61;-0.45;0;g1163;-0.19;-0.43;-0.31;0.09;-0.13;0.24;-0.24;0.21;g1163;0.3;-0.23;-0.44;-0.01;0.06;0.41;0.03;0.33;g1163;0.33;-0.24;0.7;0.29;0.53;0.33;0.27;0.19
g1164;-0.35;0;-0.2;1.31;-0.39;-0.23;-0.37;0.12;g1164;0.01;0.24;0.3;-0.18;-0.1;-0.15;-0.03;0.08;g1164;-0.26;-0.01;-0.36;-0.13;0.01;-0.02;-0.07;0.17;g1164;-0.21;-0.21;-0.09;0.05;-0.13;-0.16;-0.03;0.19
g1165;0.38;0.26;0.1;0.62;-0.07;0.47;0;0.41;g1165;-0.18;0.02;-0.04;-0.06;-0.52;-0.12;-0.58;0.07;g1165;-0.01;0.11;-0.54;0.01;0;-0.16;-0.29;0;g1165;1.07;-0.01;0.05;-0.13;-0.13;-0.26;-0.36;-0.17
g1166;-0.18;0.27;0.19;0.19;-0.11;-0.2;-0.48;-0.11;g1166;-0.01;0.03;0.04;-0.12;-0.04;-0.15;-0.14;-0.02;g1166;0.43;0.12;0.24;0.19;-0.17;-0.06;-1.03;0.19;g1166;0.77;-0.05;0.02;0.05;-0.43;-0.29;-0.36;-0.11
g1167;-0.35;-0.27;-0.11;0;0;0.18;0;-0.08;g1167;0.01;-0.03;0.1;0.55;0.3;0.45;0.31;0.31;g1167;-0.47;0.17;-0.08;0.09;-0.01;0.24;0.21;-0.06;g1167;0.04;0.23;-0.37;0.27;-0.05;0;0.09;0.49
g1168;-0.12;0.95;-0.08;0.32;-0.12;-0.03;-0.37;-0.32;g1168;-0.57;-0.72;-0.67;-0.68;-0.15;-0.7;-0.31;-0.92;g1168;1.57;0.34;0.05;-0.42;-0.42;0.01;-0.16;-0.38;g1168;2.2;0.26;0.12;0.3;-1.03;-1.21;-0.9;-0.29
g1169;-0.3;-0.6;-0.43;-0.32;-0.18;0.03;-0.3;0.19;g1169;0.64;0.62;0.49;0.32;-0.36;0.04;-0.66;0.16;g1169;-0.89;0.21;0.44;0.09;-0.33;0.04;0.31;-0.36;g1169;-0.53;0.05;-0.41;0.04;0.07;0.49;0.01;0.32
g1170;-0.2;0;-0.02;0;-0.02;-0.06;-0.32;0.08;g1170;-0.36;-0.1;-0.06;-0.33;0.29;-0.42;-0.12;-0.22;g1170;0.27;0.68;0.63;0.5;-0.47;0.21;0.09;-0.87;g1170;0.16;0.07;0.37;0.36;0;0.05;0.02;-0.13
g1171;0.35;-0.37;0.19;0.05;0.09;-0.49;0.05;-0.65;g1171;-0.73;-0.4;-0.2;0.79;-0.22;-0.2;0.01;0.04;g1171;-0.42;-0.28;-0.2;-0.26;-0.09;-0.3;0.01;-0.09;g1171;-0.44;-0.26;-0.39;-0.2;-0.3;-0.08;-0.05;0.54
g1172;0.1;-0.01;0.1;-0.05;0.02;-0.2;0.39;0.02;g1172;-0.22;-0.21;-0.27;-0.18;-0.48;0.17;-0.24;0.44;g1172;0.11;-0.4;-0.58;-0.23;-0.25;-0.03;-0.03;-0.11;g1172;0.08;-0.29;-0.35;-0.29;-0.13;-0.22;-0.09;-0.19
g1173;-0.01;-0.11;-0.06;-0.07;0.14;-0.28;0.18;-0.16;g1173;-0.1;0.14;0.29;0.19;0.52;0.19;-0.72;0.01;g1173;-0.19;-0.34;-0.57;0.04;0.52;0.22;-0.04;0.07;g1173;0.26;-0.49;-0.19;0.12;-0.13;0.09;0.15;0.05
g1174;0.21;0;0.17;-0.21;0;-0.29;0.43;-0.09;g1174;0.05;0.3;0.27;-0.02;-0.24;0.12;-0.19;0.13;g1174;-0.05;-0.25;-0.26;-0.04;0.11;-0.17;-0.06;-0.12;g1174;-0.2;0.17;-0.14;-0.12;-0.12;-0.38;-0.1;-0.18
g1175;0.26;0.63;0.53;0.38;0.11;-0.41;0.13;-0.46;g1175;-0.54;-0.9;-0.67;0.13;-0.24;0.24;-0.1;-0.04;g1175;0.32;-0.48;-0.5;-0.02;-0.04;0.21;-0.46;-0.2;g1175;-0.32;-0.36;0.12;-0.32;-0.36;-0.33;-0.19;0.36
g1176;-0.07;-0.16;-0.06;-0.12;0.16;0.23;0.49;-0.01;g1176;-0.27;0.17;0.9;-0.03;0.44;-0.15;0.5;-0.39;g1176;-0.07;0.06;0.07;0.71;0.61;0.71;0.36;0.05;g1176;0.39;-0.19;0.07;-0.08;0.28;-0.06;0.15;-0.19
g1177;0;0;0;0;0;0;0;0;g1177;-0.45;0.1;0.23;0.43;0.48;0.07;0.54;-0.48;g1177;-0.05;-0.01;-0.19;0.52;0.29;0.42;0.14;0.19;g1177;0;0;0;0;0;0;0;0
g1178;0.01;-0.5;0.09;0.01;0.35;-0.24;0.28;-0.3;g1178;-0.03;0.58;0.04;-0.26;-0.58;-0.13;-0.2;-0.01;g1178;-0.15;0.64;0.24;0.04;-0.51;0.05;-0.35;-0.24;g1178;-0.63;0.19;-0.27;-0.13;-0.3;-0.02;-0.15;0.27
g1179;0.06;-0.17;-0.06;0;0.19;0.08;0.33;0.14;g1179;0.05;0.32;0.55;-0.07;-0.21;0.16;0.02;0.27;g1179;0.15;0.19;-0.41;0.1;-0.18;0.33;-0.34;0.03;g1179;0.3;-0.18;-0.11;-0.18;0.17;-0.27;-0.03;-0.18
g1180;0.03;-0.08;0.05;-0.02;0.29;-0.02;0.23;-0.27;g1180;-0.08;-0.02;0.24;0.42;-0.41;0.36;-0.52;0.06;g1180;-0.39;-0.25;-0.23;0.21;-0.17;0.35;-0.06;-0.11;g1180;-0.01;-0.35;-0.22;-0.54;-0.5;-0.14;-0.21;0.4
g1181;0.19;0.11;0.19;0;0.15;0.11;0.14;-0.03;g1181;0.01;0.41;0.38;-0.41;-0.62;-0.32;0;0.07;g1181;-0.08;0.37;0.73;0.29;-0.6;0.03;-0.04;-0.19;g1181;0.3;0.13;-0.61;-0.13;0.27;0.21;0.13;-0.07
g1182;0.33;-0.45;-0.22;0;0.14;-0.08;0.2;-0.06;g1182;-0.08;1.2;0.43;0.08;-0.99;0.21;-0.39;0.39;g1182;-0.26;0.83;0.35;0;0.12;0.47;0.55;0.17;g1182;-0.64;-0.29;0.03;0.17;0.8;0.49;0.05;0.09
g1183;0.33;0.47;0.03;-0.07;0.32;-0.17;0.09;0.09;g1183;-0.31;-0.33;0.09;-0.28;-0.01;0.22;0.36;0.24;g1183;0.14;0.67;0.3;0.17;-0.4;0.33;0.19;-0.38;g1183;-0.46;-0.22;-0.27;-0.08;-0.16;-0.14;0.08;0.17
g1184;-0.3;-0.28;-0.22;0;-0.13;-0.06;-0.34;-0.15;g1184;1.08;0.7;0.21;-0.09;-0.08;-0.19;-0.23;0;g1184;-0.21;0.33;0.77;0.51;0.31;-0.01;0.17;-0.13;g1184;-0.15;0.08;0.16;0.09;-0.3;-0.13;-0.09;0.25
g1185;-0.28;-0.43;-0.08;0.05;-0.02;-0.12;-0.19;0.03;g1185;0.5;0.26;0.22;0.25;-0.37;0.07;0.11;0.17;g1185;-0.09;0.09;0.38;0.39;0.51;-0.2;0.59;0.39;g1185;-0.45;0.05;-0.34;0.13;-0.09;0.01;0;0.1
g1186;-0.3;-0.37;-0.35;-0.18;-0.13;-0.02;-0.2;-0.07;g1186;0.39;0.27;0.17;0.19;-0.48;-0.03;-0.12;0.19;g1186;-0.3;-0.15;-0.05;0.05;0.33;-0.11;-0.12;0.1;g1186;-0.65;0.26;-0.37;-0.19;-0.28;0.12;0.04;0.33
g1187;-0.28;-0.39;-0.05;0.15;0.11;-0.05;-0.28;-0.17;g1187;0.27;0.25;0.39;0.22;0.13;-0.13;-0.41;-0.15;g1187;0;-0.11;-0.16;0.23;0.18;-0.07;-0.18;-0.15;g1187;-0.01;-0.16;-0.32;-0.11;-0.49;-0.08;-0.03;0.06
g1188;-0.07;-0.28;-0.22;-0.02;-0.34;-0.13;-0.41;-0.13;g1188;0.52;0.58;0.09;-0.25;-0.69;-0.35;-0.27;0.25;g1188;-0.37;-0.28;0.06;0.12;-0.12;0.01;-0.07;0.1;g1188;-0.46;-0.09;-0.12;-0.06;0.02;0.18;-0.03;0.33
g1189;-0.01;0;0.24;-0.07;-0.45;-0.43;-0.56;-0.14;g1189;0.42;0.3;-0.92;-1.05;-0.95;-0.52;0.28;0.69;g1189;0.19;0.19;-0.42;-0.26;-1.01;-0.71;-0.88;0.83;g1189;0.12;-0.03;0.25;0.12;0.06;-0.07;-0.07;-0.1
g1190;-0.16;0.05;-0.17;0.18;-0.01;-0.11;-0.32;-0.23;g1190;0.22;0.37;0.12;-0.43;-0.05;-0.45;-0.04;0.02;g1190;0.35;0.25;-0.05;0.03;0.02;-0.06;-0.26;0.12;g1190;-0.54;-0.06;-0.25;-0.01;-0.14;-0.21;-0.12;0.3
g1191;-0.32;2.16;0.03;0;-0.14;-0.22;-0.25;-0.22;g1191;0.3;0.32;0.14;-0.49;0.42;-0.49;0.42;0;g1191;0.03;-0.09;-0.19;0.23;-0.97;0.36;0.03;0.28;g1191;-0.33;0;-0.04;0.2;0.03;-0.33;0;-0.04
g1192;-0.12;-0.47;-0.29;-0.07;-0.3;0.11;-0.34;0.13;g1192;0.08;-0.13;-0.56;-0.54;-0.84;-0.56;-0.6;-0.13;g1192;-0.24;-0.01;-0.89;-0.41;-0.56;0.06;-0.02;0;g1192;-1.01;-0.56;-0.14;0.03;0.27;0.45;0.23;0.25
g1193;-0.28;-0.19;0.05;-0.03;-0.04;-0.07;-0.17;-0.11;g1193;0.5;0.57;0.26;-0.22;-0.19;-0.24;-0.43;-0.04;g1193;-0.4;0.77;0.33;0.33;-0.3;0.33;0.19;0.46;g1193;-0.08;-0.12;-0.05;0.24;0.17;0.1;0.13;-0.15
g1194;-0.04;0.2;0.07;0.09;-0.43;0.25;-0.26;-0.08;g1194;-0.03;0.03;0.18;-0.01;-0.34;-0.05;-0.16;0.19;g1194;-0.39;0.09;-0.15;-0.11;-0.43;0.07;0.11;-0.16;g1194;1.19;0.19;-0.09;-0.23;-0.34;-0.29;-0.15;-0.04
g1195;0.03;-0.09;0.18;0.19;-0.42;-0.19;-0.36;-0.08;g1195;0.16;-0.56;0.19;-0.18;-0.12;-0.79;0;0.12;g1195;-0.13;-0.05;-0.62;-0.4;-0.84;0.08;0.14;-0.16;g1195;0.58;-0.23;-0.02;0.03;0.02;-0.2;0;-0.09
g1196;0.24;-0.03;-0.12;-0.22;0.16;-0.26;0.14;-0.34;g1196;0.61;0.63;0.21;0.05;-0.66;0.2;-0.3;0.44;g1196;-0.03;0.69;0.22;-0.3;-0.65;0.09;0.41;0.09;g1196;-0.41;-0.37;0.09;0.05;0.16;0.05;-0.05;0.23
g1197;-0.02;-0.3;0.12;0;0.1;0.09;0.35;-0.03;g1197;-0.07;0.18;0.55;0.42;0.21;0.49;0.13;0.2;g1197;-0.34;-0.31;-0.08;-0.03;0.51;0.38;0.23;-0.18;g1197;0.68;-0.36;0.1;-0.36;-0.27;-0.18;-0.04;-0.01
g1198;0;-0.08;0.02;-0.06;0.19;-0.15;0.23;-0.15;g1198;0.17;0.27;0.51;0.6;-0.56;0.05;-0.67;0.09;g1198;-0.22;-0.42;-0.51;-0.02;0.63;0.33;0.2;0.19;g1198;0.07;-0.44;-0.35;0.19;-0.31;-0.14;0.23;0.26
g1199;0;0;0.13;-0.12;0.11;0.08;0.31;0.04;g1199;-0.7;-0.33;0.22;0.12;0.12;0.29;1.42;0.12;g1199;-0.22;-0.68;-0.31;0.19;0.45;0.25;-0.01;0.01;g1199;0.47;-0.13;0.29;-0.27;-0.14;-0.2;-0.01;0.07
g1200;0.29;0.22;0.23;-0.12;-0.08;-0.31;0.04;-0.29;g1200;-0.15;0.05;0.05;-0.15;-0.49;-0.11;-0.25;0.02;g1200;0.74;-0.32;-0.87;-0.31;0.02;0.1;-0.45;0.08;g1200;1.08;-0.32;0.28;-0.28;-0.22;-0.41;-0.24;0.07
g1201;0.33;0.3;0.19;-0.19;-0.04;-0.02;0.1;-0.04;g1201;-0.37;-0.17;-0.21;-0.23;-0.03;0.18;0.2;0.32;g1201;0.85;-0.1;-0.56;-0.31;-0.43;0;-0.34;0.17;g1201;1.35;0.02;0.2;-0.21;-0.19;-0.35;-0.12;-0.4
g1202;0.21;0.47;0.31;0.05;-0.03;-0.27;0.1;-0.4;g1202;0;-0.15;-0.33;-0.22;-0.66;-0.24;-0.5;-0.03;g1202;1.2;0.77;-0.36;-0.38;-0.65;-0.36;-0.58;0.08;g1202;0.83;-0.06;0.11;-0.31;-0.46;-0.76;-0.24;0.04
g1203;0.18;-0.12;0.14;-0.47;0.11;-0.57;0.27;-0.13;g1203;0.19;0.06;0.06;0.12;0.43;0.22;0.47;0.39;g1203;0.24;0.16;-0.61;-0.13;-0.07;0.34;-0.05;0.32;g1203;-0.06;-0.06;-0.22;0.29;-0.15;-0.28;0.1;-0.32
