;t7;t7;t7;t7;;t8;t8;t8;t8;;t9;t9;t9;t9;;t10;t10;t10;t10;;t11;t11;t11;t11;;t13;t13;t13;t13;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g1487;-0.12;-0.14;-0.23;-0.26;0.1;-0.15;g1487;-0.15;-0.37;0.54;-0.14;0.6;0.19;g1487;-0.36;-0.14;-0.23;0.29;0.29;0.03;g1487;0.18;0.02;-0.05;0.06;0.14;0.12
g1491;-0.1;0.24;-0.23;1.1;-0.13;-0.54;g1491;0.2;-0.13;0.51;-0.17;0.38;-0.04;g1491;-0.14;-0.03;0.11;0.5;0.24;0.26;g1491;0.23;0.09;-0.16;0.02;0.2;0.08
g1517;-0.14;0.03;-0.03;-0.07;-0.14;-0.32;g1517;-0.12;0.38;0.11;0.29;0.16;-0.31;g1517;-0.36;-0.24;0.53;0.22;0.15;0;g1517;0.06;0.12;0.13;0.16;0.33;0.06
g1522;0;0.05;0.27;-0.08;0.06;-0.11;g1522;-0.02;-0.17;-0.17;-0.01;-0.58;0.02;g1522;0.05;0.04;-0.1;0.1;0.09;0.11;g1522;-0.09;-0.19;-0.06;0.37;-0.71;-0.12
g1574;0.27;0.16;0.31;-0.03;-0.09;-0.13;g1574;-0.49;0.1;-0.35;-0.38;-0.27;-0.25;g1574;0.34;-0.26;-0.14;-0.61;-0.26;-0.02;g1574;0.12;0.24;0.19;0.18;-0.03;0.18
g1577;0.05;0.41;-0.19;0.31;-0.15;0;g1577;0.18;0.37;-0.06;0.44;0;-0.09;g1577;-0.71;-0.33;1.14;0.25;-0.02;0.2;g1577;0.02;0.09;0.07;-0.12;0.16;-0.09
g1582;-0.07;0.02;-0.02;-0.12;-0.09;-0.28;g1582;0.15;-0.02;0.11;-0.51;0.27;-0.29;g1582;0.32;0.19;0.43;0.28;-0.15;0;g1582;-0.02;0.21;0.02;0.16;0.21;0.45
g1600;0.24;0.18;0.35;0.23;0.05;-0.02;g1600;0.03;0.16;0;-0.11;0.09;0.12;g1600;0.23;0.19;-0.32;-0.1;0;0.42;g1600;0.02;-0.09;-0.14;0.34;-0.34;-0.06
g1622;0;0;0;0;0;0;g1622;0.18;0.12;1.16;0.88;0.82;0.52;g1622;0.14;-0.08;-0.33;0.19;0.24;-0.4;g1622;0;0;0;0;0;0
g2104;0.16;0.07;0.05;0.03;0.2;-0.03;g2104;0.31;-0.32;0.3;-0.08;0.03;0.19;g2104;-0.14;0.24;-0.14;-0.14;0.13;0.24;g2104;-0.23;-0.09;-0.09;0.11;-0.14;0.05
g2110;0.23;0.12;-0.24;-0.03;-0.09;-0.12;g2110;0.1;0.25;-0.14;-0.35;0.05;0.03;g2110;0.01;0.25;-0.27;0.09;0.04;-0.03;g2110;-0.04;-0.55;-0.06;0.05;-0.78;-0.14
g2349;0.27;0.15;-0.26;0.46;0.03;-0.04;g2349;0.27;-0.51;0.34;-0.27;-0.12;0.21;g2349;0.13;0.39;0.5;0.16;0.06;-0.14;g2349;-0.11;-0.18;-0.32;-0.11;0.12;-0.09
g2364;0.07;0.4;0.12;0.1;0.09;0.18;g2364;0.28;-1.37;0.31;-0.7;-0.19;-0.02;g2364;0.46;0.15;-0.16;-0.35;-0.35;0.05;g2364;-0.08;-0.06;0.36;0.04;-0.4;0.03
g2383;0.16;-0.04;-0.23;-0.04;-0.27;0.11;g2383;0.02;0.39;-0.58;0.06;0.04;-0.34;g2383;-0.05;-0.03;0.08;-0.06;0.85;0.18;g2383;-0.1;-0.18;-0.32;-0.04;-0.72;-0.37
g2389;-0.21;0.08;-0.16;0.89;0.04;-0.03;g2389;0.14;0.09;0.01;-0.34;-0.17;-0.01;g2389;0.38;0.12;-0.17;-0.12;-0.19;0;g2389;-0.06;-0.04;0.11;-0.15;0.24;0
g2413;-0.09;-0.11;-0.01;-0.19;-0.11;-0.15;g2413;-0.18;-0.23;0.32;-0.3;-0.03;0.18;g2413;-0.34;0.26;0.27;0.24;0.27;0.5;g2413;0.06;0.47;0.08;-0.28;0.86;0.2
g2510;-0.04;-0.02;0.06;-0.19;-0.08;0;g2510;-0.37;2.84;-0.5;0.03;0;-0.83;g2510;0;0.25;-1.33;-1.33;0;0.48;g2510;-0.21;0.1;-0.17;0.05;-0.01;0.17
g2513;-0.1;0.01;-0.24;0.03;-0.1;-0.13;g2513;-0.41;-0.16;-0.08;0.04;-0.01;-0.37;g2513;-0.34;-0.19;0.36;-0.13;-0.14;-0.07;g2513;0.06;-0.04;-0.17;-0.12;-0.01;-0.1
g2539;0.22;0.13;-0.02;-0.3;-0.26;0.01;g2539;0.04;0.1;-0.04;-0.11;0.1;0.26;g2539;-0.18;0;-0.22;-0.22;-0.18;-0.07;g2539;0.51;0.7;0.25;0.23;0.63;0.09
g2564;-0.62;-0.23;0.39;0.88;1.02;-0.13;g2564;-0.08;0.17;1.31;1.15;0.88;0.26;g2564;0.49;-0.08;-0.02;0.2;-0.04;0.09;g2564;0.48;0.16;0.51;-0.27;-0.05;0.41
g2583;-0.26;-0.22;-0.17;-0.02;-0.03;-0.26;g2583;-0.13;-0.12;-0.29;-0.15;-0.04;0.18;g2583;-0.01;0.11;0.37;0.7;0.41;-0.07;g2583;-0.05;0.46;0.07;-0.18;0.7;0.36
g2621;0.12;-0.1;-0.28;0.11;-0.13;-0.18;g2621;0.52;0.55;0.29;0.06;0.11;0.34;g2621;0.09;0.1;0.49;0.39;0.04;0;g2621;-0.07;-0.06;-0.1;0.03;0.02;-0.26
g2686;0.06;0;0.15;-0.14;-0.17;-0.21;g2686;0.41;0.08;0.36;-0.34;0.14;0.02;g2686;0.45;0.23;-0.19;0.13;-0.12;-0.17;g2686;0.17;0.24;0.11;-0.05;0.04;0.3
g2689;0.23;0.07;-0.19;0.18;0.13;0.05;g2689;0;0;-0.05;0;0.23;0.35;g2689;0.22;0.23;-0.4;-0.21;0.14;0.22;g2689;0.17;0.09;0.01;0.28;0.04;0.11
g2720;0.27;0.2;-0.3;0.44;0;-0.08;g2720;0.12;-0.18;0.25;0.19;0.38;0.13;g2720;-0.56;0.4;0.12;0.5;0.37;0;g2720;-0.05;-0.22;-0.15;0.14;0.05;0.02
g2736;0.18;0.34;-0.06;0.28;-0.06;-0.09;g2736;0.49;0.3;0.27;-0.13;0.1;-0.07;g2736;0.25;0.27;-0.11;0.21;-0.05;0;g2736;0.29;0.04;0.04;0.12;0.1;-0.06
g2742;0.26;0.2;-0.04;-0.12;0.07;-0.05;g2742;0.23;-0.51;0.07;-0.28;-0.04;0.13;g2742;0.23;0.26;-0.87;-0.5;-0.15;-0.02;g2742;0.13;-0.36;0.23;-0.02;-0.84;-0.15
g2757;-0.17;-0.11;-0.06;-0.16;0.14;-0.16;g2757;0.18;-0.06;-0.24;0.57;0;0;g2757;0.03;-0.05;-0.15;-0.07;-0.28;-0.1;g2757;0.16;-0.14;0.13;-0.25;-0.08;0
g2766;0.09;0.24;-0.26;0.16;-0.19;-0.14;g2766;-0.1;0;0.04;0;-0.05;0.15;g2766;-0.18;-0.39;0.82;0.01;0;0;g2766;0.02;-0.18;-0.11;0.12;-0.1;-0.07
g2991;0.17;-0.1;-0.29;0.39;0;0;g2991;-0.14;0.57;-0.45;0.02;0.08;-0.06;g2991;-0.56;0.15;0.63;0.07;0.38;-0.11;g2991;-0.26;-0.28;-0.26;-0.21;-0.58;0.45
g3006;-0.36;-0.2;-0.23;0.28;0.08;-0.04;g3006;-0.03;0.14;0.1;0;0.32;0.34;g3006;0.04;-0.13;0.1;0.09;-0.05;0;g3006;0.08;-0.14;-0.38;-0.2;0.19;-0.05
g3013;-0.04;0.06;0.23;0.07;0.04;-0.26;g3013;-0.72;0.29;-0.44;0.38;-0.16;-0.63;g3013;-0.36;0.21;0.12;0.02;0.06;-0.02;g3013;0.01;-0.06;-0.26;0.05;0.01;0.03
g3022;0.08;-0.19;-0.12;-0.33;-0.13;-0.05;g3022;0.01;-0.29;-0.55;-0.33;0.39;-0.03;g3022;0.08;0.09;-0.52;-0.26;-0.14;0;g3022;-0.26;-0.18;-0.2;0.04;-0.18;-0.22
g3031;-0.24;-0.42;0.04;-0.34;0.07;-0.1;g3031;-0.12;0.44;-0.08;-0.01;-0.13;0.11;g3031;-0.55;-0.02;-0.29;0.33;0.05;0.32;g3031;-0.29;-0.33;-0.33;0.02;-0.29;-0.08
g3077;-0.04;0.19;0.11;0.04;-0.1;0.08;g3077;-0.04;-0.04;0.07;-0.07;0.15;0.12;g3077;-0.41;0.28;0.37;0.18;0.4;-0.1;g3077;0.03;0.29;0.23;-0.11;0.29;0.18
g3095;-0.13;0.03;-0.03;-0.15;0.12;-0.18;g3095;0.5;-0.14;-0.09;-0.45;0.2;0.34;g3095;0.08;0.06;0.06;0.3;0.01;0;g3095;0.35;0.8;0.83;0.23;0.38;0.07
g3135;0.11;0.22;0.28;-0.01;-0.13;-0.44;g3135;-0.17;-0.34;-0.2;0.32;0.13;0.68;g3135;-0.19;0.01;-0.13;-0.5;-0.09;0.11;g3135;-0.08;-0.2;-0.22;-0.01;-0.44;-0.09
g3158;0.02;0.23;-0.22;0.2;-0.23;-0.1;g3158;0.01;0.49;0.15;0.28;0.41;0.02;g3158;-0.12;0.25;0.54;-0.29;0.41;0;g3158;0.21;0.45;0.1;0.21;0.6;0.37
g3162;0.27;-0.04;-0.22;-0.22;-0.08;-0.39;g3162;0.05;0.42;-0.63;-0.23;-0.48;-0.63;g3162;-0.26;0.45;0.43;-0.36;0.17;-0.08;g3162;0.06;-0.46;-0.41;0.09;-0.48;-0.26
g3180;0.08;-0.11;-0.11;-0.03;0.03;-0.11;g3180;0.28;-0.83;0.36;-0.08;0.15;0.36;g3180;0.63;0.44;-0.42;-0.57;0.04;0;g3180;-0.05;-0.25;-0.32;-0.19;-0.07;-0.16
g3223;0.08;-0.01;0.25;-0.01;0.03;-0.16;g3223;0.23;-0.5;0.44;-0.27;0.52;0.09;g3223;0.11;0.18;0.13;0.11;0.17;0;g3223;0.13;-0.25;0.01;0.41;-0.32;-0.18
g3235;0.21;0.02;-0.15;-0.22;-0.01;-0.18;g3235;0.18;0.09;0.15;0.18;0.49;-0.54;g3235;-0.02;-0.02;0;0;0.21;-0.11;g3235;-0.07;0.19;0.12;0.07;-0.05;0.75
g3317;0.01;0.05;0.25;0.05;-0.03;-0.39;g3317;-0.19;0.14;-0.02;-0.14;-0.08;-0.05;g3317;0.55;-0.12;0.41;0.26;0;0;g3317;0.37;0.21;0.13;0.07;0.09;0.11
g3327;0.05;0.18;0.22;0.05;0.16;-0.41;g3327;-0.16;0.03;-0.6;-0.21;0.05;0.09;g3327;-0.66;0.34;0.2;-0.05;0.1;0.14;g3327;-0.16;-0.39;-0.35;0.35;-0.24;0
g3393;0;-0.03;-0.26;-0.07;-0.31;-0.29;g3393;-0.25;2.67;-0.5;-0.12;-0.22;-0.14;g3393;-0.07;0.24;0.36;0.19;-0.05;-0.54;g3393;-0.26;-0.08;-0.24;-0.06;-0.38;0.15
g3453;-0.17;-0.24;-0.11;0.91;-0.22;-0.05;g3453;-0.14;-0.81;-0.17;-0.47;0.5;0.1;g3453;0.04;0.22;-0.35;-0.26;0.31;0.63;g3453;-0.04;0.16;-0.06;-0.24;0.21;0.19
g3476;-0.28;-0.12;0.03;-0.12;0.12;-0.07;g3476;0.16;-0.52;0.08;0.24;0.19;0.31;g3476;-0.43;0.15;-0.28;-0.93;0.45;0.06;g3476;0.44;0.15;0.5;0.36;-0.07;-0.04
g3506;0.07;-0.16;-0.08;-0.35;0.03;-0.39;g3506;-0.07;0.28;-0.04;-0.02;0;-0.92;g3506;0.15;0.48;-0.09;-0.38;0.11;-0.74;g3506;-0.18;0.09;-0.12;0.08;0.08;0.01
g3507;-0.44;-0.59;-0.42;-0.03;0.14;-0.08;g3507;-0.97;-0.95;0.12;-0.37;0.82;0.42;g3507;-2.13;-0.63;0.35;0.88;0.88;0.55;g3507;-0.15;0.22;-0.61;-0.5;0.4;0.52
g3586;-0.71;-0.47;-0.35;0.09;0.53;0.41;g3586;-0.6;-0.21;-0.24;-0.18;-0.21;-0.13;g3586;-0.63;-0.03;0.21;-0.33;0.34;0;g3586;-0.11;0.36;0.39;0.01;0.59;0.21
g3587;0.34;0.31;-0.01;0.29;-0.26;-0.11;g3587;0.36;0.13;-0.28;-0.44;-0.46;0.13;g3587;-0.05;0.4;0.32;-0.48;0.1;0.46;g3587;0.21;-0.21;-0.15;-0.13;-0.49;-0.13
g3588;0.14;0.26;0.1;-0.04;-0.17;-0.17;g3588;0.03;0.15;-0.46;0.35;-0.43;0.43;g3588;-0.32;0;0.26;-0.31;-0.37;0;g3588;0.04;0.03;0.07;0.04;0.07;0.04
g3604;0.08;-0.04;-0.07;-0.29;-0.35;-0.44;g3604;0.35;-0.03;-0.06;-0.25;0.1;0.76;g3604;0.49;0.08;-0.73;-0.53;-0.13;0.18;g3604;-0.15;0.04;-0.13;0.22;-0.57;-0.19
g3659;0.18;0.16;-0.02;0.01;-0.15;-0.22;g3659;0.27;0.38;-0.08;0.04;-0.03;-0.05;g3659;0.24;-0.03;0.12;0.3;-0.19;-0.38;g3659;-0.02;-0.48;-0.32;0.11;0.02;-0.01
g3705;0.14;-0.09;-0.41;-0.07;-0.27;-0.35;g3705;-0.51;0.12;-0.43;0.1;0.16;0.87;g3705;-0.65;-0.47;-1.6;-0.08;0.37;-0.05;g3705;-0.14;0.13;-0.47;-0.41;0.43;0.26
g3737;-0.3;-0.11;-0.23;0.3;0.51;-0.07;g3737;-0.49;-0.42;0.27;0.19;0.83;0.73;g3737;-0.44;-0.1;0.69;0.79;0.92;-0.22;g3737;0.39;0.15;0.13;0.15;-0.01;0.15
g3767;0.47;0.49;0.05;-0.16;-0.56;0.22;g3767;0.17;-0.12;-0.47;-0.79;-0.66;0.19;g3767;0.45;0.06;-0.88;-0.73;-0.46;0.54;g3767;0.05;0.16;0;0.33;-0.32;-0.28
g3782;0.24;0;0.36;-0.22;-0.08;0;g3782;-0.11;0.34;-1.17;0.08;-0.52;0;g3782;-0.24;-0.38;-0.62;-0.76;-0.93;-0.04;g3782;0.06;-0.16;-0.43;0.1;-0.25;-0.23
g3881;-0.53;-0.47;0.81;1.41;1.01;0.21;g3881;-0.05;0.06;1.8;0.13;0.87;-0.15;g3881;-1.04;0.32;1.57;0.9;0.45;0;g3881;-0.34;-0.17;-0.28;0.38;0.65;0.65
g3987;-0.2;-0.12;-0.02;0.84;-0.19;-0.3;g3987;0.37;0.19;0.38;0.12;0.28;0.08;g3987;-0.09;-0.21;-1.74;0.36;0.14;0.51;g3987;0.13;0.5;0.56;-0.03;0.2;-0.31
g3994;-0.25;0.16;0.49;-0.07;0.08;-0.17;g3994;0.04;-0.4;0.17;-0.19;0.07;0.21;g3994;-0.46;-0.09;0.66;0.07;-0.03;-0.19;g3994;0.35;0.02;0.15;-0.07;0.01;0.2
g4061;0.09;0.07;-0.27;-0.12;-0.17;-0.49;g4061;-0.29;-0.43;0.14;-0.34;0.31;0.19;g4061;-0.12;-0.46;0.63;-0.04;0;0.07;g4061;0.13;0.48;0.17;-0.34;0.62;0.22
g4066;-0.12;0.09;0.16;0.07;-0.12;-0.35;g4066;0.26;-0.07;-0.1;0.12;0.19;0.01;g4066;0.05;-0.48;1;0;-0.02;0.14;g4066;0.32;0.09;0.27;0.3;0.02;0.06
g4079;0.2;0.12;-0.1;0.18;-0.2;-0.1;g4079;0.11;-0.12;0.08;-0.34;1.02;0.02;g4079;0.2;0.26;0.44;0.11;-0.15;-0.21;g4079;0.18;0.03;-0.01;-0.09;0.14;-0.22
g4160;0.01;-0.18;-0.05;-0.13;0.17;0.07;g4160;0.13;-0.46;-0.02;-0.37;0.08;0.33;g4160;0.22;-0.15;0.17;-0.12;-0.17;0.32;g4160;-0.01;-0.01;0.08;0.13;-0.06;-0.07
g4202;-0.12;-0.01;0.06;0.14;0.2;0.1;g4202;0.09;-0.79;0.36;-0.34;0.06;0.31;g4202;-0.12;0.03;0.28;-0.07;0.06;0;g4202;-0.1;0.26;-0.2;-0.38;0.43;0.12
g4206;0.05;-0.09;0.08;-0.15;-0.06;-0.17;g4206;0.19;1.77;-0.05;-0.21;-0.08;-0.16;g4206;0.57;0.12;-0.18;0.21;-0.11;0;g4206;-0.07;0.32;0.11;-0.2;0.29;-0.09
g4210;0.2;-0.04;-0.05;-0.3;-0.07;-0.14;g4210;0;0.06;-0.09;-0.21;-0.05;0.12;g4210;-0.21;0.08;-0.6;-0.64;-0.12;-0.25;g4210;0.07;-0.04;-0.47;-0.15;0.04;0.04
g4278;0.29;0.36;-0.07;-0.03;-0.13;-0.45;g4278;0.59;-0.44;0.7;-0.48;0.42;0.4;g4278;-0.81;-0.09;1.22;0.38;0;0.08;g4278;0.06;-0.14;-0.18;-0.03;0.03;-0.05
g4350;0.26;-0.08;-0.17;0;-0.31;-0.18;g4350;-0.36;0.13;0.59;0.22;-0.36;-0.11;g4350;0;0;0;-2.27;-0.85;-0.68;g4350;0.01;0.08;-0.2;0.07;-0.12;-0.18
g4372;0.11;0.32;0.38;0.06;-0.13;-0.42;g4372;0.06;0.84;-0.27;0.03;-0.22;-0.25;g4372;-0.3;-0.23;1.14;0.19;0;0.09;g4372;0.46;0.08;0.31;0.31;-0.11;-0.06
g4387;0.26;0.17;-0.06;-0.08;-0.4;-0.45;g4387;-0.01;-0.15;-0.19;0.31;-0.22;-0.03;g4387;-0.16;0.01;-0.08;0.09;0.06;0;g4387;0.09;-0.07;0.09;0.13;0.03;-0.04
g4399;0;0;0;0;0;0;g4399;-0.17;0.2;0.94;0.66;0.54;0.12;g4399;-0.43;-0.2;1.3;0.42;0.29;0.05;g4399;0;0;0;0;0;0
g4443;0.02;0.19;-0.01;0.23;0.01;-0.2;g4443;0.09;-0.36;0.29;-0.5;0.17;0.09;g4443;-0.77;0.21;0.34;0.09;0.28;-0.11;g4443;-0.02;-0.07;0.01;-0.06;0.14;0.04
g4482;0;0;0;0;0;0;g4482;0;0;0;0;0;0;g4482;-0.82;0.02;-0.64;0.48;0.22;0.22;g4482;0;0;0;0;0;0
g4558;0.11;-0.03;0.05;-0.34;-0.3;0;g4558;0;-0.41;-0.28;-0.61;0.35;0.39;g4558;0.5;0.11;-1.03;-0.79;0.13;0.1;g4558;0.5;0.38;0.23;-0.13;0.17;-0.04
g4589;-0.03;-0.11;0.01;0.13;0.15;-0.3;g4589;0.33;0;-1.87;0;0.74;0.23;g4589;-0.7;0.15;1.3;0.61;0.64;0.09;g4589;0.09;-0.03;-0.35;-0.03;0.1;-0.08
g4679;0.25;0.07;0.06;-0.04;-0.12;0.01;g4679;0.12;-0.13;0.08;-0.21;0.15;-0.16;g4679;-0.02;0.11;-0.03;0.07;0.18;0.01;g4679;-0.12;0;0.11;0.26;0.03;0.13
g4707;-0.01;0.06;-0.11;-0.11;-0.23;-0.55;g4707;0.24;-0.07;0.36;-0.2;0.2;0.03;g4707;-0.23;0.03;0.05;0.13;0.4;-0.15;g4707;0.42;0.13;0.23;0.08;0.29;0.22
g4720;0.04;0.07;-0.07;-0.05;-0.12;-0.38;g4720;0.01;-0.21;0.12;-0.58;0.08;0.05;g4720;-0.14;-0.01;-0.18;-0.12;0.2;0.05;g4720;0.12;0;0.22;0.05;0.23;0.15
g4751;0.51;0.43;0.08;-0.38;-0.46;-0.43;g4751;0.62;0.51;-0.04;-0.41;-0.18;0.02;g4751;-0.35;0.2;0.45;0.52;-0.03;0;g4751;0.58;0.39;0.45;0.1;0.24;0.31
g4760;-0.52;-0.37;0.36;1.22;0.56;0.03;g4760;0;0;0;0.25;0;0;g4760;-0.72;-0.04;1.46;1.1;0.78;0.01;g4760;-0.19;-0.13;0.03;0.12;0.84;0.61
g4769;-0.32;-0.18;-0.24;-0.32;-0.24;-0.22;g4769;-0.19;0.44;-0.17;0.06;0.08;-0.09;g4769;-0.36;-0.23;0.55;0.23;0;-0.14;g4769;0.2;-0.01;0.21;-0.18;0.29;0.35
g4818;-0.2;-0.05;0.12;-0.07;-0.05;-0.27;g4818;0.3;-0.09;0.3;0.16;0.07;-0.2;g4818;0.26;0.26;-0.48;-0.74;-2.06;0.75;g4818;0.04;-0.05;0.06;0.24;0.02;0.09
g4842;0.06;0.04;0.19;-0.12;0.25;0;g4842;-0.04;-0.38;-0.16;-0.05;0.21;0.07;g4842;-0.06;-0.13;-0.27;-0.18;0.24;0.38;g4842;0.11;-0.01;-0.18;0.49;0.04;0.11
g4872;-0.26;-0.11;-0.14;-0.11;0.03;1.45;g4872;-0.36;1.67;-0.32;0.07;-0.19;1.16;g4872;0.19;0.04;-0.35;-0.06;0.6;-0.34;g4872;-0.08;-0.34;-0.31;0.27;-0.01;0.37
g4956;-0.16;-0.01;0.07;-0.07;0.23;-0.1;g4956;0.16;-0.31;0.21;0;-0.29;0.38;g4956;-0.1;-0.18;0.23;0.03;0.08;0;g4956;-0.46;0.62;0.51;-0.44;0.5;0.34
g5019;0.16;0.04;-0.13;-0.02;-0.3;-0.22;g5019;0;0;0.49;0;0;-0.14;g5019;-0.19;0.1;0.66;0.46;0.5;0.29;g5019;0.08;0.02;-0.25;0.09;0.2;0.05
g5051;-0.3;0.14;-0.03;0.01;0.14;-0.14;g5051;0;0;0.49;0;0;-0.14;g5051;0;0;0;0;0;0;g5051;0.07;0.28;0.11;-0.18;0.21;0.09
g5129;0.1;-0.07;-0.3;-0.14;0.1;-0.17;g5129;0.32;0.37;0.34;-0.19;0.09;-0.11;g5129;0.29;-0.19;-0.02;-0.24;-0.84;0.05;g5129;-0.25;0.08;0.03;0.16;-0.07;0
g5133;-0.01;-0.25;0.47;0.17;0.22;0.03;g5133;0.26;-0.18;0.14;-0.16;-0.3;0.12;g5133;-0.01;-0.14;0.1;-0.04;-0.42;0;g5133;0.3;0.3;0.17;0.23;0.21;0.22
g5216;0.1;0.12;-0.21;-0.51;-0.48;-0.51;g5216;0.21;-0.62;-0.1;-0.39;-0.06;0.28;g5216;-0.23;0.09;-0.3;0.06;-0.05;0.03;g5216;0.14;0.06;-0.15;0.21;0.2;-0.07
g5240;-0.02;0.05;-0.28;-0.51;-0.21;-0.24;g5240;-0.12;-0.1;-0.21;-0.37;0;0.35;g5240;0.22;0;-0.7;-0.16;0.08;0.19;g5240;0.3;0.36;0.27;0.17;0.26;-0.01
g5242;-0.1;0.08;0.04;-0.38;0.04;-0.34;g5242;-0.5;0.39;-0.2;0.05;0;-0.16;g5242;-0.16;0.36;-0.2;-0.2;-0.05;0.84;g5242;0;0.24;0.02;0.05;0.38;-0.28
g5329;-0.12;-0.01;0.1;-0.22;0.03;-0.13;g5329;-0.09;0.06;-0.21;0.05;-0.19;-0.03;g5329;0.42;0.16;-0.01;-0.35;-0.57;-0.22;g5329;0.28;0.3;0.26;-0.23;0.29;0.26
g5373;0.21;0.05;0.01;-0.35;0.01;-0.14;g5373;0;-0.04;0.17;-0.15;0;0;g5373;-0.09;-0.01;0.34;-0.07;0.37;0;g5373;-0.09;-0.38;-0.28;0.25;-0.57;-0.44
g5425;-0.4;-0.16;-0.47;-0.33;-0.29;-0.54;g5425;0.06;-0.53;0.02;-0.23;0.44;0.36;g5425;-0.17;-0.39;-0.2;-0.06;-0.07;0;g5425;0.13;0.19;0.11;-0.01;0.06;-0.06
g5440;0.44;0.39;-0.04;-0.28;-0.13;-0.2;g5440;0.44;-0.5;0.42;-0.52;0.16;-0.05;g5440;0.15;0.1;0.05;-0.2;-0.07;0;g5440;0.03;-0.42;0.11;-0.02;-0.62;-0.33
g5528;-0.03;0.01;-0.05;-0.1;-0.2;-0.18;g5528;-0.16;-0.17;-0.19;-0.09;0.28;0.05;g5528;0.2;-0.15;-0.51;-0.83;-0.2;0;g5528;0.34;0.4;0.32;-0.15;0.05;0.13
g5547;0.25;0.25;-0.05;0.06;-0.17;-0.37;g5547;0.17;-0.42;0.06;-0.42;-0.05;0.18;g5547;0.11;-0.16;0.21;-0.18;0.17;-0.28;g5547;-0.03;-0.12;0.03;0.22;-0.39;-0.14
g5603;0.03;0.15;-0.18;-0.16;-0.16;-0.1;g5603;-0.73;-0.27;1.36;1.09;0.61;-0.44;g5603;-0.03;0.3;0.03;0.03;-0.09;0;g5603;0.01;0.01;0.16;0.01;0.08;-0.15
g5648;-0.16;-0.05;-0.14;-0.26;-0.22;-0.14;g5648;0.06;-0.57;0.23;-0.22;0.44;0.47;g5648;0.03;0;-0.56;0.17;0.44;-0.17;g5648;-0.06;-0.11;-0.35;0.26;0;-0.09
g5649;0.01;-0.04;0.02;-0.14;-0.07;-0.22;g5649;0.2;0.43;-0.34;-0.12;0;-0.38;g5649;0.16;0.21;0.04;0.04;0.18;-0.11;g5649;0.01;0.16;0;-0.18;0.23;0.11
g5668;0.25;-0.16;-0.14;-0.46;0.09;0.2;g5668;-0.61;-0.08;-0.54;0.72;0;0;g5668;0.06;-0.26;-0.5;-0.38;0.19;0.25;g5668;0.44;0.4;0.39;0.35;0.2;-0.22
g5672;0.14;-0.02;0.06;-0.15;-0.02;-0.09;g5672;0.22;-0.41;-0.07;-0.17;-0.69;-0.55;g5672;0.24;-0.42;0;0.48;0.58;-0.42;g5672;-0.13;0.23;-0.65;0.24;0.03;0.09
g5749;0.04;0.09;-0.14;0.43;-0.41;-0.31;g5749;-0.01;0.09;0.18;0.03;0.31;0.1;g5749;-0.12;-0.01;0.61;0.25;0.31;0.14;g5749;0.02;0.29;0.08;-0.22;0.5;0.21
g5753;0.11;0.02;-0.21;0.14;-0.06;-0.19;g5753;0.16;-0.46;0.33;-0.15;0.2;0.11;g5753;0.16;0.11;0.45;0.2;-0.26;0.18;g5753;0.07;-0.17;-0.19;0.28;-0.07;-0.4
g5793;-0.05;0.13;0.08;0.05;-0.15;-0.23;g5793;-0.07;0.68;0;-0.18;0.41;0;g5793;-0.24;0.29;0.13;0.3;0.09;0.01;g5793;-0.05;0.51;0.39;-0.42;0.24;0.08
g5798;0.21;0.06;-0.32;-0.34;0.03;-0.1;g5798;0.24;0.14;0;-0.3;-0.17;-0.34;g5798;-0.01;0.26;0.19;-0.23;-0.2;-0.05;g5798;-0.39;-0.29;-0.02;0.08;-0.29;-0.04
g5820;0;-0.06;0.12;-0.06;-0.14;-0.38;g5820;-0.47;0.38;-0.86;0.5;0;-0.58;g5820;0;-0.28;0.39;-0.69;-1.86;0.53;g5820;-0.27;0.27;-0.63;-0.42;-0.42;-0.01
g5864;-0.11;0;-0.03;-0.11;0.07;-0.31;g5864;-0.04;0.07;-0.11;0.8;0.09;-0.04;g5864;0.55;0.25;-0.28;-0.12;-0.32;-0.01;g5864;0;0.14;0.3;-0.08;-0.27;0.02
g5882;-0.33;-0.42;-0.45;-0.69;-0.63;-0.76;g5882;0.39;-0.36;0.15;-0.41;-0.62;-0.5;g5882;0.19;-0.1;-0.19;-0.45;-0.35;-0.32;g5882;0.03;-0.07;-0.27;0.13;-0.21;-0.08
g5960;0;-0.02;0.01;-0.02;0.04;-0.14;g5960;0.11;0;-0.14;0;-0.1;0.41;g5960;0.14;0.05;-0.05;-0.33;-0.23;-0.37;g5960;0.07;0.25;0.16;0.19;0;-0.22
g5979;-0.01;0.01;-0.27;-0.18;-0.42;-0.61;g5979;-0.02;0.07;-0.01;-0.23;0.08;0.04;g5979;-0.14;0.13;0.32;0.16;-0.75;0.11;g5979;0.5;0.9;0.99;0.6;0.87;0.45
g6050;0.01;-0.05;-0.23;-0.48;-0.02;-0.37;g6050;-0.79;1.48;0.08;0.36;0;-0.79;g6050;0.02;-0.6;-0.21;-0.45;-0.66;-0.21;g6050;-0.37;0.09;-0.2;0.15;-0.63;-0.11
