;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;
g40;12856.43;43389.05;20837.23;19287.38;g40;3171.01;27022.2;5516.18;13983.8;g40;4037.5;25140.22;5516.18;18842.64;g40;33519.62;36328.38;5516.18;26731.74;g40;36575.25;30245.67;367.08;40127.58;g40;11732.59;2349.91;12257.77;10030.96
g41;39869.48;8808.25;40173.42;17830.39;g41;12352.58;19190.2;8494.77;50000;g41;2433.61;4345;19482.92;4345;g41;17328.79;33892.46;4978.75;32776.63;g41;183;4345;31303.17;4345;g41;36733.22;18599.04;10795.14;24882.79
g48;41213.83;37526.37;430.86;41213.83;g48;16520.6;26800.87;17797.52;22176.35;g48;35137.32;10287.13;14809.62;35137.32;g48;919.5;0;50000;20217.53;g48;24726.78;0;49604.1;24068.94;g48;39755.71;44482;30724.27;39755.71
g50;17304.23;22724.11;1941;39253.1;g50;1972.5;50000;47443.49;47443.49;g50;11969.7;11969.7;1516.23;0;g50;37804.14;37804.14;6187.26;27166.1;g50;12248.75;38711.4;25227.68;28063.2;g50;35835.66;35835.66;18395.2;18395.2
g55;12251.6;25682;46322.05;25682;g55;35714.03;25682;38589.02;25682;g55;21944.26;15473.42;15437.14;6879.41;g55;39750.49;14072.46;15437.14;32017.02;g55;3273.42;33170.24;43099.91;48487.64;g55;40166.78;25682;15437.14;25682
g59;25133.63;41965.04;19380.26;19327.48;g59;35295;39969.22;28052.99;27390.97;g59;37289.41;30975.62;23968.91;36677.93;g59;18458.36;39969.22;28052.99;12602.33;g59;43299.58;39969.22;28052.99;44407.21;g59;6505.05;5530.63;34659.98;23422.08
g61;22823.39;27084.82;13334.03;4638.99;g61;7181.44;29150.84;44540.98;12247.75;g61;35923.65;34479.07;38282.16;46616.26;g61;16629.08;29341.75;27299.63;37451.77;g61;20207.75;50000;3997;50000;g61;18751.24;18353.24;36175.86;12757.87
g62;47094.76;1634.62;37656.06;0;g62;2921.29;44373.2;13857.45;18173.73;g62;48004.14;41366.74;44323.56;3661.02;g62;5080.74;16794.74;10864.7;39450.75;g62;33046.12;10472.97;41963.45;36376.35;g62;8478.65;989.45;40593.24;12340.31
g63;17873.06;14151.38;25267.18;28424.86;g63;37771.81;29093.25;42042.49;7946.4;g63;38200.08;50000;28461.62;41773.74;g63;10769.88;43580.91;28534.38;2423.89;g63;13369.76;10225.45;30467.36;43149.51;g63;37136.14;38930.66;27329.65;19723.06
g66;29264.51;38450.17;21999.34;12032.01;g66;22495.52;31519.51;31324.85;8190.73;g66;16798.63;17168.66;38282.16;46616.26;g66;16112.89;32657.86;27299.63;37451.77;g66;3673.72;44486.35;6630.55;29612.75;g66;733.16;38935.51;41973.81;49253.83
g68;7230.62;21725.84;35470.63;7230.62;g68;49599.5;22291.26;31128.44;44698.92;g68;22965.48;41349.37;6747.93;33636.76;g68;7230.62;44760.28;23150.07;7230.62;g68;25183.18;10114.42;21014.96;32289.26;g68;35201.37;31744.17;37807.91;13949.69
g73;41801.03;34449.28;27642.08;24142.26;g73;18011.36;18889.14;50000;1774.38;g73;45461.52;29111.29;21003.66;28203.19;g73;26576.73;40227.49;48086.34;48951.35;g73;40050.87;43234.05;48086.34;48086.34;g73;50000;43174.2;48086.34;48086.34
g74;1891.85;8197.64;21653.88;3603.28;g74;10640.34;9295.5;10257.61;35711.73;g74;43857.09;31584.37;13096.41;1083.89;g74;28202.74;45324.13;25049.89;44051.86;g74;44665.02;27459.42;42192.22;16736.72;g74;1335.05;7078.88;48949.39;14280.95
g75;49208.05;404.99;37752.73;19017.25;g75;28342.34;41166.98;38867.08;20885.1;g75;44841.93;38332.71;44841.93;44841.93;g75;23009.92;50000;23009.92;23009.92;g75;10510.51;22070.85;36802.95;20884.81;g75;24645.72;35478.02;221.57;17152.17
g76;27689.85;27689.85;29213.87;8918.67;g76;43630.56;41942.61;10716.41;15866.29;g76;37433.24;17854.92;427.09;22237.26;g76;45804.97;14218.95;427.09;22237.26;g76;32960.66;24438.9;427.09;22237.26;g76;27689.85;27689.85;6506.85;30289.94
g78;26356.47;7425.36;31822.33;15482.7;g78;21126.13;43832.08;1924.62;5694.83;g78;37636.42;43832.08;48294.71;0;g78;33253.9;27824.13;41961.27;3516.75;g78;5405.48;43832.08;33302.65;46716.39;g78;43159.43;38087.32;36851.08;25752.21
g79;4445.81;29553.29;5340.49;41879.69;g79;21546.1;35782.98;40801.68;33666.49;g79;42556.56;34606.64;26259.83;8454.68;g79;15026.75;50000;36538.81;21246.47;g79;26551.3;43328.49;13407.94;1824.95;g79;7788.41;36681.61;40801.68;42262.58
g81;7205.49;3130.65;26482.41;31607.88;g81;31318.94;49115.18;24709.37;26360.85;g81;28327.09;49028.44;38282.16;46616.26;g81;43479.18;25366.81;27299.63;37451.77;g81;9721.12;19673.29;35041.04;48403.32;g81;28536.6;41915.54;31673.39;33631.88
g90;40212.34;23638.83;9365.12;22208.89;g90;46479.74;35574.52;5831.33;32520.67;g90;36007.2;17818.9;10251.26;40216.59;g90;11091.97;47476.45;10859.91;27582.98;g90;19905.59;47476.45;8241.68;50000;g90;19225.95;47476.45;29741.68;7863.25
g95;15884.93;46043.98;26084.8;16147.67;g95;22253.35;47837.01;46804.94;10213.63;g95;42680.44;17017.49;17017.49;7101.01;g95;24845.18;17017.49;17017.49;37575.73;g95;29464.08;29585.36;5154.78;27734.01;g95;7149.38;50000;37460.83;32196.21
g96;0;5601.9;48395.98;33105.02;g96;12825.88;48223.07;15618.64;7348.13;g96;27335.08;44653.69;44653.69;44653.69;g96;19125.2;47247.55;36914.84;36914.84;g96;10648.3;598.08;598.08;598.08;g96;20809.07;9529.46;35252.05;47569.63
g97;32274.39;33773.84;38003.77;30453.2;g97;21108.64;16732.54;22235.39;7704.07;g97;19003.26;23528.28;6360.7;0;g97;20489.39;30446.53;38296.11;43939.78;g97;39504.11;4316.26;43733.58;3839.1;g97;30134.74;4316.26;43733.58;3839.1
g99;35774.2;4062.76;40075.47;44639.48;g99;34027.91;44780.13;34460.85;41106.52;g99;35774.2;15875.94;40075.47;14050.43;g99;10485.9;16566.64;18076.83;42709.23;g99;35774.2;16566.64;40075.47;21841.95;g99;35774.2;16566.64;40075.47;6304.47
g103;48283.88;44585.27;48283.88;31673.76;g103;20253.3;24130.07;50000;18933.09;g103;20688.72;24272.42;7587.35;24345.95;g103;49410.97;5740.97;49410.97;23575.19;g103;4788.31;48321.01;39052.08;10337.02;g103;16638.37;50000;16638.37;30805.14
g104;32783.43;36946.3;12716.97;8373.66;g104;19576.03;46965.95;8727.56;32980.31;g104;30590.13;12847.45;15437.14;41924.46;g104;9167.13;21490.01;15437.14;22162.95;g104;19254.43;8949.01;0;22503.73;g104;19281.67;25348.26;15437.14;49582.66
g108;42247;25682;33542.95;25682;g108;47219.94;25686.31;37420.22;25682;g108;0;42316.55;27121.1;7442.93;g108;6308.25;20665.62;38670.46;35346.38;g108;48335.87;48587.5;14206.59;9344.62;g108;0;25682;20370.95;25682
g109;30425.18;46034;12948.98;5630.08;g109;8500.98;5985.87;22506.8;9016.5;g109;37674.82;3765.99;24115.71;29961.01;g109;14341.21;23768.9;27734.2;11224.27;g109;909.59;10889.48;40279.72;21838.11;g109;42661.29;33226.41;38697.15;17553.14
g110;28245.42;13924.54;30975.9;9159.25;g110;46086.2;18463.51;26168.74;41808.26;g110;23304.33;17519.23;26168.74;11958.02;g110;9181.03;34091.45;26974.26;17039.04;g110;3040.5;28466.19;32145.25;4381.5;g110;5430.98;48898.12;39546.02;17376.89
g111;35789.56;12205.86;360.12;17722.79;g111;25336.16;7494.14;3918.43;21077.84;g111;15553;43779.06;23370.34;34412.92;g111;38872.75;0;24521.72;0;g111;35779.95;12205.86;5524.02;17722.79;g111;20805.07;12205.86;0;17722.79
g112;41213.83;3217.71;5672.74;41213.83;g112;40556.96;24680.76;47068.76;10823.73;g112;35137.32;31602.91;7273.53;35137.32;g112;31506.38;14020.11;10420.19;2545.93;g112;24068.94;30275.14;17895.34;24068.94;g112;39755.71;21407.79;11725.98;39755.71
g114;49.25;35136.61;29896.08;16166.74;g114;47072.84;17237.26;14944.53;14295.35;g114;50000;14542.46;14944.53;5041.14;g114;45877.23;41132.83;14944.53;23151.23;g114;36595.89;45911.08;26038.57;45867.64;g114;17782.49;40892.79;31327.48;0
g115;2347;27167.07;35130.35;40942.95;g115;0;18827.71;39315.38;42569.66;g115;6536.2;16625.36;37022.78;50000;g115;27761.05;36207.56;2382.21;10329.56;g115;27761.05;36207.56;2382.21;10806.26;g115;33007.56;22818.06;28414.67;14024.94
g117;37551.13;39716.75;11520.29;8965.49;g117;48288.18;529.92;36295.9;40539.45;g117;22899.46;13007.95;1687.9;13043.6;g117;41479.08;37486.49;36470;7154.13;g117;7013.77;42626.13;19562.19;5242.9;g117;37551.13;39716.75;11520.29;5102.98
g118;27628.13;49869.95;47245.29;9037.92;g118;18887.58;49706.66;16273.04;18118.75;g118;30590.13;12847.45;40988.12;34473.41;g118;9167.13;21490.01;43923.9;35994.06;g118;15498.24;44686.64;8093.1;28445.47;g118;19281.67;25348.26;30955.18;17212.44
g122;7230.62;9989;6628.57;7230.62;g122;49605.6;10669.61;2563.35;29042.6;g122;45384.97;0;31444.26;17982.25;g122;7230.62;29447.37;10219.95;7230.62;g122;6560.32;19703.88;19245.18;35880.53;g122;35543.23;48965.53;31383.06;721.31
g124;35594.54;13160.21;1169.07;35594.54;g124;50000;31394.2;31394.2;30134.69;g124;35594.54;2100.06;14329.64;35594.54;g124;46068.43;11523.13;11523.13;48567.4;g124;48537.4;38634.41;36334.3;9960.13;g124;33671.11;4472.54;21796.8;35594.54
g133;34870.15;41107.06;294.46;50000;g133;47643.81;41107.06;294.46;33182.33;g133;49324.59;41107.06;294.46;1923.12;g133;30969.02;41107.06;294.46;14666.51;g133;378.43;50000;18436.85;27668.23;g133;37458.78;40001.49;41317;50000
g134;49.25;35136.61;25152.06;16166.74;g134;12047.46;34639.27;34639.27;34639.27;g134;7942.5;34639.27;34639.27;34639.27;g134;45145.56;41132.83;17014.17;23151.23;g134;9112.5;34639.27;34639.27;34639.27;g134;23692.81;34639.27;34639.27;34639.27
g140;2796.95;40740.84;42860.79;31294.41;g140;41624.02;33666.49;16466.35;33666.49;g140;25788.45;8340.67;45229.28;36850.34;g140;0;6710.8;7234.85;50000;g140;37305.93;24163.89;13147.07;372.77;g140;13316.27;25288.64;12861.68;404.52
g144;9083.39;34069.39;46938.01;40354.51;g144;10130.62;10990.27;40748.23;20404.6;g144;49802.8;7327.15;7327.15;7327.15;g144;5058.86;7717.76;7717.76;7717.76;g144;30941.45;12190.88;12190.88;12190.88;g144;277.85;2751.99;43080;47586.89
g145;11874.39;16540.88;634.62;41077.32;g145;34102.13;37231.19;47332.16;25539;g145;26329.11;21432.85;23544.1;21432.85;g145;41668.85;41367.57;5943.83;28656.55;g145;35392.73;21432.85;38328.65;21432.85;g145;0;19628.38;5119.24;32016.1
g147;22768.82;44002.03;22768.82;9021.37;g147;6037.39;24545.49;37153.47;34663.03;g147;27409.55;0;7596.68;19020.14;g147;3493.97;21443.93;11545.52;22396.03;g147;18218.25;7743.13;35606.47;40958.9;g147;25172.1;21467.62;25172.1;7951.92
g149;10759.99;9424;19713.18;30964.73;g149;10759.99;9424;40801.68;30964.73;g149;43539.47;19639.73;34186.96;21661.63;g149;30469.54;24602.04;28033.94;23818.27;g149;0.79;20879.67;36537.24;43749.41;g149;10759.99;9424;40801.68;30964.73
g152;26120.71;25405.57;19423.07;46181.25;g152;18627.14;27743.19;18988.74;27743.19;g152;31828.76;27743.19;16116.6;27743.19;g152;35006.65;22188.21;36178.81;6304.76;g152;25694.82;43412.44;37058.36;34931.09;g152;21807.75;48927.72;716.57;13009.32
g155;37469.77;36016.12;0;33510.69;g155;8087.65;12921.02;10649.27;30788.89;g155;8087.65;7803.38;13002.51;30788.89;g155;14653.52;26582.16;10649.27;30788.89;g155;8087.65;38427.76;10649.27;30788.89;g155;34716.47;48725.39;44759.04;49604.19
g157;43838.56;42137.43;24238.73;26300.54;g157;4616.46;27956.86;37003.28;46961.95;g157;499.67;2842.92;1091.4;27782.18;g157;36906.85;8601.39;1091.4;27782.18;g157;15521.52;19990;1091.4;27782.18;g157;35520.05;29873.14;4113.92;47264.93
g159;20334.21;4967.01;13717.04;12966.76;g159;20334.21;4967.01;30390.96;12966.76;g159;25165.29;42047.73;18562.53;46712.29;g159;43486.52;38518.19;28189.96;37917.78;g159;43409.26;37672.93;34337.75;35997.44;g159;20334.21;4967.01;42147.38;12966.76
g162;48283.88;19170.29;48283.88;23382.72;g162;13866.2;46384.86;17881.44;14549.89;g162;18727.68;21268.82;0;25621.03;g162;49410.97;43882.8;49410.97;26797.1;g162;24574.82;17109.87;12535.77;42732.94;g162;16638.37;35624.7;16638.37;44639.34
g164;33657.43;9066.12;10455.82;46843.93;g164;27230.39;1214.5;19874;45113.94;g164;23566.63;31805.22;31805.22;15558.62;g164;5742.44;31805.22;31805.22;16732.95;g164;28951.39;9876.4;33649.34;9677.92;g164;49939.17;31805.22;31805.22;17433.44
g167;43229.71;0;34938.9;8965.49;g167;12085.55;17589.67;39402.12;22501.16;g167;43229.71;36906.37;34938.9;13043.6;g167;47486.35;25697.52;49934.9;14066.87;g167;43229.71;11096.18;34938.9;5242.9;g167;43229.71;0;33142.04;5102.98
g168;12822.65;17892.68;16225.7;48273.17;g168;10016.05;46420.54;15877.84;34164.34;g168;43770.89;43770.89;5075.04;22140.73;g168;10934.89;10934.89;26110.28;29846.44;g168;38190.1;10693.53;15695.78;42619.68;g168;13252.09;11847.02;20834.25;15817.2
g171;29329.42;7934.35;17981.96;35252.04;g171;25627.78;27743.19;39672.34;27743.19;g171;41884.16;27743.19;24338.68;29293.31;g171;13101.33;23846.7;47078.84;15649.36;g171;7724.22;0;17521.79;30123.74;g171;34176.87;5596.7;49979.03;9102.51
g174;9719.55;46327.02;6018.38;31404.02;g174;32408.84;39566.15;38645.6;10777.26;g174;2465.23;9471.26;12747.39;46932.3;g174;36803.46;0;12747.39;29937.99;g174;30374.32;29900.67;31290.94;5667.31;g174;15622.49;4537.4;0;10612.53
g175;43345.5;44550.91;46726.46;11966.4;g175;70.78;5552.39;39592;14344.88;g175;43345.5;5552.39;46726.46;12602.86;g175;34491.92;7078.49;23344.85;16044.95;g175;44401.49;5552.39;46726.46;48727.89;g175;43345.5;5822.94;46726.46;40152.5
g180;41721.25;16128.78;37894.83;22382.22;g180;154.4;19828.91;4104.29;30338.7;g180;36168.05;19828.91;36168.05;36168.05;g180;4717.05;45855.6;4717.05;4717.05;g180;33283.74;19828.91;21772.27;14248.96;g180;3433.58;31627.91;41182.19;8088.92
g182;41213.83;1330.39;15444.92;41213.83;g182;41268.71;30938.14;7771.07;46272.25;g182;35137.32;26500.92;40515.71;35137.32;g182;0;1083.77;26119.3;15475.43;g182;24068.94;22657.34;11944.34;24068.94;g182;39755.71;40745.82;31470.78;39755.71
g189;49483.78;13556.26;35020.73;50000;g189;33943.19;31394.2;31394.2;50000;g189;31363.08;30011.42;48993.91;17475.94;g189;47828.42;11523.13;11523.13;21623.68;g189;12854.24;38556.9;20338.87;15484.95;g189;12397.87;22774.03;29838.68;1272.56
g190;15909.6;41107.06;1748.83;22565.61;g190;4433.46;41107.06;294.46;20360.3;g190;26561.4;41107.06;294.46;44665.22;g190;0;43389.37;294.46;23838.26;g190;8238.43;46320.17;44785.49;43674.82;g190;41897.38;23732.88;25543.32;9697.28
g191;48374.43;48374.43;48374.43;25835.56;g191;24627.66;24627.66;24627.66;30200.18;g191;1056.59;26980.03;15437.14;21217.76;g191;4539.2;25581.34;15437.14;4417.83;g191;44157.88;44157.88;44157.88;15975.86;g191;7201.8;11228.83;15437.14;24238.33
g192;49.25;35136.61;8314.46;16166.74;g192;43040.73;37907.93;46352.77;22603.91;g192;15442.15;23844.41;16835.36;43719.17;g192;45877.23;41132.83;4479.52;23151.23;g192;35260.13;43476.67;316.34;9172.53;g192;6072.19;602;11032.59;19081.18
g195;41213.83;36033.23;45828.95;41213.83;g195;28165.59;25680.04;26691.93;15132.69;g195;35137.32;29387.31;46302.29;35137.32;g195;27830.17;9735.06;34022.55;40845.37;g195;24068.94;19431.26;48159.57;24068.94;g195;39755.71;34120.15;4361.46;39755.71
g202;10271.31;39429.04;13017.48;30852.88;g202;24172.97;16513.95;23141.8;15599.2;g202;42367.82;10421.92;26658.53;32267.74;g202;15897.1;10993.14;20369.03;20369.03;g202;14244.38;13681.02;20369.03;20369.03;g202;35128.4;27798.4;20369.03;20369.03
g205;13471.34;16976.43;4575.43;27244.52;g205;21007.62;16040.8;16040.8;16040.8;g205;36064.32;16040.8;16040.8;16040.8;g205;6264.3;16040.8;16040.8;16040.8;g205;25887;16040.8;16040.8;16040.8;g205;11516.4;11499.03;24193.35;3681.66
g208;3561.51;43282.03;4099.6;22375.32;g208;47354.7;24425.06;32346.3;26597.8;g208;16863.52;16463.5;20246.58;10031.25;g208;19846.3;9684.78;20246.58;18637.86;g208;4246.85;47782.43;20246.58;10031.25;g208;43436.52;9657.55;5065.03;35519.69
g209;39591.06;49251.52;6263.37;2429.65;g209;21152.67;39964;33808.83;17406.69;g209;263.55;263.55;0;1354.57;g209;28697.2;28697.2;8359.42;3892.13;g209;20247.7;10618.29;15060.1;807.7;g209;49960.58;47604.31;12143.73;27454.09
g210;12237.05;49533.78;34165.64;4152.65;g210;36436.68;41945.38;29341.53;8198.07;g210;9399.33;20108.21;32875.56;19523.53;g210;10740.38;7262.47;26126.37;15559.67;g210;29002.05;11937.35;33716.07;28562.18;g210;18953.33;39129.84;46476.92;12733.86
g216;27602.11;1277.62;34448.37;45773.81;g216;21635.41;5160.44;23111.95;21149.99;g216;45891.45;31805.22;31805.22;18034.82;g216;17002.69;31805.22;31805.22;4650.47;g216;1535.47;28853.04;7177.89;42971.47;g216;9580.26;33916.1;30815.78;18043.8
g217;2470.55;13317.83;47433.05;38818.3;g217;22081.67;22081.67;22081.67;25223.05;g217;3074.37;4069.73;3074.37;3841.52;g217;49380.83;21669.29;3447.6;15912.9;g217;19142.73;16103.28;31891.01;34333.6;g217;44072.15;4189.71;14847.18;45773.8
g221;36749.85;50000;47340.84;0;g221;0;11843.77;7708.14;13089.53;g221;43625.06;17017.49;17017.49;10308.08;g221;35714.45;17017.49;17017.49;26781.23;g221;34051.88;24893.53;48458.92;14784.27;g221;13446.22;49019.78;0;25226.44
g222;36408.31;49653.72;26767.79;18110.25;g222;12585.29;39147.86;39147.86;13370.19;g222;32356.35;39147.86;39147.86;39147.86;g222;10740.38;42402.4;42729.77;15662.2;g222;11377.83;39147.86;39147.86;39147.86;g222;35100.78;39147.86;39147.86;39147.86
g223;16840.11;37141.14;34398.04;40183.92;g223;13921.85;25375.43;22839.43;48700.44;g223;43483.3;25375.43;14938.28;48700.44;g223;23419.55;25375.43;27440.19;48700.44;g223;39014.87;16946.99;37663.72;10460.09;g223;6606.8;34965.73;48419.79;7993.68
g224;50000;47730.5;25675.17;14245.51;g224;19867.7;35982.09;37839.69;4579.34;g224;5590.08;37146.53;7757.94;37146.53;g224;5786.52;37162.25;26478.56;29525.94;g224;19326.25;37146.53;15136.18;37146.53;g224;37696.36;7854.48;23288.45;16757.16
g226;43305.28;35547.25;22707.16;27209.03;g226;32373.65;0;39389.73;41839.74;g226;32373.65;21050.84;16537.13;8144.14;g226;5739.53;22263.96;32651.08;36762.3;g226;32373.65;67.57;10686.07;38017.31;g226;36647.36;67.57;10686.07;38017.31
g227;49763.85;28667.16;47894.62;14961.8;g227;25293.37;14082.3;25959.72;4283.13;g227;8588.47;22010.78;2141.3;17407.38;g227;39583.19;25570.19;49879.94;7119.63;g227;11221.28;44080.89;40506.79;3496.98;g227;18485.18;32454.96;6252.84;20389.23
g230;7811.67;46928.8;7811.67;43819.78;g230;48266.13;27743.19;42238.01;27743.19;g230;23986.61;27743.19;1265.21;27743.19;g230;45490.32;15645.48;45490.32;36979.89;g230;10402.42;23889.15;10402.42;9790.28;g230;29301.94;23616.86;13610.28;15740.74
g231;6850.09;25682;38253.56;25682;g231;23416.18;25682;27089.28;25682;g231;49735.6;46765.81;37412.86;37656.21;g231;4993.71;8784.4;2484.11;24948.41;g231;1078.17;26978.09;0;38918.26;g231;11817.97;24838.21;38139.03;25682
g235;9619.98;28076.11;14102.66;38921.05;g235;35507.43;48913.3;42067.11;12285.56;g235;40608.27;1256.8;38793.89;0;g235;44657.23;32148.46;35998.67;101.18;g235;28462.37;33714.21;21095.53;36243.4;g235;21800.62;13540.83;48038.2;49374.72
g236;35594.54;14503.54;11911.44;35594.54;g236;3883.29;31394.2;31394.2;45084.22;g236;35594.54;15491.84;33132.77;30791.5;g236;11281.44;11523.13;11523.13;11575.05;g236;17510.49;27250.82;40898.4;40996.1;g236;37463.98;47645.24;33828.85;35594.54
g237;26212.8;24280.25;39132.04;738.91;g237;29896.41;16680.66;0;30851.4;g237;35957.78;31805.22;31805.22;23514.01;g237;48430.76;31805.22;31805.22;5563.31;g237;7859.12;34917.93;14026.88;15344.38;g237;12620.38;31805.22;31805.22;33625.68
g239;3151.65;44375;33446.56;0;g239;37092.02;15858.19;8932.64;176.7;g239;36513.51;9252.44;29728.74;40562.9;g239;10740.38;38434.56;49053.05;16278.1;g239;39137.5;49231.8;30454.2;12212.41;g239;17140.58;0;0;20622.66
g245;2225.1;1191.66;19156.53;23743.31;g245;37228.24;39969.22;48395.01;32710.08;g245;3391.46;11094.66;35485.01;39316.4;g245;33304.15;40588.45;28052.99;10327.64;g245;50000;39969.22;28052.99;37922.56;g245;2225.1;2479.53;19156.53;28930.89
g248;45700.95;36315.69;50000;42140.24;g248;26734.7;14082.3;31498.15;8616.04;g248;8588.47;22010.78;15861.57;27049.32;g248;40523.51;42351.46;13268.59;40258.07;g248;11221.28;44080.89;14165.86;15135.7;g248;18485.18;32454.96;10458.24;9005.43
g259;41213.83;20060.56;18438.32;41213.83;g259;41959.28;4518.29;36060.71;16794.86;g259;35137.32;0;48291.39;35137.32;g259;31709.5;32978.88;7177.06;29936.21;g259;24068.94;18970.63;12238.92;24068.94;g259;39755.71;32112.79;36658.98;39755.71
g260;34629.95;50000;49978.3;34629.95;g260;44656.44;16064.86;32295.58;46660.52;g260;34629.95;35769.89;15437.14;34629.95;g260;33905.26;11942.75;15437.14;23520.07;g260;34629.95;36794.69;46676.46;34629.95;g260;33834.75;14259.1;15437.14;13871.01
g263;21612.87;28179.51;21707.78;24638.93;g263;20814.79;26852.8;40801.68;45550.64;g263;4351.65;16237.61;34230.21;24960.02;g263;44056.41;35345.98;0;6415.26;g263;25058.61;17796.61;27418.39;14001.18;g263;34905.26;15641.72;40801.68;16762.04
g264;19341.21;41326.54;42647.16;9047.19;g264;25086.31;14844.81;6234.17;5531.88;g264;35846.48;45147.91;9670.31;9084.77;g264;40421.81;26693.18;29828.76;3524.02;g264;9140.7;40916.17;7490.67;41781.18;g264;19560.86;43139.42;4502.01;28531.84
g268;41244.12;26178.35;11295.79;49673.74;g268;37556.2;48147.05;10681.04;12144.89;g268;28011.13;32240.86;48816.21;48996.3;g268;2175.61;50000;48816.21;48996.3;g268;18583.49;42301.14;48816.21;48996.3;g268;22902.83;21606.11;39147.79;24035.62
g269;28485.05;36623.4;7999.32;50000;g269;12842.62;317.99;355.33;1591.21;g269;47695.2;36623.4;8182.86;32930.97;g269;38784.69;38260.5;32371.28;39226.99;g269;28591.67;33831.6;8975.35;30218.73;g269;38732.1;27716.58;8349.63;17653.1
g270;15089.92;15089.92;15089.92;3832.72;g270;16599.34;16599.34;16599.34;4510.18;g270;31874.42;12950.13;33493.75;42486.02;g270;0;43646.02;32526.27;17990.18;g270;3619.77;3619.77;3619.77;11479.82;g270;1578.55;7354.15;45364.6;46612.17
g273;15628;29740.06;31266.2;8965.49;g273;22081.67;22081.67;22081.67;48070.33;g273;3074.37;3074.37;3074.37;13043.6;g273;5573.12;44627.44;42820.54;20429.68;g273;43022.4;28926.76;23755.21;5242.9;g273;35626.93;29159.1;47004.94;5102.98
g274;25624.28;43783.93;40707.1;1569.51;g274;19643.34;27449;32160.26;19643.34;g274;19643.34;27086.62;4578.31;19643.34;g274;19643.34;13536.38;36496.15;19643.34;g274;16428.16;5664.27;13776.03;4549.05;g274;23094.69;10694.08;43344.63;37867.38
g281;28132.33;2700.17;30002.15;36681.65;g281;47059.98;40852.61;44168.29;17756.78;g281;47059.98;38172.46;17828.41;1553.79;g281;7117.38;32968.4;50000;7648.58;g281;47059.98;41765.45;39458.79;16419.75;g281;35953.84;41765.45;23375.01;16419.75
g285;1868.86;26590.97;21551.27;36919.85;g285;0;28714.8;19005.86;40492.89;g285;38743.03;5097.85;25996.87;37666.95;g285;23079.68;11973.17;9958.42;7775.35;g285;24735.94;9343.74;40083.19;20453.04;g285;173.6;9343.74;40083.19;20453.04
g286;35594.54;27518.58;37055.29;35594.54;g286;22670.16;31394.2;24824.76;47762.63;g286;35594.54;26364.75;25702.39;35594.54;g286;16154.9;11523.13;11523.13;17295.18;g286;36055.23;37362.01;45513.06;16093.33;g286;35594.54;17486.36;2067.64;35594.54
g287;11710.48;20107.48;44160.84;19725.71;g287;27394.27;29302.37;47595.03;21671.38;g287;25050.13;46665.84;7971.22;20428.95;g287;28083.29;33218.95;21553.06;43008.45;g287;10040.94;44949.68;38830.89;12005.39;g287;1938.23;6120.27;9795.09;42342.62
g288;47792.07;34969.82;5193.76;3523.8;g288;50000;23265.82;26168.74;18338.22;g288;34957.91;36116.16;26168.74;44348.63;g288;43571.38;20853.34;24435.67;26219.58;g288;31713.58;29221.43;28592.39;5963.72;g288;0;50000;50000;45652.78
g293;50000;48219.33;13534.98;6804.99;g293;37337.86;30500.24;38394.54;0;g293;4769.1;11377.86;2030.45;37037.45;g293;50000;43705.66;32199.87;5933.73;g293;11750.14;13843.13;40545.51;21580.68;g293;6679.2;32218.73;27613.17;34357.18
g294;35758.26;35758.26;35758.26;49061.78;g294;14255.99;14255.99;14255.99;20991.41;g294;980.36;29984.38;45969.39;46367.99;g294;44644.84;25287.72;3277.24;18011.94;g294;30938.24;30938.24;30938.24;3677.3;g294;20703.87;40118.52;43654.29;42344.83
g295;17564.71;43987.13;11826.15;10949.79;g295;38155.5;41556.85;18783.48;13424.3;g295;1499.17;33075.8;12773.99;3980.08;g295;30925.38;34725.82;6092.84;21291.87;g295;1499.17;20820.53;1499.17;46867.88;g295;34423.13;49358.9;43487.16;0
g297;35594.54;20846.3;3375.97;35594.54;g297;23298.41;39969.22;28052.99;48207.4;g297;35594.54;19061.74;14882.59;35594.54;g297;0;39969.22;28052.99;7230.88;g297;44879.98;39969.22;28052.99;47858.18;g297;35594.54;12975.69;4719.27;35594.54
g298;48091.23;30847.44;40765.06;17647.91;g298;4094.32;31394.2;31394.2;50000;g298;41476.4;8875.31;23711.36;36515.1;g298;22001.02;11523.13;11110.58;47560.79;g298;38005.13;21329.93;1468.56;34466.44;g298;15842.63;38260.92;10470.03;16488.51
g300;48283.88;11584.23;48283.88;821.79;g300;13438.74;42306.9;11311;4103.1;g300;23460.72;2260.81;27578.27;2966.68;g300;49410.97;22905.85;49410.97;24998.33;g300;42062.78;36468.27;45886.06;32875.68;g300;16638.37;37597.4;16638.37;32534.75
