;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;
g229;41213.83;23953.01;41893.36;41213.83;g229;34867.32;1339.39;36463.45;36757.16;g229;35137.32;48443.06;10963.48;35137.32;g229;1586.74;50000;10396.81;29403.52;g229;10162.67;34864.33;37701.73;10162.67;g229;31405.21;842.59;34126.7;26445.64
g236;35594.54;14503.54;11911.44;35594.54;g236;3883.29;31394.2;31394.2;45084.22;g236;35594.54;15491.84;33132.77;30791.5;g236;5172.4;30719.26;30719.26;20416.74;g236;35594.54;35943.49;18090.2;35594.54;g236;49465.06;32489.04;32489.04;37139.47
g244;38995.72;32967.4;44985.66;5885.23;g244;22237.06;33849.28;29267.15;29267.15;g244;26129.07;38245.5;9716.73;17528.04;g244;0;46054.38;22397.66;22397.66;g244;35021.69;5343.76;31363.45;31363.45;g244;31100.92;32740.84;41514.96;32362.79
g245;2225.1;1191.66;19156.53;23743.31;g245;37228.24;39969.22;48395.01;32710.08;g245;3391.46;11094.66;35485.01;39316.4;g245;1429.79;39969.22;28052.99;38353.52;g245;2225.1;2479.53;19156.53;47463.21;g245;2225.1;2479.53;19156.53;48078.02
g247;27689.85;27689.85;34754.35;16625.96;g247;11116.17;38907.36;25641.09;25641.09;g247;4595.65;40962.46;46764.21;10633.38;g247;31647.73;17929.69;6559.21;6559.21;g247;27689.85;27689.85;3814.16;3814.16;g247;27689.85;27689.85;8403.34;39117.84
g248;45700.95;36315.69;50000;42140.24;g248;26734.7;14082.3;31498.15;8616.04;g248;8588.47;22010.78;15861.57;27049.32;g248;24164.64;33420.61;11276.49;34415.43;g248;44708.54;100.59;9145.03;32082.78;g248;43229.16;21692.57;36897.73;11213.83
g261;35644.67;4684.13;38822.6;1323.17;g261;43078.13;43509.86;43509.86;12469.75;g261;39861.84;23666.76;1244.94;13458.61;g261;10740.38;42241.49;34569.89;36591.4;g261;11271.62;23291.78;32063.16;22635.46;g261;10740.38;30069.11;43509.86;1154.64
g264;19341.21;41326.54;42647.16;9047.19;g264;25086.31;14844.81;6234.17;5531.88;g264;35846.48;45147.91;9670.31;9084.77;g264;27927.97;13196.28;35767.18;36518;g264;0;956.16;8554.89;37310.04;g264;24775.06;19347.61;45312.66;6864.52
g266;5668.2;41107.06;294.46;43431.1;g266;8737.47;41107.06;294.46;37123.81;g266;8036.93;41107.06;294.46;43759.58;g266;10519.59;21114.38;4864.21;38570.58;g266;28874.39;22247.5;4872.58;8819.42;g266;20696.56;41107.06;294.46;13684.61
g276;36657.1;13531.42;36663.06;26251.22;g276;25060.69;13944.1;47969.69;1642.15;g276;25060.69;13791.15;45006.58;37487.02;g276;33692.58;20912.31;31369.68;22883.27;g276;1527.78;43747.85;9387.06;12545.39;g276;6162.64;28569.5;36308.91;24339.18
g277;24637.3;19643.57;19643.57;19643.57;g277;18859.94;11099.65;44416.96;3485.26;g277;13622.67;2948.86;25603.65;33093.2;g277;31268.13;22739.63;21695.41;0;g277;9873.9;24179.29;14008.6;16313.6;g277;32536.39;19643.57;19643.57;19643.57
g279;16827.65;11791.25;29132.39;41580.14;g279;41409.27;34660.37;34660.37;41409.27;g279;41409.27;8724.1;28615.06;41409.27;g279;34755.22;6216.65;36645.79;21685.68;g279;41409.27;16822.96;30915.54;41409.27;g279;43771.49;34660.37;34660.37;41409.27
g281;28132.33;2700.17;30002.15;36681.65;g281;47059.98;40852.61;44168.29;17756.78;g281;47059.98;38172.46;17828.41;1553.79;g281;12000.55;41765.45;23375.01;16419.75;g281;15392.04;41765.45;23375.01;16419.75;g281;36816.74;43705.36;50000;10976.21
g282;48283.88;12813.33;48283.88;32325.21;g282;26662.15;19857.52;42486.06;19594.31;g282;33830.75;32192.11;48982.14;14407.84;g282;14054.75;25947.27;14054.75;45732.61;g282;28892.88;22418.03;28892.88;11903.98;g282;38048.84;28232.73;16320.39;21500.86
g283;22768.82;31542.45;22768.82;31755.57;g283;50000;19863.75;23025.16;7318.69;g283;26374.7;39408.69;4086.67;28427.23;g283;694.33;41038.35;694.33;24500.28;g283;10849.92;4052.14;45592.67;44385.43;g283;39497.09;21125.23;39497.09;40623.77
g288;47792.07;34969.82;5193.76;3523.8;g288;50000;23265.82;26168.74;18338.22;g288;34957.91;36116.16;26168.74;44348.63;g288;28510.76;17296.21;4797.3;1545.18;g288;35522.06;29105.88;26168.74;28535.39;g288;23313.05;15410.18;26168.74;41260.95
g289;38914.6;50000;48283.88;34177.9;g289;47943.49;27743.19;16517.5;27743.19;g289;7533.93;27743.19;2560.15;27743.19;g289;14054.75;44006.76;14054.75;11871.05;g289;28892.88;27743.19;28892.88;27743.19;g289;46884.3;27743.19;34358.89;27743.19
g292;4533.51;7350.28;47032.09;0;g292;43681.97;27249.04;50000;43681.97;g292;43681.97;9323.93;34498.93;44512.88;g292;23072.22;45145.52;0;11441.92;g292;43681.97;17702.7;3227.99;43681.97;g292;43681.97;2161.96;3329.04;42801.65
g295;17564.71;43987.13;11826.15;10949.79;g295;38155.5;41556.85;18783.48;13424.3;g295;1499.17;33075.8;12773.99;3980.08;g295;1499.17;17109.03;1499.17;4089.4;g295;1499.17;22815.35;1499.17;25174.53;g295;475.17;19912.41;45388.04;26200.65
g297;35594.54;20846.3;3375.97;35594.54;g297;23298.41;39969.22;28052.99;48207.4;g297;35594.54;19061.74;14882.59;35594.54;g297;37120.37;39969.22;28052.99;7479.57;g297;35594.54;15199.99;37636.23;35594.54;g297;28458.09;0;26095.08;47702.5
g304;35789.56;31763.31;0;4882.93;g304;1076.42;32515.91;162.77;32399.31;g304;11931.2;4615.84;39898.38;24774.7;g304;45334.79;50000;17339.34;2386.26;g304;33355.45;37225.64;10931.5;29136.96;g304;11059.24;48474.45;10769.27;30348.56
g307;15952.88;18218.04;35532.54;43903.66;g307;10130.62;27743.19;8651.75;27743.19;g307;10130.62;27743.19;18353.64;27743.19;g307;10130.62;36449.37;28667.42;31971.63;g307;2580.15;27743.19;13528.83;27743.19;g307;39712.13;9008.8;15922.68;27743.19
g312;1092.64;30979.7;13740.81;42270.19;g312;33487.14;26109.1;3983.01;12746.15;g312;30847.71;47687.09;49003.92;41538.42;g312;1539.67;48844.08;8435.03;26118.29;g312;0;48844.08;36402.67;13118.81;g312;21759.59;7666.51;8666.71;37701.92
g313;22142.18;39054.8;8182.86;45078.68;g313;18952.77;18994.43;26899.53;6141.87;g313;34390.8;39003.29;8182.86;36196.89;g313;624.87;38864.97;8182.86;44916.15;g313;16289.79;44446.35;31095.66;18570.57;g313;4478.64;5685.72;8513.48;39302.32
g317;29962.48;34018.74;22330.56;631.64;g317;14278.96;4956.52;50000;23800.53;g317;42345.15;37235.81;13202.3;5663.93;g317;40765.75;28384.41;8316.3;26875.91;g317;37252.86;41795.19;30075.6;0;g317;9668.06;40146.75;22888.6;6068.2
g318;37459.1;47199.4;47199.4;8455.11;g318;46458.1;46458.1;46458.1;36725.71;g318;15048.15;45217.3;23175.29;13818.28;g318;20881.07;15573.21;20881.07;12320.19;g318;45100.2;1511.99;590.16;34951.57;g318;33831.62;24480.43;6557.97;48873.32
g324;12853.77;18169.56;11702.84;8965.49;g324;30518.47;49439.13;50000;21924.33;g324;27550.57;14248.4;9486.19;13043.6;g324;42289.76;21779.62;12723.88;4982.37;g324;23344.85;10992.15;3107.18;3366.72;g324;7065.66;21351.39;4670.32;18228.62
g329;31336.53;6979.91;14983.66;16265.72;g329;6729.61;2010.15;20661.75;15941.07;g329;28571.59;33716.4;43882.46;18909.93;g329;40904.51;9206.81;28583.28;17312.49;g329;24981.49;9458.09;28583.28;17312.49;g329;41738.48;18150.64;14475.97;45766.95
g330;10510.59;18860.86;3992.04;16350.13;g330;46656.08;782.1;45550.4;48880.7;g330;41630.94;20305.53;6451.49;37774.68;g330;27740.75;18440.69;3068.24;26486.09;g330;50000;9982.37;23924.68;23924.68;g330;41126.16;25270.85;34910.08;23923.7
g332;46467.96;13112.38;33793.48;1723.66;g332;13281;23669.27;21304.36;1465.38;g332;30590.13;12847.45;46300.63;612.97;g332;45194.6;28832.57;2965.12;7027.46;g332;0;47539.24;44188.99;5548.3;g332;556.92;35196.19;31109.69;39046.5
g335;7508.21;47562.69;0;14855.4;g335;10130.62;8966.42;27508.66;28323.71;g335;10130.62;41352.03;13233.98;10116.02;g335;10130.62;42883.49;2699.31;42270.91;g335;11056.69;9663.73;18520.31;45458.96;g335;10130.62;40112.8;17213.87;22805.54
g338;7230.62;21826.35;32622.43;9548.09;g338;1070.76;40248.7;40248.7;40248.7;g338;25995;40248.7;40248.7;40248.7;g338;14720.12;29591.18;6300.41;50000;g338;7230.62;36231.97;3453.1;7230.62;g338;7230.62;4275.89;30242.33;7230.62
g339;48639.91;29288.8;32452.37;9921.72;g339;8500.98;5985.87;22506.8;38817.7;g339;37674.82;3765.99;9810.15;24965.04;g339;24834.07;37465.63;11324.34;47722.64;g339;9932.55;18376.03;18242.18;32130.35;g339;12970.65;3182.19;20423.15;7625.22
g340;17139.74;28623.9;17000.52;22435.01;g340;27240.4;38483.36;38483.36;38483.36;g340;27240.4;38483.36;37216.79;38483.36;g340;23929.18;10639.24;14333.5;3261.01;g340;30381.62;43913.61;34239.3;44641.71;g340;5986.76;26050.77;39265.88;24493.63
g345;41925.7;35741.88;0;50000;g345;50000;50000;20390.49;7849.07;g345;39349.51;14702.49;3152.83;34282.21;g345;20622.51;28384.41;33635.88;0;g345;8668.46;43401.3;0;27165.84;g345;0;40146.75;7025.16;18069.26
g348;19520.05;13875.12;13623.21;19195.09;g348;9938.91;33666.49;26234.45;33666.49;g348;8108.18;23771.23;0;34908.23;g348;34182.6;33666.49;40038.94;33666.49;g348;22730.26;33666.49;30471.84;33666.49;g348;10937.75;33666.49;28894.75;35610.86
g356;7753.31;44356.82;19935.09;39659.56;g356;24147.06;10678.49;40801.68;40694.13;g356;30590.13;12847.45;49773.19;29512.62;g356;45194.6;28832.57;40801.68;0;g356;978.41;44192.59;40801.68;37124.94;g356;43346.35;29209.84;17490.8;40507.85
g357;1530.65;15946.18;920.05;27431.9;g357;29727.11;30855.62;47172.13;29727.11;g357;29727.11;10978.25;35145.84;29727.11;g357;34377.96;32691.23;7541.51;36278.49;g357;29727.11;181.95;6772.52;29727.11;g357;29727.11;23951.58;41044.88;29727.11
g362;22241.01;15086.68;47760.57;29274.52;g362;3543.35;39969.22;28052.99;14104.06;g362;71.36;27980.02;30608.83;27852.97;g362;23392.1;39969.22;28052.99;34131.71;g362;14372.64;8361.68;11634.48;34812.94;g362;50000;7879.54;0;14909.87
g363;516.99;13473.84;26497.19;34935.24;g363;10130.62;39006.85;36605.98;39006.85;g363;10130.62;39006.85;40745.76;39006.85;g363;10130.62;32781.15;21325.34;6456.18;g363;50000;26226.72;30743.93;49348.81;g363;10130.62;29098.57;50000;38442.05
g365;28746;48441.36;48441.36;48441.36;g365;38304.64;19389.07;49758.59;43093.48;g365;27150.92;36823.04;49452.45;33304.96;g365;6536.1;5087.13;82.22;28031.91;g365;50000;44391.81;19003.25;7812.66;g365;21088.84;48441.36;48441.36;48441.36
g368;2783.61;37195.99;43628.57;29511.6;g368;6831.54;44068.61;42381.7;31854.83;g368;23526.2;44802.58;30461.2;49345.07;g368;34256.65;40170.78;6053.01;25025.5;g368;8472.99;29013.87;42610.07;0;g368;48981.96;32155.73;34932.88;31029.88
g372;35075.71;42395.42;0;50000;g372;4009.67;5973.38;49181.7;1305.51;g372;9074.41;5973.38;2581.6;20048.59;g372;41990.15;47486.7;44562.34;15501.17;g372;3258.16;18135.84;3562.5;39337.81;g372;35663.04;5973.38;10711.47;17826.29
g383;23457.03;36631.57;34671.71;2941.95;g383;36075.31;41278.61;5192.89;25552.13;g383;23329.36;41278.61;48194.12;42384.8;g383;19077.93;29361.58;39584.3;5353.41;g383;22684.96;12503.28;17227.41;4505.06;g383;36466;41278.61;8043.49;47812.32
g385;8506.41;48635.02;39352.12;15000.82;g385;4319.09;42937.14;26168.74;25414.97;g385;40301.91;40692.59;26168.74;16684.2;g385;39042.32;26080.47;41178.69;13227.14;g385;30812.28;27939.39;26168.74;7506.2;g385;21473.97;2387.3;26168.74;48879.21
g387;1553.13;48187.35;5576.18;35178.56;g387;10130.62;34404.67;0;5050.49;g387;10130.62;33265.46;33265.46;33265.46;g387;10130.62;11646.11;11646.11;11646.11;g387;27535.8;21960.54;3750.55;48898.01;g387;10130.62;29475.15;29475.15;29475.15
g390;10167.09;4690.46;27883.08;36686.29;g390;37142.41;1008.48;7655.83;0;g390;30590.13;29730.91;22626.6;56.53;g390;45194.6;28832.57;20704.14;29373.61;g390;27963.77;49887.31;35441.41;30277.09;g390;48480.87;23565.19;47835.75;23416.96
g394;27689.85;27689.85;28131.91;12282.27;g394;23131.1;26540.05;17239.26;34869.02;g394;3586.54;14743.01;39327.94;22623.85;g394;18389.51;27034.49;35738.08;43728.36;g394;27689.85;27689.85;15263.39;6884.29;g394;6546.35;27689.85;15626.81;5111.85
g395;40677.16;20066.51;16088.99;2712.21;g395;3800.25;37048.03;34078.31;47875.22;g395;24669.45;20059.8;36680.47;26173.68;g395;10740.38;48743.51;11399.87;37500.07;g395;45132.89;25838.53;40139.14;19492.36;g395;10740.38;16138.51;48245.73;13432.32
g397;10572.41;47078.14;10572.41;42763.59;g397;43667.72;23319.45;20428.99;15109.08;g397;35120.35;26247.25;14071.97;3123.23;g397;1508.38;28320.38;23498.29;24631.71;g397;19663.29;13753.96;19663.29;40064.28;g397;40602.78;789.1;40602.78;49509.1
g408;31448.82;7900.64;30982.26;27455.11;g408;14337.2;0;30982.26;27455.11;g408;36428.01;32624.88;30982.26;27455.11;g408;49063.54;7426.26;30982.26;27455.11;g408;3726.51;46521.38;43396.92;43396.92;g408;26582.03;23079.92;39746.63;50000
g410;19108.1;17225.78;30982.26;27455.11;g410;3498.22;46133.79;30982.26;27455.11;g410;50000;43532.53;30982.26;27455.11;g410;35588.23;41190.1;30982.26;27455.11;g410;6747.33;6747.33;50000;20140.33;g410;48484.86;18576.67;45484.41;50000
g413;29747.93;22425.41;16162.06;45740.22;g413;41586.34;39042.03;13857.45;17560.72;g413;47839.51;14717.44;0;32644.1;g413;3415.04;15413.4;16238.65;44867.85;g413;20258.02;14503.24;49272.17;1371.95;g413;13768.71;39853.4;42881.27;43834.88
g415;3100.86;3100.86;3100.86;2849.18;g415;48698.62;48698.62;48698.62;12083.58;g415;50000;915.31;20694.49;31889.87;g415;35957.58;6211.91;6211.91;8999.42;g415;26497.61;9685.08;46772.66;27551.76;g415;15939.2;39649.64;8228.75;16422.26
g422;50000;21521.87;33852.63;24957.41;g422;34672.09;12836.76;8913.27;15745.5;g422;10628.53;4241.44;8913.27;13572.51;g422;26003.53;29010.47;19678.53;21415.9;g422;13525.38;35925.5;8913.27;27148.25;g422;33120.14;39170.13;11226.13;31399.79
g427;28928.8;21901.88;27193.46;48149.22;g427;30690.76;27743.19;49346.17;29381.01;g427;28928.8;27743.19;27193.46;27743.19;g427;7203.74;21309.86;10257.52;33246.56;g427;5191.67;27743.19;20806.54;27743.19;g427;28928.8;40961.15;27193.46;27743.19
g432;10150.22;26005.91;2535.78;16894.79;g432;10389.41;2287.57;28256.19;2576.17;g432;37786.34;15694.62;28256.19;49176.85;g432;30933.87;37627.28;17370.45;12447.27;g432;1860.11;25395.8;20051.07;14906.61;g432;9819.79;14083.64;28256.19;2576.17
g436;25941.5;16634.85;37564.54;25941.5;g436;8579.75;4784.52;40801.68;31805.22;g436;25941.5;39677.4;28010.77;25941.5;g436;3799.07;16264.84;40801.68;50000;g436;24066.35;34155.36;40801.68;14791.67;g436;25941.5;27022.13;13775.45;25941.5
g446;35789.56;35818.61;35972.25;28053.53;g446;7793.27;27726.68;43759.92;44097.52;g446;8334.49;12328.64;21494.57;29091.47;g446;45334.79;50000;19186.2;38172.14;g446;33355.45;31906.4;14861.42;0;g446;31282.12;34139.2;39398.07;6305.61
g454;25717.43;14451.97;16779.95;49274.36;g454;39885.06;18399.24;22743.29;21201.8;g454;28989.4;22178.65;28989.4;24495.69;g454;28989.4;35149.67;28989.4;26223.57;g454;28989.4;32639.28;28989.4;8464.71;g454;25914.81;42251.88;26064.86;13176.21
g455;21641.23;36623.4;8182.86;21641.23;g455;37036.19;45721.47;47433.03;27427.59;g455;19862.93;36623.4;8182.86;21641.23;g455;0;36623.4;8182.86;42756.86;g455;18808.41;14293.26;25162.04;33618.75;g455;21641.23;31764.56;487.5;21641.23
g459;15125.38;45558.79;20229.15;50000;g459;31108.07;25375.43;13405.97;48700.44;g459;20004.89;25375.43;30258.87;48700.44;g459;21448.63;25375.43;38200.91;48700.44;g459;13187.75;25375.43;41740.12;49460.56;g459;49421.64;28170.88;27743.32;13910.7
g462;22768.82;0;22768.82;20802.1;g462;44338.74;44090.81;15827.64;29144.8;g462;42465.27;6583.87;9870.57;9300.52;g462;694.33;47628.35;694.33;21483.21;g462;24392.85;40185.14;26089.9;40200.2;g462;39497.09;47227.64;39497.09;47227.64
g464;23647.05;33856.51;33347.82;15055.59;g464;36878.87;18914.2;10758.23;33089.99;g464;26946.39;17017.49;17017.49;43572.98;g464;26471.46;16458.17;15985.26;15386.34;g464;7116.62;17017.49;17017.49;12866.05;g464;22232.44;17017.49;17017.49;36555.01
g465;15680.68;30514.86;15680.68;14342.21;g465;42547.05;25375.43;18450.36;22497.59;g465;40672.61;25375.43;27079.63;48700.44;g465;22293.83;25375.43;15158.42;48700.44;g465;8390.87;25375.43;27985.88;48700.44;g465;25087.93;19992.73;25087.93;4146.84
g466;31259.81;8013.99;26985.44;1873.27;g466;1795.21;9854.37;20849.17;1795.21;g466;1795.21;19590.16;15856.79;1795.21;g466;49629.05;32295.56;31962.7;38210.41;g466;1795.21;8660.97;0;1795.21;g466;1795.21;23170.48;48470.54;1795.21
g467;31949.28;12202.55;15328.38;28002.49;g467;33064.5;36512.23;36512.23;23602.8;g467;21289.98;3084.44;1706.96;34049.61;g467;21641.06;9393.89;15173.14;37599.64;g467;7177.3;7009.14;23124.17;23582.99;g467;5560.5;36512.23;36512.23;11527.39
g468;48118.38;47926.52;2229.83;50000;g468;2958.18;39969.22;28052.99;43821.84;g468;47560.04;47993.36;21417.67;38686.98;g468;6009.19;39969.22;28052.99;36298.49;g468;22698.34;1346.7;12668.59;25817.63;g468;8786.94;1566.15;46900.13;24054.34
g471;15165.68;23807.65;21970.33;0;g471;10992.04;13843.03;29268.7;28044.5;g471;4194.26;35720.08;5808.71;4194.26;g471;30658.66;21584.76;30658.66;30658.66;g471;46013.68;21584.76;4062.01;10290.42;g471;46654.23;45556.24;46654.23;46654.23
g474;45216.1;1075.77;50000;20394.55;g474;39422.05;48848.16;6028.7;32315;g474;11748.83;1017.62;7146.65;32315;g474;31567.34;686.39;7393.55;19579.01;g474;34612.28;29558.38;11411.98;48679.38;g474;1317.96;33370.56;6028.7;32315
g475;44832.19;31938.22;14423.59;27306.65;g475;10130.62;7551.27;7551.27;7551.27;g475;10130.62;8090.77;44858.25;7551.27;g475;10130.62;2424.04;8565;43026.07;g475;40991.04;15630.81;3324.29;13519.51;g475;10130.62;3635.99;43094.39;31544.75
g477;27689.85;27689.85;6781.66;23673.45;g477;8807.17;9785.32;45000.27;30642.78;g477;6294.9;48037.28;42616.88;43058.6;g477;37166.52;16461.72;14693.34;19525.44;g477;27689.85;27689.85;5020.88;5026.53;g477;27689.85;27689.85;50000;27404.66
g478;34667.53;41979.15;8109.76;25344.73;g478;26734.7;14082.3;39371.32;13181.07;g478;8588.47;22010.78;35126.24;18422.41;g478;21166.82;43808.63;34460.41;43404.34;g478;27575.63;32797.52;12905.55;26505.27;g478;39304.05;8128.38;9910.41;19058.14
g488;27689.85;27689.85;21470.14;4893.87;g488;30676.48;43142.67;43142.67;43142.67;g488;8482.53;43142.67;43142.67;43142.67;g488;6820.74;43142.67;43142.67;43142.67;g488;27689.85;27689.85;40945.88;40119.76;g488;27689.85;27689.85;13934.74;2820.41
g489;26264.12;49344.81;22768.82;28836.59;g489;43123.35;42359.66;3533.19;9480.85;g489;35055.93;20888.58;15026.94;25747.97;g489;694.33;30147.15;694.33;45319.68;g489;16641.11;23444.64;9012.06;35626.56;g489;39497.09;31886.81;39497.09;21811.7
g494;49.25;35136.61;23581.4;16166.74;g494;34815.23;8146.85;5933.42;27571.64;g494;30616.96;50000;1395.61;7006.14;g494;25894.89;16621.28;45000.36;9239.89;g494;905.24;27975.06;50000;38741.74;g494;29479.58;4450.89;28476.16;33701.71
