;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;
g17;10054.57;13352.78;40514.37;28982.51;g17;31823.34;40200.2;50000;40200.2;g17;26872.13;28786.8;31100.85;28786.8;g17;23015.31;9452.61;47627.78;18296.01;g17;5764.43;47227.64;33172.05;47227.64;g17;39864.76;41018.73;47132.11;41018.73
g18;31609.74;30524.68;24005.16;36738.94;g18;48064.54;49986.36;17560.02;24201.44;g18;38110.24;18720.35;44402.8;8264.46;g18;38102.05;26244.67;40761.92;18539.3;g18;16335.69;28163.72;28368.86;33536.67;g18;20009.46;44019.71;0;9170.66
g19;4007.69;49008.73;22831.3;49751.39;g19;48204.68;47156.75;41020.01;41672.09;g19;14154.28;28935.72;37826.74;25521.92;g19;3371.85;15678.32;48014.14;5242.9;g19;48204.68;47156.75;41020.01;18228.62;g19;48204.68;47156.75;41020.01;5102.98
g20;45609.04;11351.26;27680.98;44326.37;g20;27689.85;27689.85;43722.33;33805.83;g20;49500.41;21663.16;27299.63;37451.77;g20;22579.37;50000;0;43447.99;g20;27689.85;27689.85;44456.34;9766.86;g20;27689.85;27689.85;17464.07;10564.29
g21;10130.62;40964.67;40964.67;30497.41;g21;20829.8;344.38;1271.32;20817.82;g21;16341.65;41593.58;47357.9;7811.86;g21;23308.33;49342.87;45016.23;18567.33;g21;10130.62;40964.67;40964.67;16900.19;g21;29958.55;40964.67;40964.67;29765.05
g22;28857.06;41107.06;294.46;39535.86;g22;18194.36;44399.92;11426.87;36878.45;g22;43622.47;41107.06;294.46;16131.99;g22;6321.34;17000.87;3079.52;6321.34;g22;6321.34;41107.06;294.46;6321.34;g22;1299.28;2416.28;22600.84;20800.04
g23;48566.51;34863.75;915.61;31089.6;g23;0;27975.06;915.61;38741.74;g23;45877.23;41132.83;915.61;23151.23;g23;31363.44;27387.27;42836.35;27548.3;g23;29479.58;4450.89;42830.36;33701.71;g23;20215.44;31963;42698.42;11155.06
g24;2921.29;44373.2;8195.65;19938.79;g24;39973.28;15688.88;18472.14;47246.65;g24;50000;26640.21;47285.27;381.17;g24;33046.12;10472.97;47285.27;381.17;g24;40484.61;49189.49;37383.88;16944.52;g24;33435.52;35036.12;19464.36;28026.36
g25;22081.67;22081.67;22081.67;24738.35;g25;46432.28;46432.28;46432.28;5375.74;g25;1028.8;7422.44;0;31633.42;g25;12919.18;46074;38518.81;37423.7;g25;42234.56;50000;16813.7;18396.65;g25;33194.27;20985.52;35501.77;42982.01
g26;1559.34;3011.06;39987.63;12646.98;g26;4265.53;8539.14;33777.14;43971.73;g26;25805.31;10060.38;29526.57;42012.63;g26;50000;40047.46;47580.58;45483.41;g26;39497.09;50000;39497.09;35964.44;g26;25172.1;4511.94;25172.1;39612.31
g27;3936.13;43168.95;10571.81;34407.3;g27;25891.02;26201.22;1387.63;40216.07;g27;35923.95;42566.02;10571.81;34407.3;g27;23250.11;17169.03;10571.81;34407.3;g27;46553.44;15621.5;10571.81;35724.65;g27;38988.15;36703.04;17187.61;5283.84
g28;8500.98;5985.87;22506.8;39409.67;g28;36124.49;20793.95;10768.72;32076.74;g28;50000;11610.36;41464.18;21468.53;g28;48660.89;10889.48;40279.72;33957.79;g28;12970.65;3182.19;20423.15;49716.41;g28;42661.29;33226.41;38697.15;33002.89
g29;8500.98;5985.87;22506.8;26487.79;g29;17184.04;27284.06;7199.23;34642.26;g29;2772.38;16172.68;41102.63;38307.51;g29;48660.89;10889.48;40279.72;38334.44;g29;12970.65;3182.19;20423.15;31016.41;g29;42661.29;33226.41;38697.15;33119.33
g30;39357.91;18352.09;32564.64;32103.49;g30;39655.4;32707.98;43836.27;43836.27;g30;35341.57;18668.84;43836.27;43836.27;g30;13121.47;50000;43836.27;43836.27;g30;35435.49;37022.23;15635.33;46447.1;g30;31990.99;38451.19;43836.27;43836.27
g31;39383.97;13460.69;2250.99;22151.62;g31;22638.47;2288.76;29725.68;19833.69;g31;31200;8846;15195.4;45040.07;g31;1085.96;20912.14;28112.24;39402.84;g31;48123.34;43349.88;7413.48;37390.56;g31;30646.64;48546.74;47912.61;27247.53
g32;3379.53;29186.48;50000;38656.01;g32;41529.99;12022.17;1313.91;49548.55;g32;33805.15;32668.59;20965.26;20965.26;g32;34320.1;41368.37;17696.32;20883.79;g32;49819.68;20965.26;20965.26;20965.26;g32;20946.94;20965.26;20965.26;20965.26
g33;43911.12;19219.37;3575.26;4846.34;g33;2157.23;19391.07;18125.17;4654.41;g33;13582;35799.27;5652.14;31673.34;g33;37640.53;29999.03;28259.93;31848.62;g33;13873.68;26445.15;48503.76;16450.91;g33;47109.2;7868.21;689.07;38806.69
g34;19236.97;1695.85;35258.78;21758.7;g34;19244.43;20977.46;8482.72;12333.66;g34;38872.75;45075.3;12224.12;1627.43;g34;35779.95;12205.86;32185.64;17722.79;g34;23295.34;31196.32;28522.35;675.4;g34;9188.04;12205.86;48072.41;17722.79
g35;34022.43;35506.26;152.85;28548.94;g35;9250.45;5884.74;45517.67;18633.22;g35;27761.05;36207.56;2382.21;16721.46;g35;27761.05;36207.56;2382.21;8518.86;g35;27761.05;36207.56;2382.21;0;g35;14349.72;0;11888.43;1077.08
g36;44348.02;25154.29;43513.01;16852.82;g36;24185.72;8642.51;15437.14;1889.26;g36;16053.62;5381.77;15437.14;36683.55;g36;48577.48;27763.28;17854.14;26874.41;g36;18868.69;8214.97;50000;6374.9;g36;19719.69;3861.84;15437.14;3089.6
g37;43471.73;0;28897.49;9362.03;g37;17975.03;0;49662.94;31233.35;g37;35307.6;22843.56;35307.6;35307.6;g37;30289.05;31844.93;1007.86;28830.28;g37;6775.65;10156.81;6775.65;6775.65;g37;39012.9;13319.68;48500.12;28771.95
g38;45941.19;6252.84;43566.05;33590.75;g38;13838.17;40200.2;45540.56;40200.2;g38;17346.12;28786.8;15257.44;28786.8;g38;5999.39;15583.38;50000;33715.36;g38;38088.83;47227.64;5138.8;47227.64;g38;21872.04;41018.73;17567.55;41018.73
g39;17876.4;35968.32;4421.69;0;g39;6338.35;34262.3;6338.35;37627.68;g39;15495.46;33343.39;2668.15;38842.42;g39;6193.42;19873.7;6338.35;9760.07;g39;39707.35;29924.01;32265.47;16732.96;g39;0;50000;24243.23;36769.74
g40;3171.01;27022.2;5516.18;13983.8;g40;5870.88;11998.43;5516.18;47875.28;g40;33519.62;36328.38;5516.18;26731.74;g40;36575.25;30245.67;367.08;40127.58;g40;8720.83;22581.2;19738.07;32593.59;g40;11732.59;2349.91;12257.77;10030.96
g41;12352.58;19190.2;8494.77;50000;g41;23213.63;0;47819.2;31655.37;g41;17328.79;33892.46;4978.75;32776.63;g41;183;4345;31303.17;4345;g41;36599.52;20062.94;22564.18;48935.11;g41;36733.22;18599.04;10795.14;24882.79
g42;10744.17;40938.15;3638.82;34704.79;g42;0;5235.56;50000;17101.06;g42;1631.74;26892.09;27387.37;16487.99;g42;44699.89;15601.44;0;5985.91;g42;39574.84;18082.86;19508.38;12271.05;g42;17792.33;24835.33;39505.63;35465.51
g43;10130.62;7299.63;7299.63;7299.63;g43;31907.13;15664.02;46051.5;33766.05;g43;21057.55;11223.92;40467.53;12113.88;g43;22252.83;7299.63;7299.63;7299.63;g43;10130.62;47278.92;25646.89;23983.84;g43;15527.48;7299.63;31785.76;44252.05
g44;4211.05;19322.43;0;50000;g44;25374.75;47187.49;25374.75;7935.81;g44;33756.48;15709.89;33756.48;30269.52;g44;3480.91;46287.3;3480.91;5242.9;g44;42026.09;2684.71;42026.09;18228.62;g44;41847.93;31081.45;34767.23;5102.98
g45;22081.67;26348.25;22081.67;41796.64;g45;46432.28;46432.28;46432.28;37886.1;g45;4087.14;46745.44;12679.77;21223.12;g45;16998.53;40216.09;34712.4;25643.72;g45;25850.52;10887.16;49091.8;5415.96;g45;45209.71;31558.76;22351.34;34334.54
g46;49500.06;577.59;577.59;577.59;g46;10241.81;21982.72;0;45974.67;g46;10740.38;577.59;577.59;577.59;g46;14068.82;15636.73;577.59;577.59;g46;10740.38;38545.73;31110.35;12314.55;g46;3231;35663.99;19672.57;26666.48
g47;36140.63;24614.75;46195.38;26433.88;g47;35594.54;23955.01;13795.78;35594.54;g47;28709.53;24495.99;41655.63;13879.02;g47;26765.72;330.85;7072.23;37000.16;g47;2223.88;7094.7;10524.3;37614.57;g47;35594.54;42590.62;2621.81;35594.54
g48;16520.6;26800.87;17797.52;22176.35;g48;10162.67;31148.66;33190.26;10162.67;g48;919.5;0;50000;20217.53;g48;24726.78;0;49604.1;24068.94;g48;16236.72;9029.17;3937.38;32526.38;g48;39755.71;44482;30724.27;39755.71
g49;26633.58;25771.37;13253.81;13253.81;g49;13468.83;40311.95;33401.87;33401.87;g49;25823.98;10260.87;48758.89;43638.42;g49;32176.77;6236.83;29837.27;2366.76;g49;45983.08;23332.6;38105.75;41822.45;g49;0;720.24;27845.44;14143.16
g50;1972.5;50000;47443.49;47443.49;g50;13371.46;18730.14;10383.05;10383.05;g50;37804.14;37804.14;6187.26;27166.1;g50;12248.75;38711.4;25227.68;28063.2;g50;28069.52;28069.52;21594.07;16799.4;g50;35835.66;35835.66;18395.2;18395.2
g51;5364.02;40510.75;0;25496.64;g51;40760.49;45808.9;50000;28739.84;g51;13894.73;19981.34;35836.49;2676.79;g51;31040.58;25003.7;50000;25003.7;g51;13154.64;1133.67;32693.41;31660.74;g51;34349.02;11969.07;472.67;42727.72
g52;31279.84;25375.43;14633.42;48700.44;g52;25417.47;25375.43;6103.6;48700.44;g52;21307.15;25375.43;48641.04;48700.44;g52;442.23;4836.58;23092.13;18948.6;g52;39497.09;30923.75;39497.09;8680.22;g52;25172.1;43283.43;25172.1;49327.68
g53;19738.97;42676.34;19455.87;1194.88;g53;34037.59;27269.78;27359.88;38464.42;g53;32464.53;39901.19;28088.78;26766.07;g53;32557.83;8140.61;25897.58;3476.43;g53;32557.83;28209.4;25897.58;16489.17;g53;32557.83;11451.36;25897.58;24379.22
g54;21409.94;16355.67;21739.18;27310.08;g54;0;20181.11;18859.99;11172.53;g54;19835.19;36207.56;2382.21;7169.12;g54;27761.05;36207.56;2382.21;29450.39;g54;27761.05;36207.56;2382.21;37638.5;g54;27121.92;31507.46;24556.86;21645.16
g55;35714.03;25682;38589.02;25682;g55;39654.92;15602.72;15437.14;19872.9;g55;39750.49;14072.46;15437.14;32017.02;g55;3273.42;33170.24;43099.91;48487.64;g55;38043.09;25682;46348.71;25682;g55;40166.78;25682;15437.14;25682
g56;33273.76;25375.43;38073.23;48700.44;g56;18257.74;40543.03;40436.63;48700.44;g56;41493.34;25375.43;0;48700.44;g56;24149.95;29455.21;14141.4;44507.36;g56;44206.49;322.59;13185.12;30516.46;g56;36100.6;41653.86;38777.12;33605.74
g57;5165.06;27905.3;26168.74;26020.93;g57;3727.25;13253.7;26168.74;705.35;g57;9167.13;21490.01;21483.61;42841.24;g57;663.01;4611.05;49939.3;43230.47;g57;29778.64;18241.79;26168.74;12775.21;g57;19281.67;25348.26;25879.25;4567.32
g58;11617.12;12558.71;38273.7;29165.74;g58;16836.9;31699.37;24765.03;26472.98;g58;17524.62;47728.91;47728.91;47728.91;g58;7286.71;1687.58;1687.58;1687.58;g58;13615.66;21839.95;21839.95;21839.95;g58;20443.92;21322.65;25675.59;46964.12
g59;35295;39969.22;28052.99;27390.97;g59;49181.99;13674.91;9162.71;39197.51;g59;18458.36;39969.22;28052.99;12602.33;g59;43299.58;39969.22;28052.99;44407.21;g59;13792.86;3171.88;30222.41;18571.92;g59;6505.05;5530.63;34659.98;23422.08
g60;26580.23;41383.71;30267.43;6014.22;g60;28441.62;40273.76;10367.38;43192.45;g60;43282.43;31805.22;31805.22;29702.7;g60;24092.5;7673.59;11570.56;49848.1;g60;31646.49;23800.27;7517.43;4159.2;g60;0;31805.22;31805.22;48996.18
g61;7181.44;29150.84;44540.98;12247.75;g61;43886.74;46859.49;15366.69;4305.34;g61;16629.08;29341.75;27299.63;37451.77;g61;20207.75;50000;3997;50000;g61;33003.8;48639.2;44456.34;9766.86;g61;18751.24;18353.24;36175.86;12757.87
g62;2921.29;44373.2;13857.45;18173.73;g62;5683.96;33085.63;49272.17;1371.95;g62;5080.74;16794.74;10864.7;39450.75;g62;33046.12;10472.97;41963.45;36376.35;g62;40484.61;49189.49;19545.3;18879.5;g62;8478.65;989.45;40593.24;12340.31
g63;37771.81;29093.25;42042.49;7946.4;g63;27021.41;14787.61;11426.56;15922.27;g63;10769.88;43580.91;28534.38;2423.89;g63;13369.76;10225.45;30467.36;43149.51;g63;47543.79;38316.63;30410.58;36093.72;g63;37136.14;38930.66;27329.65;19723.06
g64;44791.24;42983.75;26168.74;18981.38;g64;29042.86;34532.01;26168.74;22505.76;g64;4429.85;30531.75;25983.35;42087.58;g64;1052.05;1002.15;16742.42;64.93;g64;26333.14;541.54;26168.74;44488.6;g64;9679.38;48870.19;3838.99;49776.72
g65;10861.92;43206.79;5048.6;48929.79;g65;22729.73;17017.49;26425.26;27837.06;g65;28638.27;17017.49;17017.49;17671.36;g65;8199.15;11548.96;22617.5;4209.21;g65;37462.34;17017.49;17017.49;37552.53;g65;12654.37;17224.67;22388.17;49860.82
g66;22495.52;31519.51;31324.85;8190.73;g66;8128.34;45288.41;50000;14363.39;g66;16112.89;32657.86;27299.63;37451.77;g66;3673.72;44486.35;6630.55;29612.75;g66;11794.97;23381.92;44456.34;7597.02;g66;733.16;38935.51;41973.81;49253.83
g67;15278;23605.66;0;43497.32;g67;18873.08;26892.41;5033.96;48961.67;g67;18864.2;0;13838.24;31492.44;g67;4251.71;20838.78;32531.6;36634.37;g67;49579.79;28598.84;2037.61;20270.58;g67;5353.02;16184.43;28972.38;12678.13
g68;49599.5;22291.26;31128.44;44698.92;g68;7230.62;31482.33;16009.64;7230.62;g68;7230.62;44760.28;23150.07;7230.62;g68;25183.18;10114.42;21014.96;32289.26;g68;7230.62;14199.28;47543.71;7230.62;g68;35201.37;31744.17;37807.91;13949.69
g69;4138.63;46555.61;30982.26;27455.11;g69;11627.29;44965.39;49236.35;47041.87;g69;17350.28;45031.01;39401.93;34062.89;g69;1178.34;4613.35;15056.33;42993.79;g69;31302.22;30461.79;2837.11;35828.86;g69;12408.75;30012.49;38193.72;13792.69
g70;48758.65;33666.49;47787.73;33666.49;g70;8371.1;33666.49;4940.3;33666.49;g70;30568.67;44172.29;39889.86;18903.57;g70;36340.67;10819.56;50000;0;g70;29222.47;33666.49;22048.7;33666.49;g70;22403.02;20071.94;40911.86;26853.6
g71;12964.44;31517.7;37021.64;12873.23;g71;17745.2;35285.49;25262.43;25262.43;g71;40267.8;30893.97;25262.43;47554.43;g71;24427.09;48720.13;25262.43;25262.43;g71;39078.66;39225.02;33041.52;715.56;g71;47060.04;0;25262.43;25262.43
g72;26342.68;26342.68;26342.68;226.7;g72;20564.23;21738.06;30789.2;49245.8;g72;11141.12;50000;7458.56;37921.81;g72;21783.36;21783.36;21783.36;45624.9;g72;3105.61;34811.3;11925.37;45624.6;g72;24964.71;6261.86;48987.82;24159.64
g73;18011.36;18889.14;50000;1774.38;g73;42598.83;36092.8;48086.34;48086.34;g73;26576.73;40227.49;48086.34;48951.35;g73;40050.87;43234.05;48086.34;48086.34;g73;11938.13;37183.64;30709.1;13545.1;g73;50000;43174.2;48086.34;48086.34
g74;10640.34;9295.5;10257.61;35711.73;g74;27142.16;41795.19;11986.71;50000;g74;28202.74;45324.13;25049.89;44051.86;g74;44665.02;27459.42;42192.22;16736.72;g74;8502.67;40146.75;42144.17;19182.56;g74;1335.05;7078.88;48949.39;14280.95
g75;28342.34;41166.98;38867.08;20885.1;g75;9060.71;42650.16;18510.2;33657.35;g75;23009.92;50000;23009.92;23009.92;g75;10510.51;22070.85;36802.95;20884.81;g75;26175.78;41642.84;26175.78;26175.78;g75;24645.72;35478.02;221.57;17152.17
g76;43630.56;41942.61;10716.41;15866.29;g76;26089.66;27689.85;2532.34;37518.79;g76;45804.97;14218.95;427.09;22237.26;g76;32960.66;24438.9;427.09;22237.26;g76;26510.58;27689.85;22952.67;19037.22;g76;27689.85;27689.85;6506.85;30289.94
g77;32135.31;27167.43;26467.45;15155.37;g77;2475.56;38748.56;31577.09;35085.97;g77;27761.05;36207.56;2382.21;23022.63;g77;27761.05;36207.56;2382.21;6179.15;g77;27761.05;36207.56;2382.21;6893.04;g77;14402.04;7086.53;28067.56;32907.7
g78;21126.13;43832.08;1924.62;5694.83;g78;29923.01;17856.13;1057.11;44768.41;g78;33253.9;27824.13;41961.27;3516.75;g78;5405.48;43832.08;33302.65;46716.39;g78;39503.33;43832.08;32848.49;24600.08;g78;43159.43;38087.32;36851.08;25752.21
g79;21546.1;35782.98;40801.68;33666.49;g79;6047.74;33666.49;40801.68;33666.49;g79;15026.75;50000;36538.81;21246.47;g79;26551.3;43328.49;13407.94;1824.95;g79;17237.22;33666.49;8119.16;33666.49;g79;7788.41;36681.61;40801.68;42262.58
g80;13350.1;21892.04;33358.71;40654.56;g80;28892.88;25512.62;28892.88;28583.7;g80;50000;26335.16;49410.97;34081.89;g80;35458.41;37298.5;25383.74;44764.51;g80;27896.69;16240.91;2443.08;27871.52;g80;16638.37;32793.47;16638.37;15568.92
g81;31318.94;49115.18;24709.37;26360.85;g81;27471.33;5097.61;48412.93;8015.27;g81;43479.18;25366.81;27299.63;37451.77;g81;9721.12;19673.29;35041.04;48403.32;g81;18154.07;11201.47;44456.34;9766.86;g81;28536.6;41915.54;31673.39;33631.88
g83;35970.22;38855.82;10462.46;27832.47;g83;38807.09;13063.76;9967.36;0;g83;18161.27;18507.63;18507.63;18507.63;g83;28695.61;23871.28;25890.63;23871.28;g83;25269.46;13211.48;13211.48;13211.48;g83;6885.67;27086.58;15242.92;2293.08
g84;19024.99;25357.92;48698.24;14802.47;g84;905.24;27975.06;50000;38741.74;g84;45877.23;40978.92;48200.27;23151.23;g84;11068.58;33221.62;0;19681.54;g84;29479.58;4450.89;24260.14;33701.71;g84;13263.29;38917.19;42059.9;36342.08
g85;50000;15621.94;15621.94;15621.94;g85;29986.18;13124;22198.54;2936.27;g85;44222.4;15621.94;42859.48;15621.94;g85;50000;15621.94;15621.94;15621.94;g85;32771.29;4744.61;3954.8;5771.93;g85;0;2458.31;42588.04;50000
g86;8009.17;41107.06;294.46;48179.23;g86;23793.95;33830.82;41055.42;0;g86;39810.69;41107.06;294.46;17089.85;g86;6735.88;39220.65;49688.21;6735.88;g86;6735.88;41107.06;294.46;6735.88;g86;50000;42930.39;17599.11;138.85
g87;8111.9;37286.33;40801.68;50000;g87;3887.35;44444.08;40801.68;12149.92;g87;29417.81;39111.79;0;41296.03;g87;26667.04;12205.86;44680.32;17722.79;g87;0;8792.58;0;44083.49;g87;13469.42;12205.86;40801.68;17722.79
g88;37268.4;32747.78;1889.68;12648.33;g88;15491.56;36424.05;15491.56;38219.43;g88;41507.02;35623.07;6283.47;41822.14;g88;15491.56;4461.15;15491.56;14363.79;g88;31355.4;45587.81;10721.02;31006.42;g88;49071.76;30445.8;0;32962.83
g89;8727.49;22120.74;46988.66;0;g89;29967.81;11053.82;31080.51;36770.81;g89;24513.51;31805.22;31805.22;11668.88;g89;5830.6;38470.91;24935.13;0;g89;17459.01;0;17014.7;30378.85;g89;12317.65;31805.22;31805.22;10869.96
g90;46479.74;35574.52;5831.33;32520.67;g90;16006.77;47476.45;41466.03;49264.29;g90;11091.97;47476.45;10859.91;27582.98;g90;19905.59;47476.45;8241.68;50000;g90;28456.42;38156.98;49176.36;36813.2;g90;19225.95;47476.45;29741.68;7863.25
g91;23174.54;12516.91;42572.64;3350.28;g91;38683.56;32302.76;30399.63;29302.83;g91;9656.59;266.84;266.84;266.84;g91;31864.72;33919.85;7705.28;6358.64;g91;49790.59;266.84;266.84;266.84;g91;14981.4;266.84;266.84;266.84
g92;35474.12;10515.21;42067.11;17291.3;g92;37391.59;45406.9;8256.33;50000;g92;8724.57;32464.71;34188.24;13705.93;g92;43009.06;10571.6;3450.32;44757.37;g92;26004.7;9502.01;36699.69;24609.59;g92;29646.66;21249.34;0;45429.32
g93;43543.49;28203.29;7537.86;47522.2;g93;29216.96;1478.58;18459.17;19546.8;g93;8598.34;2519.05;23100.49;31924.17;g93;40190.45;13357.02;42337.36;29099.5;g93;29099.5;33183.04;6032.57;29099.5;g93;14968.42;20405.31;5278.1;38545.73
g94;45844.57;5495.49;26168.74;26503.16;g94;20784.84;39682.59;25101.28;45123.27;g94;17256.48;43711.46;48768.06;50000;g94;35173.42;36135.69;31542.07;40281.01;g94;11737.89;7626.29;26168.74;5678.12;g94;5462.7;31195.5;5404.54;31946.23
g95;22253.35;47837.01;46804.94;10213.63;g95;46267.82;17017.49;17017.49;23072.93;g95;24845.18;17017.49;17017.49;37575.73;g95;29464.08;29585.36;5154.78;27734.01;g95;3387.04;17017.49;17017.49;2038.2;g95;7149.38;50000;37460.83;32196.21
g96;12825.88;48223.07;15618.64;7348.13;g96;40550.12;1057.53;18436.82;29434.54;g96;19125.2;47247.55;36914.84;36914.84;g96;10648.3;598.08;598.08;598.08;g96;42856.51;29539.69;29539.69;29539.69;g96;20809.07;9529.46;35252.05;47569.63
g97;21108.64;16732.54;22235.39;7704.07;g97;31441.13;4316.26;43733.58;3839.1;g97;20489.39;30446.53;38296.11;43939.78;g97;39504.11;4316.26;43733.58;3839.1;g97;21248.79;11727.07;39069.49;29290.89;g97;30134.74;4316.26;43733.58;3839.1
g98;22081.67;22081.67;22081.67;13019.48;g98;46432.28;46432.28;46432.28;19599.44;g98;42638.65;24083.38;14097.07;50000;g98;6210.07;45367.03;5790.24;3478.75;g98;25139.05;34084.83;32804.03;29447.51;g98;0;33316.99;24469.86;23490.87
g99;34027.91;44780.13;34460.85;41106.52;g99;19513.17;16566.64;12365.21;35451.88;g99;10485.9;16566.64;18076.83;42709.23;g99;35774.2;16566.64;40075.47;21841.95;g99;35774.2;34728.52;40075.47;16512.24;g99;35774.2;16566.64;40075.47;6304.47
g100;46719.78;30181.42;34151.42;43047.89;g100;48117.16;48844.96;857.51;36614.29;g100;11245.58;30127.3;30127.3;30127.3;g100;0;10777.21;10777.21;10777.21;g100;37739.76;28126.23;28126.23;28126.23;g100;33280.1;36996.54;46568.96;46647.57
g101;19154.72;27743.19;49757.29;27743.19;g101;15128.69;27743.19;15437.14;27743.19;g101;26144.8;8951.59;15437.14;38528.6;g101;27955.68;29988.17;39757.54;2847.99;g101;46938.59;27743.19;36889.01;27743.19;g101;12615.06;43312.32;15437.14;21877.34
g102;9964.43;20997.12;20997.12;20997.12;g102;22332.39;27330.1;21.93;44260.38;g102;47282.72;20997.12;20997.12;20997.12;g102;25173.98;20997.12;20997.12;20997.12;g102;22332.39;27330.1;21.93;38813.71;g102;22332.39;26240.77;21.93;17491.76
g103;20253.3;24130.07;50000;18933.09;g103;28892.88;11638.48;28892.88;44145.28;g103;49410.97;5740.97;49410.97;23575.19;g103;4788.31;48321.01;39052.08;10337.02;g103;34736.51;44340.26;14426.79;0;g103;16638.37;50000;16638.37;30805.14
g104;19576.03;46965.95;8727.56;32980.31;g104;27302.82;37626.08;15437.14;41247.22;g104;9167.13;21490.01;15437.14;22162.95;g104;19254.43;8949.01;0;22503.73;g104;48994.97;26770.51;19644.41;46224.14;g104;19281.67;25348.26;15437.14;49582.66
g105;48553.66;25375.43;40160.53;48700.44;g105;37873.25;25375.43;41560.29;48700.44;g105;5205.76;25375.43;49978.1;50000;g105;48553.66;27262.21;43823.38;11874.57;g105;43142.01;41952.29;49949.49;48505.32;g105;8995.69;46241.43;47984.13;10300.64
g106;27145.73;5014.87;45945.36;49827.65;g106;6747.33;6747.33;42518.46;25244.02;g106;762.67;762.67;47737.12;30869.89;g106;31583.09;31583.09;34030.81;49757.89;g106;5005.96;28481.31;25089.58;35914.14;g106;40806.72;40806.72;570.21;36604.78
g107;1686.99;5520.26;28183.34;29289.33;g107;21956.74;31737.65;17017.49;0;g107;44102.53;17017.49;17017.49;0;g107;45840.6;22091.22;46573.43;50000;g107;2924.12;19228.67;17017.49;3988.86;g107;10833.53;49810.47;49006.57;9670.94
g108;47219.94;25686.31;37420.22;25682;g108;30099.78;28115.22;27094.46;8931.19;g108;6308.25;20665.62;38670.46;35346.38;g108;48335.87;48587.5;14206.59;9344.62;g108;28493.2;25682;49392.77;25682;g108;0;25682;20370.95;25682
g109;8500.98;5985.87;22506.8;9016.5;g109;21822.11;9718.66;44681.17;25934.9;g109;14341.21;23768.9;27734.2;11224.27;g109;909.59;10889.48;40279.72;21838.11;g109;12970.65;3182.19;20423.15;28660.6;g109;42661.29;33226.41;38697.15;17553.14
g110;46086.2;18463.51;26168.74;41808.26;g110;27467.27;20394.38;26168.74;48048.14;g110;9181.03;34091.45;26974.26;17039.04;g110;3040.5;28466.19;32145.25;4381.5;g110;46576.47;16681.77;26168.74;27246.22;g110;5430.98;48898.12;39546.02;17376.89
g111;25336.16;7494.14;3918.43;21077.84;g111;33355.45;10495.3;13054.55;3783.25;g111;38872.75;0;24521.72;0;g111;35779.95;12205.86;5524.02;17722.79;g111;16916.05;26047.73;20640.42;39207.82;g111;20805.07;12205.86;0;17722.79
g112;40556.96;24680.76;47068.76;10823.73;g112;10162.67;14508.6;2951.18;10162.67;g112;31506.38;14020.11;10420.19;2545.93;g112;24068.94;30275.14;17895.34;24068.94;g112;32379.75;41027.33;36012.4;38337.28;g112;39755.71;21407.79;11725.98;39755.71
g113;12876.97;43098.76;39118.23;7527.64;g113;28892.88;34352.16;28892.88;27739.51;g113;49410.97;0;49410.97;16435.8;g113;0;8298.08;17405.09;50000;g113;29235.37;21881.94;11514.08;9774.32;g113;16638.37;4202.14;16638.37;48194.02
g114;47072.84;17237.26;14944.53;14295.35;g114;905.24;27250.35;14944.53;38741.74;g114;45877.23;41132.83;14944.53;23151.23;g114;36595.89;45911.08;26038.57;45867.64;g114;29479.58;4450.89;5434.16;35573.18;g114;17782.49;40892.79;31327.48;0
g115;0;18827.71;39315.38;42569.66;g115;25246.43;14565.54;28878.62;30512.15;g115;27761.05;36207.56;2382.21;10329.56;g115;27761.05;36207.56;2382.21;10806.26;g115;27761.05;36207.56;4815.03;44836.98;g115;33007.56;22818.06;28414.67;14024.94
g116;17291.66;28392.93;43369.9;30409.64;g116;44460.95;40693.9;32058.63;32058.63;g116;14332.98;31774.32;10326.4;28921.12;g116;23804.71;25661.56;47915.89;19208.05;g116;31843.03;40146.75;4942.57;50000;g116;34350.95;37237.38;48085.53;48085.53
g117;48288.18;529.92;36295.9;40539.45;g117;37551.13;39716.75;11520.29;21244.66;g117;41479.08;37486.49;36470;7154.13;g117;7013.77;42626.13;19562.19;5242.9;g117;37551.13;39716.75;9106.2;18228.62;g117;37551.13;39716.75;11520.29;5102.98
g118;18887.58;49706.66;16273.04;18118.75;g118;22562.35;45361.5;28364.57;47436.29;g118;9167.13;21490.01;43923.9;35994.06;g118;15498.24;44686.64;8093.1;28445.47;g118;6604.25;16059.5;0;22088.32;g118;19281.67;25348.26;30955.18;17212.44
g119;15729.2;5433.8;21122.77;41415.02;g119;24542.53;44977.65;15437.14;16278.97;g119;43561.91;408.7;15437.14;6781.46;g119;34077.46;50000;25477.99;23987.02;g119;27420.44;29869.14;26245.46;43509.78;g119;8421.49;10563.58;15437.14;228.74
g120;29411.78;25682;30555.4;25682;g120;27050.94;42284.89;0;27637.03;g120;36004.88;34861.78;16256.56;0;g120;22604.74;22915.62;39744.9;11083.6;g120;29794.74;25682;2336.33;25682;g120;34616.46;25850.07;39647.46;25682
