;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;t8;t8;t8;t8;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g5997;0.06;0.03;0.32;-0.11;0.07;-0.06;g5997;0;0;-0.04;0;0;0;g5997;-0.14;0.08;0.06;0;0.25;-0.87;g5997;-0.12;-0.1;0.15;0.14;0.34;0.11
g5998;-0.4;0.36;0.13;0.04;0.15;0.28;g5998;-0.21;-0.48;0.27;-0.19;0.03;-0.21;g5998;0.2;0.17;0.21;0.15;-0.1;-0.36;g5998;-0.19;-0.01;-0.13;-0.15;-0.21;-0.25
g5999;0.03;-0.21;0;-0.26;-0.02;-0.13;g5999;0.19;-0.05;0.21;-0.11;0.07;-0.05;g5999;-0.07;-0.07;-0.05;0.24;-0.14;0.04;g5999;-0.35;-0.39;-0.33;-0.51;0.48;0.24
g6000;-0.2;-0.1;-0.03;-0.01;0.06;0.01;g6000;0.39;-0.55;0.43;-0.02;0.68;-0.25;g6000;0.22;0.18;0.04;0.42;0.2;0.04;g6000;-0.04;-0.05;-0.09;0.27;-0.27;-0.1
g6001;0.29;0.2;0.45;-0.04;0.07;-0.37;g6001;0.46;-0.09;0;0.04;0;0.25;g6001;0.06;-0.32;-0.2;-0.08;-0.04;1.21;g6001;-0.18;-0.35;-0.1;-0.08;0.22;-0.1
g6002;0.14;-0.05;0.26;-0.13;0.12;-0.13;g6002;0.11;0.32;-1.11;0.25;-0.1;0.25;g6002;0.37;0.35;0.24;0.27;0.27;0.37;g6002;0.04;0.04;-0.19;0.25;0.24;0.28
g6003;0.08;0.2;-0.16;0.17;-0.05;-0.27;g6003;0.28;-0.31;0.3;-0.26;0.32;-0.11;g6003;-0.01;-0.14;-0.33;0.05;-0.21;0.62;g6003;-0.51;-0.49;-0.46;-0.24;0.09;-0.37
g6004;0.29;-0.01;0.33;-0.16;0.02;0.07;g6004;0.16;0.22;-0.6;0.1;-0.44;0.14;g6004;0.87;0.84;0.15;0.38;0.32;0.32;g6004;0.38;0.56;0.06;0.3;0.11;0.4
g6005;0.01;0.02;0.29;0.13;0.2;-0.01;g6005;0.05;-0.07;-0.02;0.07;-0.07;0.02;g6005;0.36;0.56;0.24;0.73;0.77;0.25;g6005;0.06;0.08;-0.1;0.18;0.43;0.02
g6006;0.05;-0.16;0.26;-0.21;0.14;-0.21;g6006;-0.05;0.55;-0.61;0.31;-0.45;0.42;g6006;0.04;-0.1;-0.05;-0.03;0.01;0.34;g6006;0.39;0.47;-0.03;0.47;0.31;0.59
g6007;0.35;0.37;0.54;0;0.05;-0.23;g6007;0;0.31;-0.81;-0.05;-0.87;0.05;g6007;0.23;0.38;0.16;0.26;-0.06;-0.09;g6007;0.06;0.12;-0.02;0.25;0.4;0.24
g6008;-0.09;-0.14;0.23;-0.47;-0.45;-0.8;g6008;-0.08;0.67;-0.6;0.39;-0.73;0.23;g6008;-0.16;-0.46;-0.48;-0.32;-0.16;0.77;g6008;-0.38;-0.17;-0.36;0.35;0.41;0.34
g6009;0.1;-0.02;0.13;-0.18;0.08;-0.28;g6009;-0.27;0;-0.81;-0.01;-0.52;0.29;g6009;-0.19;-0.27;-0.24;-0.13;0.03;0.28;g6009;-0.22;-0.24;-0.22;0.22;0.08;-0.15
g6010;-0.02;-0.17;0.28;0;0.11;0;g6010;-0.27;0.7;-0.8;0.44;-0.65;0.35;g6010;0.09;0.02;-0.01;-0.15;-0.14;0.3;g6010;-0.03;0.06;-0.2;0.28;0.23;0.31
g6011;0.13;0.19;0.41;0.1;0.07;-0.21;g6011;-0.04;0.13;-0.65;0.24;-0.65;0.19;g6011;-0.07;0.11;0.01;-0.04;0.08;0.26;g6011;0.01;-0.06;-0.01;0.07;-0.25;-0.11
g6012;0.11;-0.05;0.22;-0.04;0.08;-0.1;g6012;-0.12;0.34;-0.08;0.19;-0.51;0.12;g6012;0.53;0.57;0.19;-0.12;-1.05;0;g6012;0.34;0.27;-0.01;0.04;0.04;-0.05
g6013;0.17;0.32;0.37;0.08;0.09;-0.23;g6013;-0.01;-0.22;-0.47;-0.11;-0.46;0.32;g6013;0.47;0.26;0.07;0.17;-0.03;0.16;g6013;0;0.09;-0.14;0.07;0.05;-0.09
g6014;0.08;0.06;0.38;-0.13;-0.02;0.06;g6014;-0.3;0.17;0.17;-0.02;-0.64;0.01;g6014;0.17;-0.23;-0.07;-0.11;0.15;0.27;g6014;0.58;0.4;0.27;0.21;0.03;0.12
g6015;0.18;-0.12;0.25;-0.16;0.07;-0.31;g6015;0.41;-0.2;0.36;0.15;0.08;-0.48;g6015;0.33;0.36;0.3;0.13;0.19;0.24;g6015;0.06;-0.29;0.24;-0.24;0.17;0.15
g6016;-0.21;-0.11;0.24;-0.05;0.04;0.35;g6016;0.11;0.31;0.34;0.08;-0.08;0.09;g6016;0.18;-0.48;-0.33;-0.47;-0.59;1.36;g6016;0.3;0.3;0.37;0.36;-0.03;0.16
g6017;-0.03;-0.25;0.16;-0.15;0.25;-0.21;g6017;0.4;-0.21;0.34;-0.01;0.24;-0.26;g6017;0.23;-0.49;-0.69;-0.29;-0.39;1.63;g6017;0.12;0.11;0.07;0.14;0.26;0.26
g6018;-0.32;0.07;0.2;-0.08;0.18;0.24;g6018;-0.44;0.07;0.21;-0.02;-0.44;0.05;g6018;0.74;0.34;0.27;0.59;0.72;0.62;g6018;-0.02;-0.14;-0.06;-0.08;0;-0.15
g6019;0;0;0.17;0.06;0.12;-0.08;g6019;-0.11;0.3;0;0;-0.2;-0.18;g6019;0.23;0.3;0.18;0.14;-0.01;-0.29;g6019;0.06;0.15;0.15;-0.07;-0.16;-0.07
g6020;-0.14;0.05;0.08;0.03;0.01;0.24;g6020;-0.54;-0.7;-0.13;-0.57;-0.5;0.16;g6020;-0.46;-0.09;-0.06;-0.1;0.09;0.34;g6020;-0.2;-0.18;0.07;0.25;0.07;0.14
g6021;0.29;-0.03;0;0.21;0.24;-0.08;g6021;-0.03;0.45;0.08;0.41;-0.37;0.15;g6021;0.09;0.35;0.34;0.39;0.15;-0.38;g6021;0.38;0.27;0.12;-0.01;-0.07;0
g6022;0.11;-0.03;0.29;0;0.16;0;g6022;0.34;-0.43;0.83;-0.14;0.22;-0.78;g6022;-0.8;-0.49;-0.42;-1.24;0.58;0.05;g6022;0.15;0.04;-0.41;0.19;-0.45;-0.01
g6023;0.14;0.03;0.14;0.06;0.11;-0.21;g6023;-0.26;0.25;0.03;0.19;-0.83;0.17;g6023;-0.06;-0.11;-0.22;-0.18;0.06;-0.01;g6023;0.18;0.07;0.06;0.19;-0.01;-0.02
g6024;-0.18;0.06;0.23;0;0.21;0.31;g6024;-0.36;0.05;0.08;-0.01;-0.79;0.1;g6024;-0.08;0.09;0.02;0;-0.14;0.34;g6024;0.16;-0.01;0.16;0.2;-0.03;0.26
g6025;0.07;-0.08;0.08;-0.04;0.14;-0.29;g6025;0.03;0.14;0.06;0.41;0.27;-0.02;g6025;0.29;-0.21;-0.13;-0.23;-0.35;0.77;g6025;-0.34;-0.2;-0.21;-0.4;0.02;-0.07
g6026;0.03;-0.13;0.4;0.01;0.22;-0.03;g6026;-0.22;-0.35;0.24;-0.03;-0.67;-0.18;g6026;0.02;0.11;0.12;-0.01;-0.3;0;g6026;-0.01;0.24;0.1;0.44;0.35;0.21
g6027;0.26;0.1;0.13;-0.22;-0.05;-0.2;g6027;-0.07;-0.02;0.19;0.09;0.23;0.18;g6027;-0.79;0.32;0.08;0.08;0.62;0;g6027;0.11;-0.03;0.01;0.22;0.01;-0.05
g6028;0.13;0.08;0.2;0.11;0.05;-0.15;g6028;0.05;-0.26;0.51;-0.12;-0.16;-0.2;g6028;0.12;-0.18;0.23;-0.49;0.09;0.16;g6028;-0.01;-0.01;-0.06;0.16;-0.06;0.28
g6029;0.15;0.12;0.18;-0.07;-0.02;0.05;g6029;-0.19;0.19;-0.02;0.01;-0.61;0.08;g6029;0.14;0.25;0.13;0.23;0.08;-0.35;g6029;-0.04;0.28;0;0.21;-0.15;-0.17
g6030;0.06;-0.08;0.17;0.13;0.03;-0.09;g6030;-0.8;0.38;-0.29;-0.25;-1.16;-0.07;g6030;0.11;0.1;-0.16;-0.02;0.05;-0.2;g6030;0.41;0.65;-0.05;0.27;0.34;0.03
g6031;0.18;0.26;0.23;-0.04;0.05;-0.16;g6031;0.27;0.18;-0.03;0.11;0.14;0.2;g6031;-0.17;-0.15;-0.16;0;0.04;0.07;g6031;0.21;0.17;-0.01;0.24;0.04;-0.03
g6032;0.11;-0.1;0.19;-0.11;0;0;g6032;-0.77;0.24;-0.22;0.04;-0.62;0.11;g6032;-0.12;-0.03;0;0.12;-0.13;0.19;g6032;0.15;0.39;-0.24;0.22;0.09;0.37
g6033;0.23;0.37;0.02;0.12;-0.1;-0.24;g6033;-0.1;0.1;-0.17;0.11;-0.27;0.47;g6033;-0.09;-0.04;-0.12;-0.05;0.06;0.14;g6033;0.59;0.52;0.15;0.3;-0.05;0
g6034;0.14;-0.02;0;0.08;0;-0.05;g6034;-0.85;0.05;0.23;-0.25;-0.61;0.37;g6034;0.03;0.11;-0.37;-0.19;0.14;0.03;g6034;-0.27;-0.04;-0.58;0.03;0.05;0.01
g6035;0.04;0.51;0.36;-0.21;0.04;-0.17;g6035;0.09;0.43;-0.2;0.28;-0.3;0.4;g6035;-0.13;-0.55;-0.19;-0.28;-0.07;0.58;g6035;-0.19;0.05;-0.09;0.35;0.37;0.05
g6036;0.12;-0.06;0.32;-0.19;0.01;-0.28;g6036;-0.7;0.36;-0.32;0.19;-0.94;0.34;g6036;0;0;-0.05;-0.03;-0.29;0.27;g6036;-0.06;0.09;-0.37;0.38;0.35;0.45
g6037;0.14;0.14;0.07;-0.04;-0.13;0.03;g6037;0;0.08;0.4;0.12;0.46;0.14;g6037;0.53;-0.3;-0.35;-0.24;-0.3;0.31;g6037;0.02;-0.02;0.22;0.12;0.02;-0.1
g6038;0.14;0.19;0.15;-0.07;-0.04;0.11;g6038;0.05;0.02;0.57;0.36;-0.17;0.21;g6038;-0.28;-0.32;-0.18;0.14;0.22;0.63;g6038;0.33;-0.11;-0.14;-0.09;0.09;0.01
g6039;0.07;0.01;0.15;-0.24;0.1;-0.11;g6039;-0.04;-0.04;0.05;0.05;0.02;0.01;g6039;-0.69;-0.56;-0.28;-0.45;0.37;0.03;g6039;0.11;-0.08;-0.07;0.04;0.11;-0.05
g6040;-0.25;0.11;0.18;0.24;0.04;0.21;g6040;-0.19;0;-0.24;-0.08;2.44;-0.09;g6040;-0.32;0.09;0.16;0.2;0.07;0.29;g6040;-0.11;-0.05;-0.08;0.02;-0.08;0.17
g6041;-0.09;-0.16;0.35;0;0.57;0;g6041;-0.1;-0.06;0.42;0.1;-0.23;-0.66;g6041;0.12;0.03;0.12;-0.33;0.13;-0.18;g6041;0.24;0.24;-0.06;-0.04;-0.43;-0.21
g6042;-0.02;-0.18;0.12;-0.1;0;0.12;g6042;-0.02;0.09;0.07;0.09;0;0.11;g6042;0.22;0.07;-0.36;-0.33;0.23;0.79;g6042;0.42;0.16;0.01;-0.12;-0.03;-0.07
g6043;0.07;-0.25;0.08;-0.01;0.07;0.19;g6043;-0.72;0.21;0.01;0.47;-0.56;0.37;g6043;-0.06;0.29;-0.07;0.44;0.39;0.03;g6043;0.52;0;-0.15;-0.3;-0.54;-0.13
g6044;0.17;-0.1;0.08;0.2;0.15;-0.22;g6044;0.23;-0.29;0.27;-0.15;0.11;-0.2;g6044;-0.78;-0.07;-0.41;0.09;0.49;0.3;g6044;0.49;0.19;0.08;-0.02;-0.4;-0.1
g6045;-0.16;0.15;0.16;-0.05;0.06;-0.16;g6045;0.77;-0.11;0.47;-0.11;0.08;-0.13;g6045;0.14;0.24;0.2;0.07;0.02;0.01;g6045;0.09;-0.13;-0.24;0.03;-0.2;-0.18
g6046;-0.39;0.13;0.28;0.13;0.13;-0.03;g6046;-0.35;-0.09;-0.21;0.29;-1.13;0;g6046;0.14;0.1;0.04;0.02;-0.15;-0.01;g6046;-0.13;-0.21;0.52;0.24;-0.35;0.08
g6047;-0.08;0.13;0.15;-0.04;0.18;-0.19;g6047;0.66;0.32;0.8;0.23;0.73;0.06;g6047;0.17;-0.17;-0.22;-0.16;-0.09;0.93;g6047;0.67;0.33;0.32;0.53;0.34;0.31
g6048;0.06;0.34;0.35;-0.1;-0.17;-0.33;g6048;0.28;0.25;-0.54;-0.24;-1.33;-0.04;g6048;0.37;-0.34;-0.11;-0.34;-0.21;-0.32;g6048;-0.16;-0.14;0.2;0.3;-0.17;-0.09
g6049;0.22;0.39;0.22;-0.14;-0.2;-0.44;g6049;0.49;0.08;0.25;-0.9;0.16;0.07;g6049;0.48;0.2;-0.04;-0.34;-0.34;-0.25;g6049;0.01;-0.06;0.01;0.23;0.01;-0.25
g6050;0.17;0.09;-0.02;0.01;-0.05;-0.23;g6050;0.49;-0.56;0.79;-0.79;1.48;0.08;g6050;0.62;0.75;0.05;0.02;-0.6;-0.21;g6050;0.29;0.46;-0.05;-0.37;0.09;-0.2
g6051;0.27;0.41;0.27;-0.01;-0.25;-0.36;g6051;0.52;-0.09;0.77;-0.11;0.7;-0.4;g6051;0.49;0.6;0.22;-0.2;-0.19;0.11;g6051;0.26;0;0.2;0;-0.11;-0.06
g6052;0.05;-0.06;0.12;-0.08;0.02;-0.1;g6052;-0.7;0.23;-0.2;0.34;-0.77;0.43;g6052;-0.06;-0.04;0.02;0.15;0.07;0.08;g6052;0.24;0.26;-0.13;0.09;0.26;0.03
g6053;0.16;0.37;0.17;0;-0.02;-0.16;g6053;0.13;0.4;0.01;0.3;0.26;0.31;g6053;0.1;-0.61;-0.46;-0.47;-0.56;1.61;g6053;0.26;-0.04;0.21;0.55;0.37;0.21
g6054;-0.22;0.11;0.02;0.12;-0.22;-0.06;g6054;0.08;-0.01;0.38;-0.09;-0.04;-0.06;g6054;-0.01;0.01;-0.03;-0.25;0.14;0.51;g6054;0.15;-0.11;-0.05;0.12;0.02;-0.01
g6055;0.21;0.41;0.32;-0.21;0.11;-0.13;g6055;0.38;0.17;0.32;0.28;0.14;-0.04;g6055;0.11;0.15;-0.06;0.05;0.28;0.49;g6055;-0.16;-0.06;-0.06;-0.01;0.01;-0.04
g6056;0.06;-0.18;0.06;0.11;0.18;-0.06;g6056;-0.46;0.28;0.16;0.33;-0.41;-0.13;g6056;-0.08;0.46;-0.39;-0.15;0.69;-0.36;g6056;0.12;0.3;-0.37;-0.16;-0.23;0.06
g6057;0.12;0.45;0.25;-0.05;-0.12;-0.1;g6057;0.36;-0.26;0.11;0.03;0.07;0.11;g6057;0.03;0.23;0.08;0.06;0.03;-0.17;g6057;0;0.03;0.03;-0.05;-0.11;-0.06
g6058;-0.02;0.05;0.17;0.15;-0.07;0.09;g6058;-0.36;0.25;0.06;0.68;-0.56;0.36;g6058;0.02;0.36;0.21;0.2;0.12;0.06;g6058;0.48;0.34;0.11;0.05;-0.14;-0.02
g6059;0.05;0.42;0.18;0;0.07;-0.17;g6059;-0.32;0.27;-0.07;0.22;-0.32;0.3;g6059;-0.04;0.21;0.17;0.2;0.01;0.01;g6059;0.22;0.09;0.25;0.18;-0.13;-0.1
g6060;0.03;-0.27;0.27;0.03;0.12;0.02;g6060;-0.47;0.57;-0.68;0.43;-1.04;0.32;g6060;0.06;-0.07;0.03;-0.08;-0.04;0.3;g6060;0.25;0.23;-0.18;0.08;0.12;0.13
g6061;0.13;0.28;0.18;0.12;0.08;-0.08;g6061;-0.2;0.31;-0.24;0.28;-0.6;0.16;g6061;0.01;-0.19;-0.11;-0.07;-0.24;0.03;g6061;0.14;-0.17;0.13;0.2;-0.04;0.01
g6062;-0.09;0.16;0.25;0.16;0.11;0.01;g6062;-0.02;0.41;0.23;0.43;-0.41;0.26;g6062;0;0;0;0;0;0;g6062;0.08;0.05;0.21;-0.03;-0.21;-0.11
g6063;0.08;0.05;0.11;0.15;-0.01;-0.13;g6063;0.03;-0.01;-0.18;-0.03;-0.22;0.05;g6063;0.22;0.46;-0.17;0.39;0.25;-0.8;g6063;0.12;0;0;-0.05;-0.16;-0.26
g6064;-0.38;-0.1;0.1;-0.02;0.2;0.32;g6064;-0.07;0.28;0.22;0.33;-0.92;0.16;g6064;-0.3;-0.14;0.11;0.43;-0.06;0.22;g6064;-0.25;-0.34;0.74;-0.22;-0.04;-0.01
g6065;0.05;0.14;-0.01;0.12;0.04;-0.18;g6065;0;0.24;0;0.14;0;-0.05;g6065;0.17;0.19;0.33;0.47;-0.04;-0.87;g6065;-0.05;-0.2;0.05;-0.13;-0.05;-0.18
g6066;-0.53;0.29;0.09;0.22;-0.04;0.35;g6066;-0.34;-0.11;0.52;0.19;-0.68;0.15;g6066;-0.23;-0.41;-0.05;-0.07;-0.04;0.34;g6066;-0.03;-0.38;0.37;-0.25;-0.24;-0.14
g6067;0.19;0.28;-0.09;0.11;-0.09;-0.07;g6067;0;-0.14;0;-0.11;1.48;-0.3;g6067;-0.17;-0.32;-0.08;-0.08;0.12;0.34;g6067;0.16;-0.06;0.08;-0.08;-0.12;-0.29
g6068;0;0.01;-0.17;0;0.01;0;g6068;0.27;0;0.45;-0.57;0.23;-0.07;g6068;-0.14;0.22;-0.01;-0.06;0.27;0.25;g6068;0.3;0.3;0.52;-0.28;-0.01;0.26
g6069;-0.04;0.23;-0.14;0.09;-0.11;-0.11;g6069;0;-0.34;0;0.17;0;0.41;g6069;0;0;0;0;-2.14;0;g6069;0.17;-0.09;0.1;-0.01;-0.11;-0.16
g6070;0.03;-0.15;-0.13;-0.22;0.07;0.22;g6070;-0.28;-0.06;-0.25;0.07;-0.15;0.08;g6070;-0.19;0.04;-0.21;-0.02;0.09;0.08;g6070;0.1;-0.06;0.59;-0.02;-0.18;0.37
g6071;0.19;0.54;0.17;0.02;-0.01;-0.27;g6071;0;0;0;0.69;0;0;g6071;-0.39;-0.25;-0.23;-0.22;0.1;0.32;g6071;-0.02;-0.41;-0.13;-0.31;-0.31;-0.25
g6072;-0.01;0.16;0.43;0.27;0.3;0.02;g6072;-0.54;-0.12;-0.74;0.02;-0.49;0.09;g6072;-0.4;0.01;0.04;0.04;-0.05;0.06;g6072;-0.04;-0.22;0.2;0.24;-0.18;-0.03
g6073;0.24;0.5;0.29;0.13;0.42;-0.18;g6073;-0.49;0.05;-0.23;0.23;-0.31;0.13;g6073;-0.13;0.02;-0.09;-0.06;0.04;0.4;g6073;-0.03;-0.06;-0.04;0.11;-0.07;-0.15
g6074;-0.09;-0.01;0.12;0.12;0.07;0.04;g6074;-0.78;0.16;0.26;0.3;-0.78;0.29;g6074;-0.01;0.46;0.36;0.27;0.14;-0.21;g6074;0.28;0.27;0.25;-0.06;-0.14;-0.23
g6075;-0.08;0.01;-0.02;0.07;0.27;-0.15;g6075;0.2;0.37;0.03;0.4;-0.16;0.37;g6075;0.08;-0.66;-0.47;-0.5;-0.57;1.49;g6075;0.5;0.29;0.23;0.17;0;0.07
g6076;0.01;-0.12;0.31;0.04;0.13;0;g6076;-1.1;0.23;-0.68;0.19;-1.13;0.39;g6076;-0.3;-0.46;-0.24;-0.27;-0.14;0.79;g6076;-0.32;-0.21;-0.24;0.38;0.33;0.06
g6077;-0.08;0.35;0.34;0.26;0;-0.22;g6077;0.15;0.38;0.13;-0.04;-0.23;0.01;g6077;0.71;0.62;0.4;0.25;0;-0.42;g6077;0.16;0.22;0.11;0.23;-0.02;0.2
g6078;-0.03;-0.09;0.32;-0.19;-0.17;-0.22;g6078;0.13;-0.22;0.24;0.39;-0.22;-0.13;g6078;0.42;0.23;0.05;0.09;-0.12;-0.04;g6078;0.01;0.18;-0.06;0.16;0.01;0.11
g6079;0.12;0.58;0.2;-0.16;-0.45;-0.76;g6079;0.49;-0.42;-0.71;-0.93;-1.08;0.25;g6079;0.63;0.57;0.01;-0.67;-0.88;0.09;g6079;-0.3;-0.32;-0.05;-0.01;-0.3;-0.1
g6080;0.04;0.22;0.28;-0.02;-0.19;-0.44;g6080;-0.38;0.2;-0.42;0;-0.99;0.19;g6080;0.01;-0.06;0.21;0.22;0.2;0.1;g6080;0.33;0.08;-0.37;0.06;-0.11;-0.17
g6081;-0.26;0.41;0.11;0.13;0.18;0.04;g6081;-0.35;0.01;-0.19;-0.05;-0.42;0.24;g6081;-0.09;-0.06;-0.23;-0.05;-0.06;0.5;g6081;-0.29;-0.5;-0.21;-0.16;-0.02;-0.16
g6082;0.08;-0.11;0.27;0;0.07;-0.2;g6082;-0.48;0.29;0.29;0.63;-0.39;0.13;g6082;-0.01;0.21;-0.2;0.26;0.13;-0.1;g6082;0.49;0.24;-0.23;-0.02;-0.25;-0.1
g6083;-0.1;0.32;0.2;0.18;0.32;0;g6083;0.07;0.35;0.27;0.29;-0.12;0.34;g6083;0.07;-0.07;-0.1;-0.08;-0.04;0.19;g6083;0.61;0.51;0.37;0.09;-0.36;-0.16
g6084;-0.18;-0.07;0.44;0.04;0.33;0.05;g6084;-0.37;0.69;0.29;0.62;-0.39;-0.19;g6084;0.59;0.46;0.02;0.21;0.04;-0.37;g6084;0.32;0.25;-0.07;0.1;0.29;0.47
g6085;-0.28;0.27;0.43;0;0.62;0.18;g6085;-0.53;0.59;0.19;0.68;-1.82;0.67;g6085;0.18;0.23;0.17;0.3;0.15;0.02;g6085;0.77;0.55;0.02;-0.24;-0.06;0.22
g6086;-0.26;-0.07;0.55;0.22;0.41;-0.03;g6086;0.32;0.21;0.25;0.08;0.18;-0.03;g6086;-0.16;-0.24;-0.18;-0.2;-0.14;0.67;g6086;-0.05;0.27;0.41;0.27;-0.2;0.03
g6087;0.27;0.13;0.18;0.06;0.22;-0.33;g6087;0.37;0.19;0.15;0.12;0.42;0.16;g6087;-0.09;-0.01;0;-0.03;0.01;0.14;g6087;0.24;0.16;0.36;0.1;0.01;0.02
g6088;0.18;-0.51;0.43;0;0.21;0.5;g6088;0.48;-0.7;0.74;-0.45;0.53;0.1;g6088;-0.05;0.19;-0.04;0.11;0.02;0.5;g6088;-0.09;-0.09;0.42;0.27;0.15;-0.06
g6089;-0.08;0.2;0.04;0.21;-0.08;-0.23;g6089;-0.15;0.3;0.41;0.23;-0.2;0.61;g6089;0;0;0;0;0;0;g6089;0.52;-0.14;-0.03;-0.46;-0.28;-0.06
g6090;0;-0.2;-0.06;0;0.49;0.65;g6090;0.26;0.03;0.71;-0.19;0.05;0.15;g6090;0.07;0.28;0.17;0.24;0.07;0.49;g6090;0.17;-0.04;0.65;-0.13;0.07;-0.39
g6091;-0.06;-0.01;0.08;0.06;0;-0.12;g6091;0.29;0.23;-0.17;0.36;-0.07;0.24;g6091;0.06;-0.04;0.15;0.23;0;0.2;g6091;0.53;0.16;0.24;0.15;-0.28;-0.06
g6092;-1.36;0.4;1.09;1.54;1.5;0.92;g6092;0.71;0.25;1.15;1.24;0.72;-0.24;g6092;0.14;0.57;1.06;1.24;0.84;0.01;g6092;-1.18;-0.55;0.63;0.54;0.37;0.95
g6093;0.26;-0.09;-0.18;-0.4;-0.35;-0.33;g6093;-0.53;-0.86;-0.58;-1.02;-0.4;0.52;g6093;-0.1;-0.2;-0.59;-0.32;-0.63;0.78;g6093;0.46;0.41;0.25;0.4;-0.12;0.1
g6094;-0.02;0.14;0.21;0.18;0.12;-0.04;g6094;0.11;-0.43;0.39;-0.3;-0.06;0.11;g6094;0.26;0.02;-1.77;-0.61;0.17;0.68;g6094;0.01;-0.04;0.29;-0.09;-0.34;0.05
g6095;-0.12;-0.33;-0.08;-0.09;0.01;-0.12;g6095;0.02;0;0.11;0;-0.19;0;g6095;0.06;0.41;-0.04;0.31;0.11;-0.51;g6095;0.29;-0.21;-0.76;-0.18;-0.03;0.45
g6096;-0.1;-0.17;0.78;0.35;0.17;0.24;g6096;-0.49;-0.6;0.24;-0.11;-0.26;-0.13;g6096;-0.59;-0.09;-0.19;-0.12;0.03;-0.92;g6096;-0.21;0.16;0.25;-0.17;-0.08;0.53
g6097;0.03;0.13;0.57;0.37;0.42;0.31;g6097;-0.79;-0.49;-0.36;0.01;-0.21;0.05;g6097;-0.32;-0.43;-0.2;-0.23;-0.01;-0.25;g6097;-0.1;-0.29;-0.18;0.02;0;0.02
g6098;0.14;0;0.26;0.03;-0.06;-0.08;g6098;-1.27;0.29;-0.55;0.3;-1.24;0.65;g6098;0;0.1;-0.14;-0.21;0.09;-0.12;g6098;0.45;0.36;-0.23;0.19;0.17;0.15
g6099;0.34;0.16;0.08;-0.12;-0.01;-0.05;g6099;-0.25;0.24;-0.44;0.28;-0.62;0.21;g6099;-0.33;-0.27;-0.31;-0.33;-0.02;0.73;g6099;0.23;0.08;0.11;0.17;0.03;0.08
g6100;0.1;-0.02;0.35;0.07;0.19;-0.13;g6100;0.09;0.27;0.23;0.06;0.03;0.06;g6100;-0.02;-0.09;-0.15;-0.06;-0.13;0.14;g6100;-0.1;-0.21;-0.53;-0.11;-0.04;-0.13
g6101;0.15;0.44;0.3;0.3;0.24;-0.14;g6101;0.57;0.27;0.3;0.32;0.74;-0.01;g6101;-0.44;0.31;0.21;0.35;0.24;0.61;g6101;0.04;-0.32;0.03;0.03;0.15;0.03
g6102;0.16;-0.2;0.29;-0.08;0.37;-0.28;g6102;-0.96;0.45;-0.05;0.35;-0.57;-0.17;g6102;0.44;0.32;0;0.18;-0.05;0.14;g6102;-0.23;-0.11;0.21;0.03;0.3;0.24
g6103;0.14;0.33;0.26;-0.03;0.28;0;g6103;-0.24;0.35;-0.37;0.15;-0.66;0.07;g6103;0.37;0.06;-0.37;-0.06;0.07;0.73;g6103;-0.13;-0.21;-0.01;0.17;0.06;-0.17
g6104;-0.06;-0.15;0.22;0.07;0.02;-0.11;g6104;0.16;-0.1;-0.28;-0.12;2.21;-0.15;g6104;0.24;0.23;0.07;0.16;-0.02;-0.07;g6104;0.21;0.15;-0.35;0.09;0.08;-0.17
g6105;0.01;0.22;0;-0.2;0.19;0.06;g6105;0.39;0.07;-0.3;0.09;-0.15;0.01;g6105;0.3;-0.33;-0.23;-0.19;-0.22;-1.65;g6105;0.3;0.18;0.29;0.21;0.18;0.17
g6106;-0.11;-0.11;0.16;-0.09;0.15;0.1;g6106;-0.23;0.07;-0.27;0.14;-0.74;0.22;g6106;0.05;0.11;0.05;0.1;-0.03;0.12;g6106;0.05;0.15;-0.44;0.11;0.08;-0.04
g6107;0.22;0.3;-0.04;-0.15;0.08;0.01;g6107;-0.17;-0.29;-0.4;-0.4;2.22;0.01;g6107;0.08;0.15;-0.09;-0.08;0;0.25;g6107;-0.01;-0.39;-0.13;0.2;0.08;-0.13
g6108;0.67;0.04;-0.29;-0.62;-0.6;-0.67;g6108;-0.44;-0.57;-0.21;-0.39;-0.39;-0.83;g6108;-0.21;-0.18;-0.08;-0.36;-0.33;-0.18;g6108;0.36;0.36;0.29;0.36;0.12;0.14
g6109;0.42;-0.12;0.15;0.4;0.2;0.1;g6109;-0.2;0.33;-0.4;0.22;-0.57;0.28;g6109;-0.36;-0.15;0.15;0.47;0.1;0;g6109;0.7;0.14;0.28;0.09;0.03;0.23
g6110;-0.01;-0.08;0.38;0.12;0.25;-0.03;g6110;-0.28;0.44;-0.05;0.23;-0.49;-1.51;g6110;0.2;-0.01;0.17;0.12;0.13;0.18;g6110;0.32;-0.01;0.04;-0.06;0.06;0.53
g6111;0.1;0.48;-0.01;0.11;-0.07;-0.19;g6111;0.43;0.49;0.35;0.28;0.3;-0.1;g6111;-0.67;-0.32;-0.16;0.13;0.24;0.86;g6111;0.17;-0.17;-0.27;0.12;-0.04;-0.17
