;t1;t1;t1;t1;;t3;t3;t3;t3;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;t11;t11;t11;t11;;t12;t12;t12;t12;;t13;t13;t13;t13;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g2362;-0.16;-0.32;-0.1;0.31;0.07;0.04;0.01;-0.32;g2362;-0.63;-0.23;1.07;0.06;-0.56;-0.79;-0.83;-0.68;g2362;-0.47;-0.83;1.02;1.28;0.15;-0.27;-0.75;-0.47;g2362;0.16;-0.09;-0.16;0.18;-0.21;0.46;0.2;0.48
g2465;-0.28;-0.28;-0.06;0.17;0.21;0.08;0.18;-0.42;g2465;0.49;-0.14;-0.04;-0.14;-0.37;0.04;-0.33;0.25;g2465;-0.02;0.21;-0.02;0.11;0.01;-0.04;-0.33;0;g2465;-0.04;-0.3;0.09;0.21;-0.17;0.29;0.27;0.15
g2479;-0.23;-0.38;0;0.34;0.48;-0.09;0.33;-0.16;g2479;-0.57;0.13;0.14;0.92;-0.19;-0.15;0.26;-0.52;g2479;0.07;-0.27;0.24;0.24;0.04;-0.18;0.26;-0.09;g2479;0.04;0.14;0.02;-0.03;-0.06;0.1;-0.09;-0.21
g2484;-0.15;0.29;-0.03;-0.06;0;0.12;0.09;0.02;g2484;0.42;0.27;0.53;-0.13;-0.36;0.21;-0.2;0.09;g2484;0.08;-0.27;0.33;0.46;-0.03;0.41;0.68;0.08;g2484;-0.1;0.13;-0.08;-0.13;0.33;-0.33;-0.59;-0.17
g2585;1.03;-0.11;-0.66;-0.28;0.19;0.06;0.14;-0.37;g2585;-0.68;0.01;-0.24;-0.39;-0.33;0.29;0.05;0.31;g2585;-0.68;-0.63;-0.58;-0.31;0.21;0.62;0.79;0;g2585;-0.06;-0.29;-0.03;0.21;0.12;0.68;0.41;0.33
g2597;0.06;-0.19;0.14;0.25;0;0.03;-0.02;-0.17;g2597;-0.91;-0.13;0;0.16;-0.11;-0.13;-0.24;-0.02;g2597;-0.63;-0.63;0.26;0.19;0.47;0.21;0.26;0.32;g2597;0.39;-0.06;0.02;-0.36;0.06;-0.09;-0.25;0.04
g2677;-0.24;0;-0.15;-0.17;-0.05;0;0.29;0.09;g2677;0.18;-0.09;-0.15;-0.41;-0.17;1.21;0.05;0.09;g2677;0.35;-0.15;-0.26;0;0.17;0.3;-0.04;-0.07;g2677;-0.04;-0.26;0.09;0.22;-0.14;0.2;0.25;0.09
g2787;0;0;0;0;0;0;0;0;g2787;0.28;0.3;0.48;-0.16;-0.25;0.28;-0.22;0.11;g2787;-0.28;-0.06;-0.19;-0.5;0.3;-0.12;-0.25;-0.34;g2787;0;0;0;0;0;0;0;0
g2789;0;0;0;0;0;0;0;0;g2789;-0.25;0;0;0.06;-0.3;0;0.52;-0.66;g2789;-0.28;0.75;-0.03;-0.43;-0.03;-0.2;-0.1;0;g2789;0;0;0;0;0;0;0;0
g2800;0.09;-0.12;0.19;0.02;-0.35;-0.06;0.21;-0.14;g2800;-0.26;0.04;0.21;0.39;0.07;-0.02;0.23;-0.16;g2800;-0.29;0.35;0.35;0.25;0.25;-0.02;-0.02;-0.19;g2800;0.16;-0.51;0.05;0.34;-0.04;0.36;0.35;-0.02
g2841;0;-0.11;-0.09;0.14;0.24;0.07;0.03;-0.16;g2841;0.27;0.06;0.15;-0.37;-0.32;0.26;-0.22;0.09;g2841;0.09;0.73;0.23;-0.27;-0.38;-0.43;-0.08;0;g2841;-0.25;0.34;0.21;0.06;-0.05;-0.12;0.01;-0.12
g2916;0.19;-0.13;-0.15;0.13;0.64;-0.2;-0.06;-0.38;g2916;-0.62;-0.48;0.02;0.56;0.12;-0.03;0.05;-0.1;g2916;-0.29;-0.22;0.21;0.6;0.33;-0.05;0.18;0.13;g2916;-0.56;-0.43;0.42;0.06;0.33;0.33;-0.22;0.18
g3064;0.03;0;0.08;0.31;0.22;0.07;-0.03;0.03;g3064;0.24;-0.36;-0.16;0.39;-0.13;-0.23;-0.05;-0.03;g3064;-0.5;-0.31;-0.15;0.32;0.19;0.44;-0.31;0.3;g3064;0.08;0.13;-0.04;-0.43;0.13;-0.3;-0.41;-0.1
g3106;-0.1;0.6;-0.29;-0.14;-0.02;0.14;0.51;0.03;g3106;-0.14;-0.05;-0.05;0.05;0.03;0.21;0.7;0.26;g3106;-0.11;0.62;-0.52;-0.05;-0.82;0.54;0.41;0.22;g3106;-0.48;-0.34;0.13;0.29;0.29;0.38;-0.23;0.07
g3178;0.42;0.66;0.51;-0.14;-0.26;-0.4;-0.21;-0.06;g3178;-0.24;-1.61;-0.02;0.56;0;0.05;-0.08;-0.06;g3178;-1.42;-0.42;-0.08;0.52;0.7;0.31;0.36;0.14;g3178;0.37;0.16;-0.23;0;-0.14;0.05;-0.16;0.12
g3242;-0.78;-0.69;0.37;0.33;0.26;-0.22;-0.05;-0.11;g3242;0.56;0.45;0.48;-0.13;-0.74;-0.23;-0.74;-0.15;g3242;-0.29;-0.26;0.55;0.28;-0.16;-0.15;-0.31;0.47;g3242;0.29;0.52;-0.14;-0.33;0.11;-0.27;-0.16;-0.36
g3282;-0.37;-0.09;0.07;0.2;0.59;-0.71;-0.36;-0.58;g3282;0.1;0.18;0.28;0.01;-0.5;0.1;-0.77;-0.05;g3282;-0.19;-0.05;0.2;0.27;-0.86;0.14;0.25;0;g3282;-0.15;0.05;-0.15;0.31;-0.03;-0.06;0.15;0.07
g3317;0.11;0.17;0.01;0.05;0.05;-0.03;0.04;-0.39;g3317;-0.28;-0.33;-0.19;0.14;-0.14;-0.08;0.01;-0.05;g3317;-0.06;-0.01;0.55;-0.12;0.26;0;-0.36;0;g3317;0.18;-0.02;0.37;0.21;0.07;0.09;0.01;0.11
g3319;0.21;0.27;-0.09;0.1;-0.04;0.25;0.08;-0.57;g3319;0.04;-0.08;-0.03;-0.03;0.05;0.36;0.01;0.31;g3319;0.25;-0.41;0.12;0.64;-3.71;0.31;0.76;0;g3319;0.3;-0.11;0.07;-0.63;0.12;0.09;-0.04;0.08
g3325;0.27;0.04;0.07;0.01;-0.11;-0.11;-0.08;-0.23;g3325;-0.45;-0.52;-0.79;0.6;0.39;0.46;0.42;0.24;g3325;-0.68;-0.15;-0.04;-0.26;0.22;0;-0.22;0.4;g3325;0.43;0.1;-0.32;-0.34;0.13;-0.19;-0.39;-0.1
g3334;0;0;0;0;0;0;0;0;g3334;0.15;-0.08;0.1;0.28;-0.2;-0.17;0.07;0.29;g3334;-0.38;-0.03;-0.26;-0.39;0;0.03;-0.29;0.35;g3334;0;0;0;0;0;0;0;0
g3353;-0.16;0.15;-0.04;0.21;0.05;-0.11;0.22;-0.18;g3353;0.16;-0.01;-0.46;0.06;0.19;0.4;0.21;0.77;g3353;-0.14;0.16;-0.39;-0.15;0.21;0.02;0;0.52;g3353;-0.25;0.03;-0.03;0;0.11;0.1;0.1;0.05
g3361;-0.33;0.14;-0.03;-0.14;0.06;0;0.13;-0.2;g3361;-1.38;0.1;0.35;0.14;-0.41;0.33;0.44;0.34;g3361;-0.74;-0.25;-0.02;0;0.03;0.16;0;0.11;g3361;-0.2;-0.58;0.32;0.47;-0.12;0.54;0.41;0.03
g3430;-0.47;-0.17;0.11;0.27;-0.02;-0.13;0.19;-0.45;g3430;0.68;0.41;0.53;-0.91;-0.56;0.03;-0.76;0.17;g3430;0.15;0.14;-0.27;0.26;-0.77;0.2;0.2;-0.33;g3430;-0.3;0.07;0.07;0.31;-0.05;0.23;0;-0.01
g3503;-0.78;-0.29;0.28;0.19;-0.19;-0.25;0.39;-0.07;g3503;0.84;0.28;0.1;-0.68;-0.5;0.36;-0.79;0.28;g3503;0;0.12;0.05;0.01;-0.81;-0.03;-0.02;0.28;g3503;-0.23;0.22;0.07;0.09;0.29;-0.38;-0.25;-0.27
g3717;-0.25;-0.07;0.01;0.06;-0.1;-0.29;0.06;-0.09;g3717;-0.31;-0.03;0.04;0.09;-0.2;0.31;0.16;-0.2;g3717;-0.04;-0.12;-0.03;0.21;-0.15;0.15;0.38;-0.46;g3717;0.16;-0.45;0;0.06;-0.02;0.29;0.13;-0.21
g3796;0.11;-0.78;0.25;0.3;-0.1;-0.26;-0.16;-0.83;g3796;-0.52;1.31;0.09;-0.44;0.25;0.35;0.04;0.36;g3796;-0.46;1.14;-0.58;-0.23;-0.71;-0.27;0.08;-0.6;g3796;0.52;-0.01;0.04;0.26;-0.09;0.21;-0.34;-0.18
g3914;-0.26;-0.48;-0.11;0.09;-0.11;-0.02;0.25;0.03;g3914;-0.19;-0.11;0.06;0.28;-0.01;-0.07;-0.17;0.13;g3914;-0.57;0.21;0.37;0.16;-0.38;0.06;0.13;0.42;g3914;-0.37;0.02;-0.16;0.21;0.18;0.17;-0.31;0.13
g3921;1.31;0.48;0.14;-0.18;-0.13;-0.13;-0.1;-0.36;g3921;0.24;0;0;0.93;0.81;0;0.7;0;g3921;-0.16;-0.11;-0.26;-0.04;0.36;-0.1;-0.13;0;g3921;0.18;0.14;-0.01;-0.43;0.18;-0.67;-0.32;-0.11
g3933;-0.14;-1.16;0.76;0.75;-0.24;-0.3;0.76;-0.22;g3933;-0.77;0.64;1.17;-0.27;-0.77;-0.81;-1.24;-0.39;g3933;-1.31;-0.42;0.55;0.72;-0.31;-0.58;0.21;0;g3933;-1;-1.15;0.52;0.72;0.86;0.93;0.9;0.42
g3943;0.07;-0.23;0;0.04;0.1;0.02;0.1;-0.13;g3943;0.13;-0.16;-0.02;0.21;-0.19;0.01;-0.09;-0.09;g3943;-2.42;0.63;0.21;0.32;0.4;0.3;0.4;-0.62;g3943;-0.39;0.16;0.2;-0.14;-0.02;-0.12;-0.27;-0.02
g4026;0.22;-0.09;-0.04;0.03;-0.31;-0.2;-0.11;-0.13;g4026;0.19;0.43;0.36;-0.87;-0.21;0.06;-0.61;0.26;g4026;0.18;0.05;-0.08;0.28;-0.35;-0.14;-0.18;-0.38;g4026;-0.71;0.01;0;0.22;-0.03;-0.3;-0.34;0.14
g4095;0.37;0.31;0.06;0.04;-0.2;-0.04;0.3;-0.26;g4095;0.41;0.03;-0.17;-0.47;-0.28;0.4;-0.35;0.27;g4095;0.35;-0.05;0.03;-0.17;0.19;0.13;0;0.05;g4095;-0.11;-0.13;-0.21;-0.09;0.28;-0.14;-0.08;-0.19
g4113;0.03;-0.07;-0.11;0.11;0.1;0.21;0.15;-0.04;g4113;-0.12;0.11;0.11;0.03;-0.01;-0.11;-0.14;0.06;g4113;-0.13;-0.16;0.29;-0.01;0.24;-0.01;0.14;0;g4113;0.13;0.3;0.05;0.17;0.13;-0.04;0.17;0.03
g4225;-0.02;-0.34;-0.16;-0.04;0.08;0.29;-0.11;0.05;g4225;-0.02;-0.35;0.19;-0.29;-0.2;-0.77;0.65;-0.29;g4225;-0.19;-0.37;-0.02;0.12;0.49;-0.02;-0.11;0.07;g4225;-0.28;-0.06;0.03;0.28;-0.05;0.21;0.23;0.35
g4233;-0.09;-0.16;-0.12;0.18;0.02;-0.05;0.09;-0.18;g4233;-0.02;0.04;0.28;0.01;-0.01;-0.18;-0.18;0.03;g4233;0.5;-0.14;0.3;0.09;0.06;-0.24;-0.45;0;g4233;-0.07;0.3;0.42;-0.1;-0.13;0.03;0.21;0.02
g4249;0.18;0;-0.04;0.11;-0.11;-0.34;-0.04;-0.15;g4249;-0.02;0.28;0.4;0.08;-0.28;-0.14;-0.26;-0.09;g4249;0.41;-0.19;0.09;0.24;-0.37;-0.25;-0.23;-0.1;g4249;-0.17;-0.05;-0.03;0.19;0;0.24;0;0.11
g4270;-0.41;0.72;-0.64;-0.39;0.75;0.71;0.27;-0.25;g4270;0.88;-0.38;0.12;0.17;0.69;0.92;0.27;0.14;g4270;0.1;-0.16;-0.04;-0.28;0.26;0;-0.25;0.02;g4270;-0.48;0.22;0.1;0.34;-0.16;0.26;0.38;0.13
g4350;0.05;-0.05;0.26;-0.08;0;-0.31;-0.17;-0.18;g4350;-0.58;-0.41;-0.36;0.13;0.22;-0.36;-0.08;-0.11;g4350;1;1.35;0;0;-2.27;-0.85;0.39;-0.68;g4350;-0.32;-0.03;0.01;0.08;0.07;-0.12;-0.03;-0.18
g4369;-0.3;-0.06;0.01;0.15;0.54;-0.22;-0.01;-0.3;g4369;-0.93;0.14;0.48;0.48;0.04;0.04;0.04;-0.08;g4369;0.2;-0.27;0.48;0.09;0.08;-0.14;-0.09;0;g4369;-0.13;0.5;-0.15;0.14;-0.17;0.08;-0.32;-0.13
g4514;0;0;0;0;0;0;0;0;g4514;0.04;-0.05;0;0.3;0.65;0;0.18;0.44;g4514;1.53;0.47;-0.22;-0.11;-0.2;0.12;0.35;-0.73;g4514;0;0;0;0;0;0;0;0
g4600;0.01;-0.04;-0.28;0.06;0.07;0.09;-0.07;-0.14;g4600;0;0;0;0;0;0;0;0.53;g4600;0.16;-0.31;-0.39;0.24;0.19;0.03;0.28;0;g4600;-0.21;0.24;0.26;0.04;-0.22;0.25;0.35;0.16
g4706;-0.11;0.03;0.02;0.29;0.76;-0.3;-0.25;-0.23;g4706;-0.79;-0.2;-0.22;1.93;-0.17;0.24;0.3;-0.04;g4706;1.75;-0.22;1.25;0.64;-0.72;-0.2;-0.98;-1.46;g4706;-0.1;0.1;0.1;0.1;-0.16;0.25;0.22;0.15
g4714;-0.24;0.31;-0.18;0.13;0.47;0.04;0.24;-0.4;g4714;0.02;-0.16;-0.52;0;-0.24;1.49;0;-0.19;g4714;0;0.68;0;0;0;0.68;-0.13;-0.54;g4714;-0.25;0.08;0.1;-0.03;-0.08;0.08;-0.33;0.01
g4761;-0.2;-0.22;-0.06;0.04;0.07;0.11;0.01;-0.18;g4761;0.12;-0.07;0.45;-0.01;-0.33;0.89;0.09;0;g4761;-0.14;-0.26;-0.44;0.03;0.21;0.53;-0.45;-0.27;g4761;-0.24;0.15;0.14;-0.13;0.06;0.16;0.07;0.13
g4837;-0.3;-0.02;0.24;0.01;-0.26;-0.16;-0.05;-0.22;g4837;0;0;0;0;0;0;0;0;g4837;1.02;0.14;0.05;-0.23;-0.58;-0.32;-0.34;-0.29;g4837;-0.41;0.66;-0.04;-0.17;-0.09;-0.47;-0.33;-0.14
g4848;0.07;0.17;-0.19;0.13;0.13;-0.26;0.32;-0.26;g4848;-0.65;-0.14;0.13;0.13;0.05;0.2;0.12;-0.11;g4848;-0.21;-0.1;-0.38;-0.25;0.53;0;-0.23;0.21;g4848;-0.28;-0.07;0.21;0.34;0.13;0.33;0.31;0.43
g4911;0.85;0;-0.08;0;-0.12;-0.21;0.27;-0.19;g4911;0.39;0;0;-0.19;-0.39;0;0.03;0;g4911;0.11;0.41;0.46;0.18;0.11;0.04;0.41;0.21;g4911;0;-0.09;0;-0.17;0.26;-0.71;-0.38;0.2
g5073;-0.24;-0.1;-0.03;0.14;0.37;-0.07;0.25;-0.34;g5073;0;0;0;0;0;0;0;-0.14;g5073;0.1;0.03;0.1;0.06;0.06;-0.04;0.02;-0.01;g5073;0.02;-0.17;0.1;0.04;-0.2;0;0.06;-0.15
g5125;0.3;-0.2;0.02;-0.18;-0.04;-0.59;0.05;0;g5125;0;0;0;0;0;0;0;-0.14;g5125;0.08;0.57;-0.32;0.02;-0.35;-0.59;0.08;-0.25;g5125;-0.25;-0.21;-0.02;0.25;-0.23;0.52;0;0.17
g5293;0;0.06;-0.1;0.15;0.1;0.02;0.22;-0.2;g5293;-0.11;-0.05;0.21;0.25;0.1;0.5;0.07;-0.39;g5293;0.16;-0.05;0.12;0.16;-0.02;-0.72;0.12;0.57;g5293;0.12;-0.02;0.04;0.12;-0.08;0.14;0.22;0.02
g5315;-0.08;0.18;0.18;0.2;0;-0.25;-0.05;-0.59;g5315;-0.19;-0.29;0.23;-0.85;-0.41;-0.12;-0.31;0.09;g5315;-0.17;-0.32;-0.26;-0.23;0.4;-0.77;0;0.26;g5315;-0.69;-0.24;-0.04;0.25;0.09;0.34;0.55;0.12
g5325;0.26;0.22;0.03;0.09;-0.02;0.17;0.15;0;g5325;0.06;0.06;-0.37;0.85;0.54;0.5;0.67;1.16;g5325;0.38;0.33;0.49;0.07;-0.1;-0.43;-0.17;-0.39;g5325;0.13;0.24;0.17;-0.2;-0.01;0.07;-1.02;0.12
g5366;-0.05;0.2;-0.07;0.02;0.04;-0.27;0.07;0;g5366;-0.01;-0.4;0.22;0.68;0.2;-0.19;0.26;-0.09;g5366;0.33;0.41;-0.55;-0.13;0.35;-1.13;0.51;0.04;g5366;-0.4;0.09;0.11;0.07;-0.2;0.14;-0.24;0.02
g5702;-1.11;-0.36;0.14;0.42;0.17;0.31;0.2;0.31;g5702;0.11;-0.1;0.03;-0.57;0.04;0.08;-0.3;0.01;g5702;0.3;-0.02;0.16;-0.13;-0.15;-0.15;-0.32;-0.2;g5702;-0.45;0.94;0.17;-0.21;0.35;-0.65;-1.05;-0.19
g5727;-0.1;0.05;-0.02;0.18;0.28;-0.22;0.01;-0.24;g5727;0.03;0.14;0;-0.27;0.12;0.34;-0.4;0.19;g5727;-0.15;-0.02;-0.3;-0.34;0.37;0;-0.45;0.05;g5727;-0.01;0.75;0.14;-0.03;-0.23;-0.25;-0.46;-0.33
g5733;0.62;-0.18;-0.11;0.18;0.44;-0.25;0.01;-0.13;g5733;0.38;-0.22;0;0.49;-0.18;0;0.12;-0.31;g5733;-0.06;-0.29;0.07;0.14;0.05;0;0.13;0;g5733;-0.22;0.61;0.11;-0.12;-0.2;-0.42;-0.42;-0.12
g5750;0.19;-0.04;0.55;0.12;-0.66;0.19;-0.24;0;g5750;0.39;0.19;-0.14;0.15;-0.59;-0.01;-0.13;-0.36;g5750;0.28;-0.08;-0.14;-0.21;-0.17;-0.19;0.27;0.17;g5750;0.29;0.54;-0.26;-0.72;0.18;-0.28;-0.41;0.02
g5776;-0.5;-0.21;0.4;0.36;-0.18;0.04;0.02;0.04;g5776;0.64;0.19;0.08;-0.11;-0.34;0.21;-0.7;-0.02;g5776;0.33;-0.23;0.12;-0.04;-0.06;0.12;0.05;0.21;g5776;-0.18;0.4;-0.1;-0.35;0.19;-0.56;-0.65;-0.25
g5823;0;-0.42;0.11;0.12;-0.48;-0.11;0.11;0.04;g5823;0.02;0.02;-0.28;-0.21;-0.51;0.57;-0.1;0.03;g5823;-1.06;0.26;0.32;0.13;-0.51;-0.38;0.27;0.45;g5823;-0.09;0.23;0.12;-0.21;-0.01;-0.24;-0.34;0.01
g5841;-0.51;-0.39;0.04;0.02;0.04;-0.16;-0.1;-0.16;g5841;0.44;-0.05;0.23;-0.17;-0.14;0.06;-1.44;-0.09;g5841;0.24;-0.56;0.47;0.63;-0.29;0.28;0.05;-0.13;g5841;-0.27;-0.12;0.24;0.04;-0.16;-0.09;0.34;0.11
g5907;-0.72;-0.49;0.04;0.34;0.32;-0.06;-0.11;0.04;g5907;0.98;-0.15;0.14;-0.52;-0.25;0.04;-0.67;-0.12;g5907;0.31;-0.07;0.23;-0.26;-0.2;-0.19;-0.27;-0.01;g5907;-0.34;0.27;0.1;-0.15;-0.04;-0.11;-0.4;-0.02
g5958;-0.25;0.23;0;-0.05;-0.01;0.02;-0.21;0.11;g5958;0.34;0;0.01;0.28;-0.17;0;0.42;0.34;g5958;0.44;-0.44;0.08;-0.13;-0.12;0.31;-0.19;0;g5958;-0.33;0.03;0.04;0.24;-0.08;-0.27;-0.13;-0.19
