;t0;t0;t0;t0;;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g1383;0.06;-0.36;-0.32;0.03;-0.19;-0.18;g1383;-0.72;-0.49;-0.35;0.29;0.85;0.27;g1383;-0.56;-0.37;0.03;-0.21;0.21;-0.35;g1383;-1.24;-0.45;0.07;-0.01;-0.07;0.14
g1424;-0.28;0.21;-0.15;0;-0.42;0.29;g1424;-0.22;0.18;-0.18;-0.22;0.14;-0.35;g1424;-0.03;-0.36;-0.61;-0.12;-0.42;0.39;g1424;1.42;0.26;0.06;-0.24;-0.25;-0.24
g1459;2.36;2.35;2.3;2.11;1.75;0.76;g1459;-0.27;0.35;-0.36;-0.44;0.37;-0.85;g1459;1.47;1.3;0.15;0.15;0.17;0.51;g1459;-0.1;-0.42;0;0.7;0.76;0.87
g1497;-0.16;0;-0.01;0.07;-0.09;-0.03;g1497;-0.71;-0.06;-0.31;-0.17;0.27;-0.87;g1497;-0.08;-0.02;0.01;0.39;0.18;0.64;g1497;-0.18;-0.08;-0.05;0.23;0.03;0.06
g1539;0.46;0.06;0.28;0.3;0;-0.43;g1539;-0.2;0.18;0.21;-0.47;0.15;-0.75;g1539;0.09;0.61;0.53;0.24;-0.55;0.25;g1539;-0.11;-0.11;-0.07;-0.13;0.21;-0.09
g1594;-0.28;0;-0.06;0;-0.45;0.25;g1594;-0.14;-0.73;-0.73;-0.45;-0.41;-0.47;g1594;0.12;0.27;-0.09;-0.58;-0.35;-0.54;g1594;-0.33;-0.31;0.02;-0.54;-0.21;-0.05
g1609;-0.35;-0.17;0.47;0.25;0.36;-0.19;g1609;-0.46;0.05;0.24;-0.46;-0.2;-0.74;g1609;-1.4;-0.05;0.63;-0.07;0.1;0.08;g1609;-0.19;-0.03;-0.43;-0.31;0.03;0.19
g1616;-0.11;0.11;0.72;0.94;0.59;0.26;g1616;-1;-1.4;-0.14;0.78;0.7;0.75;g1616;0.01;0.4;0.02;-0.2;-0.25;-0.75;g1616;0.65;0.19;-0.3;-0.04;0.14;0.1
g1705;0.04;0.46;-0.28;0.18;-0.35;-0.19;g1705;0.36;0.24;-0.4;0.35;-0.27;-0.01;g1705;-0.21;0.61;0.02;0.21;0.1;-0.24;g1705;-0.94;0.05;0.08;0.69;0.65;0.32
g1714;-0.08;0.2;0.11;0.11;0.04;-0.12;g1714;-0.03;0.46;0.18;0;0;-0.26;g1714;-0.8;0.46;0.38;-0.15;0.2;-0.19;g1714;0.47;0.08;0.14;-0.12;0.22;0.21
g1722;-0.36;0.69;0.22;-0.55;-1.01;0.58;g1722;-0.5;-0.75;-0.29;0.92;0.74;-0.54;g1722;-1;-0.82;-0.26;0.24;0.47;-0.14;g1722;-0.98;1.49;0.08;0.52;-0.36;-0.54
g1730;-0.38;0.09;0.17;0.13;-0.11;-0.05;g1730;0.05;0.26;0.15;-0.22;-0.5;-0.16;g1730;0.62;0.47;0.54;0.64;0.37;-0.04;g1730;0.81;0.03;0.16;0.12;-0.05;0.13
g1756;0.07;-0.13;-0.18;0.01;-0.08;-0.13;g1756;-0.19;-0.12;-0.36;0.62;0.14;-0.44;g1756;0.04;0.02;-0.49;0.01;0.11;-0.06;g1756;0.18;-0.15;-0.02;-0.1;0.02;0.18
g1759;0.33;-0.51;-0.47;-0.37;-0.14;-0.02;g1759;0.8;0.75;0.49;0.03;0.09;0.15;g1759;-0.39;0.4;0.44;0.32;0.29;-0.26;g1759;-0.49;0;-0.17;0.63;0.86;0.53
g1760;0.11;-0.64;-0.67;0.43;-0.03;0.11;g1760;0.75;0.85;0.29;0.05;-0.15;0.02;g1760;0.01;0.3;0.19;0.24;0.12;-0.23;g1760;-0.28;-0.21;-0.07;0.77;1.02;0.67
g1765;0.27;-0.19;-0.03;-0.07;0.39;-0.24;g1765;-0.13;-0.19;-0.36;0.31;0.65;-0.36;g1765;0.11;0.39;0.07;-0.05;0.45;0.37;g1765;-0.18;-0.09;-0.14;-0.04;0.12;-0.06
g1768;0;0.15;0.17;-0.12;-0.1;0.28;g1768;0;-0.4;-0.41;0.47;0.3;0;g1768;0.96;1.54;0.81;-0.78;0.45;-0.36;g1768;0.51;0.18;0.85;-0.34;0.25;0.17
g1800;-0.13;-0.02;-0.22;-0.22;-0.55;-0.09;g1800;-0.03;0;0;0;0;-0.78;g1800;-0.02;0.1;0.11;0.04;0.11;-0.04;g1800;0.03;0.01;0.13;-0.12;-0.15;0.07
g1802;0.19;0.11;-0.24;-0.2;-0.22;-0.09;g1802;-0.05;0.01;-0.17;-0.26;0.46;-0.8;g1802;0.8;0.33;-0.41;-0.09;0.01;0.04;g1802;-0.01;0.28;-0.36;0.24;0.01;-0.05
g1808;-0.08;0.37;0.26;-0.15;-0.09;-0.02;g1808;-0.69;-0.19;-0.33;-0.33;-0.22;-0.24;g1808;0.24;-0.14;-0.52;-0.55;-0.49;-0.37;g1808;0.91;0.02;0.09;0.11;-0.18;-0.12
g1860;-0.25;-0.39;0.01;-0.01;-0.04;-0.06;g1860;-0.44;0;0.11;-0.2;0.3;0.11;g1860;-0.28;-0.32;-0.16;0.17;0.07;-0.53;g1860;-0.4;-0.26;-0.18;-0.18;0.05;0.06
g1892;-1.05;0;1.09;0.87;-0.27;0.02;g1892;0.16;0.83;-0.34;-0.72;-0.3;-0.87;g1892;-0.05;0.29;0.05;0.29;0;-0.28;g1892;-0.78;-0.09;0.23;0.17;0.35;0.4
g1900;-0.08;0.16;0.02;0.26;-0.56;0.13;g1900;-0.33;-0.02;-0.21;-0.08;0.05;-0.24;g1900;-0.68;0.08;-0.44;-0.47;0.18;-0.1;g1900;1;0.27;-0.22;-0.29;-0.59;-0.11
g1918;0.06;0.33;0.2;-0.24;-0.49;0.17;g1918;0;0.07;-0.23;0;0.15;-0.85;g1918;0.22;0.19;-0.07;-0.04;0.16;-0.15;g1918;1.32;-0.07;-0.1;-0.44;-0.39;-0.3
g1920;-0.35;-0.08;-0.03;0.03;-0.21;0.07;g1920;0;0;0;0;0;0;g1920;0.7;-0.28;-0.22;0.33;-0.21;-0.72;g1920;-0.02;0.34;-0.08;-0.31;-0.62;-0.35
g1959;0.17;0.25;0.25;0.16;0.03;-0.26;g1959;-0.16;0.23;-0.1;0;0.32;-0.73;g1959;0.75;-0.02;0;0.08;-0.16;-0.42;g1959;0.42;0;-0.07;-0.29;-0.34;-0.36
g2024;-0.23;-0.27;0.13;-0.03;0.36;-0.77;g2024;-0.38;-0.79;-0.58;-0.34;-0.4;0.06;g2024;-0.34;0.03;-0.31;-0.51;-0.6;-0.58;g2024;-0.13;-0.4;-0.24;-0.1;0.16;0
g2114;0.04;0.05;-0.03;0.13;-0.19;0.2;g2114;0.54;0.22;-0.11;-0.14;-0.07;-0.36;g2114;0.33;0.36;0.08;-0.14;-0.3;-0.06;g2114;0.81;0.15;0.33;0.47;0.16;0.03
g2147;1.92;0;-0.43;-0.39;-0.05;0.07;g2147;-0.22;-0.29;-0.22;0.14;0.09;-0.03;g2147;0.32;-0.73;-0.63;0.37;0.22;0.42;g2147;0.68;-0.16;-0.06;-0.06;-0.2;0.1
g2185;-0.34;-0.02;0.36;0.07;0.07;-0.13;g2185;0;0;0;0;0;0;g2185;0.26;-1.21;-0.8;-0.29;-0.25;-0.34;g2185;-0.16;0;-0.11;0.02;-0.31;-0.55
g2200;-0.08;-0.26;-0.34;0;-0.11;-0.11;g2200;0;0;0;0;0;0;g2200;-0.23;0.11;-0.07;-0.11;0.01;0.08;g2200;0.07;-0.11;-0.23;-0.07;-0.07;0.05
g2256;-0.01;0.29;0.13;0.36;0.03;0.2;g2256;0.09;0.2;0.31;0.36;0.56;-0.03;g2256;-0.03;-0.1;0.55;0.54;0.26;-0.14;g2256;-0.77;0.86;-0.58;-0.28;-0.51;0.11
g2261;-0.21;0;0.1;0.2;-0.04;-0.1;g2261;0.14;0.79;0.33;-0.27;-0.54;-0.49;g2261;-0.25;0.17;0.64;-0.03;-0.11;-0.07;g2261;0.54;0.16;0.33;0.45;0.14;-0.1
g2271;0;0.85;0.52;-0.1;0.14;-0.34;g2271;-0.08;0.59;0.09;-0.41;0.5;-0.43;g2271;0.47;-0.53;-0.11;-0.24;-0.61;-0.05;g2271;1.51;0.09;0.36;0.57;-0.01;-0.49
g2288;0.06;0.08;-0.27;0;-0.24;0.34;g2288;-0.4;0.18;-0.18;0.28;0.31;0.45;g2288;0.04;0.62;0.36;-0.74;-0.96;-0.38;g2288;0.59;0.19;0.36;0.2;0.14;0.18
g2295;0.28;0.04;0.26;0.21;0.02;-0.04;g2295;-0.34;-0.12;-0.31;0;-0.38;-0.12;g2295;0.27;-0.17;-0.26;-0.16;-0.54;-0.32;g2295;0.83;-0.26;-0.11;0.01;-0.04;-0.13
g2397;-0.27;1.75;-0.41;-0.03;-0.27;0.01;g2397;0.1;-0.03;0.15;0.37;0.15;0.31;g2397;0.27;-0.11;0.05;0.05;-0.12;0.04;g2397;0.26;-0.06;0.02;0.14;-0.41;-0.1
g2415;0.25;-0.03;0.04;-0.07;0.21;-0.19;g2415;0.2;0.35;0.17;0.21;-0.23;0.03;g2415;-0.18;-0.44;-0.46;0.08;0.24;0.12;g2415;0.33;-0.18;-0.16;-0.18;0.05;-0.43
g2440;-0.38;0.02;0.46;0.74;0.31;-0.13;g2440;-0.61;1.12;1.12;-0.47;-0.43;-0.64;g2440;0.67;-0.41;1.63;0.63;-0.17;-0.17;g2440;-0.85;-0.92;-0.71;0.33;-0.03;0.56
g2454;0.22;0.22;-0.04;-0.32;-0.66;-0.12;g2454;-0.27;0.1;-0.01;-0.07;-0.22;-0.16;g2454;0.04;-0.2;0.25;0.31;0.16;0.01;g2454;0.18;0.01;0.07;0.19;0.39;0.35
g2471;-0.22;0;-0.17;-0.04;-0.08;0.1;g2471;-0.21;-0.03;0.04;0.24;0.2;-0.06;g2471;-0.59;-0.4;-0.13;0.06;0.41;0.48;g2471;0.37;-0.2;0.01;0.03;-0.18;0.03
g2531;0.16;-0.01;0.3;-0.11;0.1;0.1;g2531;-0.18;0.19;-0.18;-0.26;0.39;-0.1;g2531;0.2;0.26;-0.06;0.14;0.14;0.02;g2531;0.17;-0.02;0.09;0;0.08;-0.17
g2555;-0.67;-1.16;-0.42;-0.52;-0.47;-0.66;g2555;-0.34;-0.47;-0.33;-0.63;0.23;-0.28;g2555;0.48;0.14;-0.36;-0.19;-0.34;-0.25;g2555;-0.21;1.23;0.37;0.16;0.31;0.19
g2571;0.99;0.75;0.05;-0.42;-1.01;-0.4;g2571;0.72;0.72;-1.23;-1.08;-1.72;-0.48;g2571;-0.15;0.32;0.23;-0.76;-1.16;-0.9;g2571;-0.88;0.08;-0.03;0.51;0.53;0.29
g2661;-0.07;0.13;-0.26;0.05;0.07;0.05;g2661;0.15;0.16;0.25;0;-0.24;0;g2661;-0.06;-0.32;-0.33;0.3;0.25;0.07;g2661;1;0;0.07;-0.18;0.23;0.05
g2672;-0.17;0.37;-0.11;-0.05;-0.19;0.21;g2672;-0.7;-0.03;0.03;-0.25;0.31;-0.13;g2672;0.94;0.4;0.4;0.19;0.44;0.22;g2672;-0.15;0.16;0.07;-0.18;-0.24;0.05
g2690;-0.36;-0.27;-0.34;-0.03;-0.14;0.17;g2690;-0.45;-0.2;-0.08;0.16;0.27;0;g2690;-0.12;-0.15;0.12;-0.08;0.12;0.53;g2690;-0.55;-0.28;-0.07;-0.17;0.08;0.07
g2694;-0.21;0.24;-0.1;0.31;0.11;0.16;g2694;-0.49;0.17;0.17;-0.04;0.17;-0.56;g2694;0.53;0.05;0.47;0.21;-0.26;-0.33;g2694;-1.07;0.09;0.21;-0.48;-0.02;-0.02
g2726;-0.3;0;0.59;0.51;0.21;0.11;g2726;0.03;0.53;0.53;-0.22;-0.07;0.47;g2726;-1.3;-0.2;1.65;0.78;-0.78;-0.2;g2726;-0.14;-0.48;0.08;-0.02;0.54;0.36
g2791;-0.09;0.06;-0.38;-0.14;-0.48;0.15;g2791;-0.16;0.53;0.46;0.27;0.41;-0.12;g2791;-0.5;-0.23;0.05;0.04;-0.41;0.13;g2791;-1.76;-0.07;0.01;-0.01;0.52;0.63
g2814;-0.17;-0.52;-0.77;-0.43;-0.29;0.37;g2814;0.93;1.12;0.73;0.01;-0.38;0.13;g2814;-0.77;0.36;0.05;0.32;0.21;0.3;g2814;-0.34;0.37;0.02;0.24;0.76;0.33
g2816;-0.28;-0.3;-0.54;-0.21;-0.33;0.21;g2816;0.34;0.2;0.07;0.1;-0.22;-0.04;g2816;-0.69;-0.29;-0.16;-0.27;-0.15;0.11;g2816;-0.22;-0.07;-0.07;-0.15;-0.1;-0.12
g2822;-0.25;0.22;-0.28;-0.18;0;0.29;g2822;0.23;0.14;0.05;0.16;0.09;0.03;g2822;-0.3;0.05;0.07;-0.21;-0.41;-0.08;g2822;0.6;0.2;0.24;-0.4;0.09;0.02
g2850;-0.06;0.47;0.52;-0.11;-0.03;-0.3;g2850;0.42;0.02;-0.28;0.28;-0.55;0.02;g2850;0.33;0.21;-0.76;-0.11;0.12;-0.17;g2850;0.66;0.38;0;0.14;-0.34;-0.34
g2851;0.34;0.61;0.08;-0.22;0.15;-0.06;g2851;-0.11;-0.36;-0.27;0.26;0.38;0.51;g2851;0.11;-0.5;-0.67;-0.05;0.19;0.18;g2851;1.35;-0.39;-0.29;-0.34;-0.22;-0.27
g2852;0.12;0;0.12;0;0.15;-0.07;g2852;-0.54;-0.49;-0.42;-0.04;-0.26;0.36;g2852;0.23;0;-1.25;0;0.43;0.33;g2852;0.47;0.7;0;-0.62;-1.2;-0.94
g2853;0.36;-0.04;0.27;0.2;0.12;0.05;g2853;0.31;0.27;0.13;0.33;0.17;0.03;g2853;0.65;0.78;0.33;0.65;-0.35;-0.35;g2853;0.62;-0.22;0.1;-0.24;0.24;-0.04
g2854;0.18;0.12;0.35;0.12;0.25;-0.11;g2854;0.49;0.37;0.25;0.33;-0.34;0.32;g2854;0.55;-0.45;-1.67;-0.25;0.45;-0.67;g2854;0.22;0.03;0.09;-0.17;0.1;0.07
g2855;0.45;0.26;0.4;0.23;0.24;0;g2855;0.89;0.66;0.6;0.57;0.13;0.37;g2855;0.59;0.18;-0.41;0.09;0.09;-0.53;g2855;0.58;0.06;0.27;0.09;0.32;-0.07
g2856;-0.04;-0.09;0;-0.04;0.32;0;g2856;0.61;0.54;0.31;0.33;-0.17;0.31;g2856;0.14;-0.22;-0.1;-0.01;-0.72;0.06;g2856;-0.46;-0.59;-0.11;0.05;0.21;0.19
g2857;0.16;-0.05;0.44;0.17;0.11;-0.18;g2857;-0.29;-0.37;-0.11;0.12;0.04;0.13;g2857;0.06;-0.57;-0.54;-0.74;-0.13;0.28;g2857;1.19;-0.02;-0.24;-0.32;-0.46;-0.24
g2858;-0.16;-0.34;0.06;0.19;0.1;0;g2858;0.37;0.59;0.78;0.43;-0.33;0.29;g2858;-0.38;-0.44;0.23;-0.17;0.08;0.15;g2858;0.09;-0.34;-0.17;-0.12;0.14;0.21
g2859;0.15;-0.27;0;-0.18;0.08;-0.2;g2859;0.64;0.95;0.83;0.35;0.05;0.26;g2859;-0.42;0.33;0.61;0.39;-0.23;0.42;g2859;-0.45;-0.06;0;0.3;0.51;0.36
g2860;0.11;-0.19;0.28;-0.41;0.47;-0.1;g2860;-0.09;0.31;0.25;-0.16;-0.34;-0.25;g2860;0.26;0.15;0.22;-0.03;-0.44;-0.3;g2860;0.22;-0.31;-0.25;0.44;0.38;-0.13
g2861;-1.09;0;0.82;1.05;0.9;0;g2861;-0.84;1.24;1.03;-0.56;-1.47;-1.14;g2861;0.69;0.12;0.16;0.26;0.12;0.49;g2861;-1.19;-0.72;-0.46;0.1;0.41;0.76
g2862;0.07;0;0.31;-0.03;0.04;-0.01;g2862;-0.7;0.04;-0.55;-0.05;0.55;-0.43;g2862;0.6;0.09;-0.43;0.09;0.02;0.29;g2862;-0.29;-0.25;-0.01;-0.14;0.11;-0.19
g2863;-0.27;-0.19;-0.02;0.13;-0.06;0.02;g2863;0.23;0.2;0.35;0.4;-0.75;0.4;g2863;-0.09;-0.27;-1.06;-0.59;0.22;0.43;g2863;0.31;-0.39;-0.41;-0.07;-0.08;0.27
g2864;-0.29;0.17;-0.63;0.14;-0.56;0.24;g2864;-0.27;-0.1;0.05;0.31;0.51;0.1;g2864;-0.54;-0.1;-0.07;0.19;0.26;-0.48;g2864;-0.86;0.07;0.03;0.09;0.45;0.6
g2865;-0.42;-0.27;0.28;0.36;0.2;0.31;g2865;-0.5;-0.99;-0.72;-0.32;-0.75;-0.35;g2865;-0.07;-0.24;-0.38;-0.32;-0.33;0.03;g2865;-0.87;-0.99;-0.56;-0.06;0.2;0.25
g2866;0;0;0;0;0;0;g2866;0;-0.14;-0.32;0;-0.03;-0.88;g2866;0;0;0;0;0;0;g2866;0;0;0;0;0;0
g2867;-0.05;0.27;0.32;0.12;-0.03;-0.05;g2867;-0.27;0.15;-0.36;-0.44;0.15;-0.38;g2867;0.82;0.99;-0.89;0.34;-0.15;0.49;g2867;-0.04;-0.19;-0.02;0.37;0.53;-0.1
g2868;-0.06;0.57;-0.23;0.07;-0.1;-0.01;g2868;-0.17;-0.15;0.07;-0.3;0.38;-0.32;g2868;1.03;0.4;-0.36;-0.36;0;0.11;g2868;0.11;-0.18;0.3;0.26;0.47;0.17
g2869;0;0;0;0;0;0;g2869;-0.21;-0.15;0.13;0.4;0.17;-0.3;g2869;-0.54;-0.2;-0.07;-0.01;0.24;0.43;g2869;0;0;0;0;0;0
g2870;0;0;-0.12;0.26;-0.15;0.04;g2870;-0.22;-0.37;-0.45;-0.03;-0.16;0.18;g2870;-0.28;-0.36;-0.36;-0.48;-0.39;0.03;g2870;0.34;0.27;-0.51;-0.41;-0.59;-0.33
g2871;0.13;-0.09;0.17;0.1;0.1;0.22;g2871;0.15;0.29;0.53;0.04;-0.45;-0.43;g2871;-0.08;-0.25;0.28;0.19;-0.03;-0.02;g2871;0.62;-0.36;-0.22;-0.14;0.04;0.14
g2872;0.13;-0.08;0.06;-0.14;-0.02;-0.1;g2872;-0.09;-0.25;0.1;0.1;-0.53;0.3;g2872;0.1;-0.31;-0.48;-0.31;-0.71;-0.13;g2872;1.45;-0.53;-0.02;-0.51;-0.4;-0.49
g2873;0.31;-0.4;-0.06;-0.22;-0.01;0.03;g2873;-0.1;-0.12;0.06;0.24;-0.14;0.26;g2873;-0.38;-0.36;0.19;0.06;-0.11;-0.06;g2873;-0.37;-0.43;-0.24;0.03;0.06;0.1
g2874;1.9;1.2;0.86;0.45;0.1;-0.38;g2874;0.8;0.75;0.49;0.34;-0.65;0.3;g2874;0.23;0.21;0.17;0.35;0.1;0.42;g2874;-0.69;-0.1;-0.01;0.34;0.55;0.33
g2875;1.96;0.65;0.95;0.4;0;0.14;g2875;0.13;0.17;0.18;-0.12;-0.12;0.2;g2875;0.18;0.23;0.17;0.33;0.57;0.66;g2875;0.68;-0.22;0.05;-0.4;0.23;0
g2876;1.9;0.85;1.01;0.6;0.25;0.35;g2876;-0.18;-0.23;-0.16;0.24;-0.63;0.47;g2876;-0.15;-0.58;-0.62;-0.05;-0.15;0.19;g2876;0.06;-0.23;-0.03;-0.43;0.22;0.16
g2877;0;0;0;0;0;0;g2877;-0.35;0;-0.19;0.08;0.04;-0.21;g2877;0.43;0.16;-0.06;0.14;0.02;0.27;g2877;0;0;0;0;0;0
g2878;0.66;-0.3;0.03;-0.23;0.36;0.11;g2878;0.15;0.19;0.23;0.25;0.03;0.26;g2878;0.15;-0.14;-0.08;0.28;0.18;0.02;g2878;0.46;0.1;-0.04;-0.06;0.35;-0.01
g2879;0.15;-0.34;0.13;-0.2;0.13;-0.04;g2879;0.68;0.57;0.28;0.47;-0.23;0.54;g2879;0.05;-0.02;-0.6;0.05;-0.04;-0.02;g2879;0.57;0.06;-0.16;-0.2;-0.08;-0.2
g2880;0.06;-0.4;0.02;-0.53;0.29;-0.03;g2880;0.04;0.17;0.28;0.41;0.28;0.41;g2880;-0.16;-0.14;-0.15;-0.37;0.02;0.15;g2880;0.04;-0.19;-0.09;-0.21;0.37;-0.09
g2881;-0.13;-0.26;0.07;0;0.09;-0.1;g2881;-0.09;0.04;-0.05;0.59;-0.25;0.12;g2881;-0.35;-0.13;0.14;-0.26;-0.78;-0.21;g2881;0.58;-0.07;-0.47;-0.02;-0.05;-0.42
g3885;0;-0.83;-0.55;-0.5;0.22;0.08;g3885;-0.25;-0.43;-0.16;0.33;0.91;0.48;g3885;-0.65;0.03;0;0.09;0.05;0.01;g3885;-1.24;-0.52;-0.41;-0.41;0.34;0.37
g3961;-0.04;-0.4;0.04;-0.08;0.7;0.14;g3961;-0.66;-0.6;-0.62;-0.06;0.54;0.39;g3961;-0.08;0.28;-0.23;-0.2;-0.39;0.26;g3961;0.63;-0.12;-0.17;-0.55;-0.08;-0.26
g3964;-0.02;0;0.02;0.02;0.13;-0.16;g3964;0.19;0.44;0.1;0.26;-0.02;0.59;g3964;0.48;0.22;0.6;0.6;0;0.22;g3964;0.17;0.08;0.05;-0.21;-0.13;0.03
g3974;-0.06;-0.13;-0.33;-0.26;-0.07;0.03;g3974;0.69;0.74;0.66;0.4;-0.27;-0.27;g3974;-0.26;0.1;0.27;0.25;-0.19;0.11;g3974;-0.67;0.36;-0.29;0.14;-0.09;0.12
g3987;0.1;-0.22;-0.26;-0.26;0.06;-0.32;g3987;-0.32;-0.08;0.2;0.24;0.46;0.51;g3987;-0.03;0.03;0.36;0.26;0.3;-0.42;g3987;-1.06;-0.23;0.02;-0.27;0.21;0.17
g4128;0.1;0.1;0.34;-0.11;0.1;-0.24;g4128;0.11;-0.01;-0.1;0.05;-0.35;0.13;g4128;0.86;-0.31;-0.38;-0.32;-0.03;-0.11;g4128;0.02;-0.02;-0.41;-0.39;-0.47;-0.35
g4194;0;0;0;0;0;0;g4194;-0.28;-0.29;-0.06;0.08;0.55;0.12;g4194;0;0;0;0;0;0;g4194;0;0;0;0;0;0
g4213;-0.48;1.06;-0.26;-0.11;-0.19;0.06;g4213;0.16;0.2;-0.08;0.23;-0.03;-0.15;g4213;-0.21;0.11;0.07;-0.31;-0.34;-0.29;g4213;-0.38;-0.05;0;-0.03;-0.2;-0.15
g4226;-0.09;-0.04;0.05;0.02;0.3;0.3;g4226;-0.21;0.08;0.3;0.06;-0.1;-0.12;g4226;0.96;0.1;-0.38;-0.27;-0.15;0;g4226;1.36;0.38;0.3;0.03;-0.26;-0.09
g4248;0.15;0.19;0.03;0.03;0.33;0.43;g4248;0.33;0.38;-0.01;0.05;1.22;-0.41;g4248;0.41;0.75;-0.1;0.49;0.34;0.56;g4248;0.63;-0.07;-0.05;-0.05;0.15;-0.01
g4288;0;0;0;0;0;0;g4288;-0.54;0.15;-0.75;-0.33;0.58;-0.03;g4288;-0.51;-0.46;-0.29;-0.22;0.14;0.48;g4288;0;0;0;0;0;0
g4324;0;0;0;0;0;0;g4324;-0.65;-0.4;-0.33;0.07;0.28;0.11;g4324;0.64;-0.84;-0.03;0.04;-0.58;-0.32;g4324;0;0;0;0;0;0
g4349;0.12;-0.17;0.33;0.07;0.35;-0.01;g4349;-0.54;0.02;0.31;-0.03;0.24;0.18;g4349;1.23;-0.27;0.59;0.5;-0.04;0.01;g4349;0;0.46;0.13;-0.23;-0.02;0.03
g4434;0.32;0.34;0.24;-0.59;0.24;0.02;g4434;-0.18;-0.14;0.18;0.12;-0.5;-0.07;g4434;0.73;0.81;-0.51;-0.2;-0.45;-0.11;g4434;0.13;-0.48;-0.39;-0.52;0.02;0.1
g4460;-0.12;-0.18;-0.2;-0.36;0.18;-0.04;g4460;-0.12;0.18;0.08;0.21;-0.18;0.23;g4460;0.51;0.08;-1.43;0.24;-1.01;-0.2;g4460;-0.09;-0.44;-0.31;-0.4;0.18;0.23
g4473;-0.2;-0.11;0.28;0.44;0.5;0.06;g4473;-0.45;-0.13;-0.03;-0.29;0.29;-0.59;g4473;-1.08;-0.16;1.3;0.99;0.43;0.05;g4473;-0.45;-0.38;-0.08;-0.01;0.24;0.17
g4572;-0.08;-0.07;-0.07;0.31;0.02;0.27;g4572;-0.56;0.67;0.34;0.05;-0.4;-0.3;g4572;-0.14;0;0.42;0.26;-0.24;0.14;g4572;-0.69;-0.48;0.1;0.59;0.49;0.38
g4591;0.07;0.48;0.48;0.27;0.07;0.15;g4591;0.05;-0.45;-0.15;-0.01;-0.12;-0.09;g4591;-0.07;0.1;-0.58;-0.64;-0.23;-0.09;g4591;0.78;0.21;-0.33;-0.38;-0.72;-0.55
g4663;0;0;0;0;0;0;g4663;0.12;0.17;0.04;0.46;0.48;-0.44;g4663;0.04;0.58;0.53;0.19;0.02;0.54;g4663;0;0;0;0;0;0
g4691;-0.1;-0.04;0.19;-0.05;0.07;-0.15;g4691;-0.24;-0.18;-0.16;0.16;-0.31;0.36;g4691;0.52;-0.41;-0.51;-0.24;-0.08;-0.03;g4691;0.52;-0.29;-0.58;-0.36;-0.46;-0.14
g4709;0.09;0.08;-0.04;-0.18;0.14;0.15;g4709;0.64;0.29;-0.05;-0.45;-0.09;-0.45;g4709;0.68;0.92;0.92;1.18;0.58;0;g4709;0.39;-0.17;-0.07;-0.33;-0.23;0.12
g4728;0.08;-0.21;-0.49;-0.05;-0.31;0.07;g4728;0;0.29;-0.23;-0.1;0.06;-0.87;g4728;0.21;0.29;-0.33;0.54;0.13;-0.33;g4728;-0.52;0.33;0.29;0.27;0.4;0.2
g4773;0.08;-0.12;-0.18;-0.31;-0.18;0.18;g4773;-0.41;0.01;-0.01;0.89;-0.47;-0.07;g4773;-0.57;-0.44;-0.58;-0.41;0.23;-0.02;g4773;0.04;-0.2;-0.22;0.41;-0.08;-0.15
g4806;0.01;0.53;0.06;-0.34;0.21;0.04;g4806;0.04;0.15;0.57;-0.09;-0.32;0.05;g4806;0.81;0.52;-0.89;0.28;0.43;-0.48;g4806;1.6;-0.53;-0.13;0.02;-0.44;-0.47
g4813;0.24;-0.26;0.13;-0.11;0.23;0.1;g4813;0;0;0;0;0;0;g4813;0.25;-0.22;-0.53;-0.41;-0.18;-0.15;g4813;0.71;-0.36;-0.1;-0.38;-0.54;-0.24
g4849;0.12;0.12;0.17;0.15;0.07;0.06;g4849;-0.01;0.27;0.05;-0.12;-0.03;-0.43;g4849;-0.06;-0.16;-0.17;-0.2;0.05;-0.24;g4849;0.61;-0.26;-0.04;0.16;0.06;-0.28
g4876;0.16;-0.4;-0.16;-0.39;0;-0.02;g4876;1.29;0.97;0.47;0.52;-0.34;0.5;g4876;-0.08;0.51;0.06;-0.35;0.26;0.07;g4876;-1.18;0.02;0.11;0.2;0.57;0.45
g4957;0.07;-0.41;-0.11;-0.1;0.29;0.38;g4957;0.12;0.31;0.35;0.22;0.42;0.28;g4957;-0.24;-0.36;0.12;-0.33;0.23;-0.47;g4957;-0.32;-0.42;-0.44;-0.06;0.28;0.15
g5047;-0.13;-0.03;0.77;0.5;0.32;-0.25;g5047;0;0;0;0;0;0;g5047;0.2;0.26;0.33;0.02;-0.01;-0.18;g5047;0.29;-0.39;0.59;0.05;0.33;0.07
g5058;0.43;-0.25;-0.28;0;-0.17;0;g5058;-0.04;0.22;0.08;-0.14;-0.38;-0.11;g5058;0.22;0.13;-0.14;-0.16;-0.17;0.21;g5058;0.88;-0.03;0.19;-0.27;-0.37;-0.35
