Total Times:	14
Total Samples:	3
Total Genes:	2000
Time	0
ID	NAME	pheromone	cdc15	elutriation
1125	3911	-0.8970	-0.5847	-0.2350
1126	1275	-0.2400	-0.0585	-0.2430
1127	5592	-0.0880	-0.5010	-0.0010
1128	3617	0.5220	-0.7640	-0.1610
1129	2047	0.0710	-0.3510	-0.2030
1130	1112	-0.6330	-0.4590	0.3740
1131	1533	-1.1730	0.3210	-0.3270
1132	3967	-0.3080	-0.1775	-0.2350
1133	1688	-1.4460	0.1260	-0.2800
1134	5869	-0.2190	-0.3896	-0.3310
1135	7536	-0.1400	0.3080	-0.3790
1136	721	2.1690	-0.2630	-0.2120
1137	4722	-0.2040	-0.3394	-0.8150
1138	1754	-0.5240	-0.2260	-0.2920
1139	4939	-0.6410	0.0000	0.4250
1140	7585	-2.0790	2.0900	-0.2840
1141	5555	0.0940	-1.1050	0.1570
1142	6473	-0.2510	1.8070	0.5020
1143	2382	-0.2830	-0.6620	-1.2920
1144	5845	-0.5070	-0.2461	-0.5240
1145	3897	-0.1700	-0.0632	0.0060
1146	936	0.1980	-0.2310	-0.0930
1147	5072	-0.6170	-0.4850	-0.1010
1148	1218	-1.2760	0.5450	0.3380
1149	7396	0.7150	0.4940	0.4390
1150	1022	-0.2310	0.0500	0.0800
1151	6466	0.5910	-0.3370	-0.8050
1152	6359	-0.1460	-0.3330	-0.1160
1153	5479	0.6750	0.7130	0.4010
1154	1258	-0.2370	0.0000	-0.1630
1155	791	-0.1030	-1.5110	-0.1050
1156	5240	-0.3770	-0.3030	0.2050
1157	3009	-2.7490	0.7550	0.3830
1158	6423	-0.3290	0.2971	-0.4930
1159	2692	0.2220	-0.8530	-0.2040
1160	6926	0.3970	-0.2153	-0.3960
1161	4462	-0.7220	-0.9030	-0.1210
1162	2809	0.3600	-0.2740	0.1670
1163	4520	0.5210	0.3111	-0.1490
1164	4378	-0.1360	-1.3220	0.0680
1165	6736	0.0290	0.0536	0.0640
1166	5640	-0.4370	0.1430	-0.1400
1167	765	-0.5630	0.0720	-0.6560
1168	1846	0.3310	0.2503	0.2410
1169	56	-0.0370	-0.3270	-1.8790
1170	537	0.0270	-0.7000	0.2390
1171	6787	-0.7390	-0.2715	-0.4800
1172	496	1.2320	-1.4150	1.1310
1173	2910	0.3750	-0.4150	0.4590
1174	7368	2.0930	0.6020	-0.2357
1175	2107	-0.4330	0.0140	0.3110
1176	2896	0.7500	1.3060	-1.4230
1177	1434	-1.0920	-1.8740	0.0410
1178	4446	-0.3170	-1.2370	-0.0220
1179	2405	1.2550	-0.2820	-0.2190
1180	4643	-0.2607	-0.4760	-0.1290
1181	6511	-0.0250	0.0520	-0.4460
1182	480	0.2400	-0.9590	0.4500
1183	2911	0.1900	-0.1520	-0.1560
1184	473	-0.2790	0.4150	0.3380
1185	4197	0.3550	-0.3220	-0.6100
1186	4134	-0.0380	-0.3566	0.1680
1187	5337	-1.0120	-0.8600	-0.1590
1188	4814	-0.6120	-1.0000	-0.5580
1189	6661	-0.3380	-0.6516	-1.0460
1190	6662	0.2530	-0.5255	-0.2840
1191	6418	-0.0690	-3.4590	0.2580
1192	3704	-0.0883	0.1460	-1.0760
1193	2924	0.1790	0.4180	0.9510
1194	5410	-1.2090	-0.5441	-1.3660
1195	2850	0.0770	0.5850	0.4030
1196	4045	-0.0080	-0.2609	0.0180
1197	3520	0.2430	-0.1930	-1.0000
1198	3856	-0.0050	1.1660	0.4100
1199	1684	-0.8050	0.4650	0.6440
1200	5603	-0.0570	-1.2100	0.0590
1201	3901	0.1310	-2.3220	-0.1040
1202	3713	-0.0700	-0.0700	0.2080
1203	2356	-0.5250	-0.3115	-0.5810
1204	7554	0.0340	0.7140	-0.5360
1205	1233	0.2290	0.2900	-0.1010
1206	4375	0.8600	-0.1229	0.4260
1207	7493	-0.3460	-0.7850	0.2930
1208	824	0.5320	-2.2310	0.6840
1209	5530	-0.3200	-0.1200	-0.3950
1210	5297	0.0342	1.1810	0.0930
1211	2610	0.1950	-1.3270	0.8900
1212	2467	0.0760	-1.2950	-0.0290
1213	5855	0.1710	-0.0365	-0.2520
1214	4882	0.5470	1.0540	-1.4500
1215	4434	0.1190	-0.2630	0.0610
1216	3638	-1.3980	-0.3635	-0.4210
1217	7495	-0.3720	0.1600	0.6110
1218	625	-0.0940	1.2220	-0.1630
1219	3631	-1.4140	0.0000	0.0000
1220	1942	0.2100	0.1320	0.2880
1221	2071	0.1370	-0.8410	-0.2970
1222	5330	0.3910	0.2560	-0.0250
1223	1287	-0.9820	-0.3517	0.7170
1224	1100	0.6390	-1.2900	-0.4850
1225	752	0.9290	-0.2400	0.7980
1226	1593	-0.4086	-1.1130	-0.4086
1227	7532	-0.8130	-0.2870	-0.1370
1228	2975	-0.3960	1.3100	-0.5260
1229	3809	1.7130	-0.0680	-0.6950
1230	660	0.4330	1.3920	0.0170
1231	3319	0.6560	-1.3790	0.2490
1232	1952	-0.3950	-0.4440	-0.2700
1233	5055	0.5820	-3.0000	0.6450
1234	3132	-0.9510	1.3400	0.1580
1235	5967	1.3350	0.9000	-0.2570
1236	2819	0.5520	0.1590	0.9620
1237	5362	-1.7500	0.1430	-0.9980
1238	309	-0.1440	-0.4150	-0.4320
1239	7022	-0.1220	0.3490	-0.1400
1240	5563	1.2950	-0.0590	0.7650
1241	2972	1.0410	-0.6780	-0.3740
1242	6499	0.2490	0.3470	-0.2800
1243	3143	-2.1260	-0.8900	-0.7150
1244	1134	0.0420	0.1930	0.2500
1245	5335	-0.6250	0.1880	0.0230
1246	3412	0.3350	-0.4720	-0.5180
1247	3517	-0.7480	-0.2630	-0.7570
1248	4048	0.1410	-1.2020	0.1590
1249	3238	0.0870	-1.3220	-0.5570
1250	7301	0.3630	-0.5740	-0.6390
1251	2218	0.3120	0.2490	-0.0160
1252	4132	-0.8240	-0.3435	0.3830
1253	5122	-0.3790	-1.9550	-0.1070
1254	1889	-0.6640	-2.5850	0.1310
1255	4345	-0.0490	-1.2220	-0.0630
1256	1589	0.4650	-0.4850	1.3040
1257	1459	0.1760	1.2220	0.1750
1258	3161	-0.1100	-1.4290	-0.1440
1259	1856	-0.1710	-1.5850	-0.8810
1260	6583	0.4640	-0.3760	0.0660
1261	87	0.4750	3.0000	0.2000
1262	2684	-0.2650	-1.1260	0.0920
1263	3807	0.7030	-1.4590	-0.7250
1264	4172	0.3940	0.0291	-0.0330
1265	3403	0.5530	0.3220	0.3640
1266	6752	-0.1120	3.0000	-0.4650
1267	954	-0.3140	0.3500	0.0320
1268	6582	0.1140	-0.0790	0.1930
1269	5825	-0.0290	-1.3540	-0.0570
1270	6367	0.1690	0.0130	0.0540
1271	2355	0.2780	-0.0356	-0.0260
1272	5426	0.3920	0.2680	-0.8260
1273	3434	-0.1710	-0.2340	-0.0690
1274	1323	0.1680	-2.3220	0.8740
1275	6605	0.2380	0.9720	0.0300
1276	5837	-0.0020	-0.2151	0.4010
1277	7027	0.5720	2.0900	-0.2520
1278	4060	-0.4190	-0.1453	0.0050
1279	7658	-0.9680	-0.1630	0.0000
1280	7520	0.2100	-0.5280	-0.4090
1281	2064	-0.5730	2.7550	-0.3860
1282	2219	0.1010	0.0529	0.1320
1283	6640	-0.0670	-0.1995	-0.0680
1284	354	0.3540	0.0000	0.0610
1285	4732	-0.1568	-0.1568	0.0800
1286	5217	-2.0650	-0.8920	-0.7640
1287	3801	-0.4750	-3.0000	-0.8970
1288	3050	1.1640	0.3790	-1.0690
1289	6374	-0.0050	-0.1810	-0.2550
1290	5546	0.3150	0.5320	-1.3030
1291	1082	-1.9920	0.0820	-1.5720
1292	7215	0.4480	-0.1270	0.0650
1293	4565	-0.3370	-1.2630	0.0620
1294	4185	-0.4870	2.3220	-0.1040
1295	4965	-0.5550	-0.2140	-1.2400
1296	39	-0.4510	-0.9700	-1.2140
1297	1278	-0.3870	-0.3775	0.1120
1298	6648	-0.4850	-0.4150	-0.4350
1299	3445	-0.3060	-2.0000	0.1140
1300	3158	-0.6210	1.2840	0.5580
1301	2652	0.3300	0.0380	0.3310
1302	1255	-0.4410	0.5320	-0.3360
1303	6253	-0.3140	-1.9540	-0.0720
1304	2348	-0.1340	-0.2740	-0.2790
1305	1700	-0.7290	0.0000	0.3750
1306	1314	-0.1170	0.5150	0.1530
1307	3349	-1.2780	0.2350	-0.2760
1308	7059	0.0960	-0.7960	-0.2460
1309	5605	0.1890	0.0310	0.0220
1310	7124	0.2980	-0.5640	-0.7150
1311	7634	-0.1895	0.3560	-0.0310
1312	1324	-0.4890	0.6490	0.0200
1313	5204	-0.1070	0.1270	-0.1740
1314	7005	-2.3560	-0.3854	-0.3910
1315	3630	0.5780	-0.4773	-0.6970
1316	6804	-0.0220	-0.3648	-0.4370
1317	5450	-0.7660	0.3920	-0.2500
1318	3719	-0.0240	0.5350	-0.4340
1319	3989	0.0880	0.0880	3.4590
1320	1627	-0.7380	0.6610	2.3160
1321	4406	0.2130	0.1526	1.0470
1322	3665	0.1920	-1.0000	-0.7130
1323	5812	0.3290	0.7310	-0.4960
1324	5095	-1.4870	-0.4250	0.0280
1325	1571	-0.2170	0.1670	-2.7370
1326	662	-0.2420	-1.4690	0.1620
1327	3623	-1.2570	0.7370	0.1950
1328	1578	-0.7750	0.4320	-0.5370
1329	3820	1.1140	1.0000	0.2070
1330	4619	-0.6810	-0.5307	0.0120
1331	133	0.2710	0.0774	0.2360
1332	4592	-1.2020	0.3280	-0.0020
1333	3955	0.1740	-0.3313	0.0000
1334	3667	0.7600	-2.5850	0.2480
1335	1809	-0.4250	-0.7820	0.1040
1336	6416	-0.2060	0.3630	-0.4370
1337	1014	0.0100	-1.4150	-0.2070
1338	7646	0.1480	0.3730	-0.6040
1339	1957	-0.0550	0.4980	-2.6710
1340	6977	1.1590	-0.1356	-1.5400
1341	587	-0.9570	-0.1290	0.1550
1342	4902	-1.2030	-0.4480	-0.6690
1343	6098	-0.1540	-0.4360	0.0170
1344	2207	-0.1300	-0.2360	-1.5760
1345	7327	0.1210	0.7840	-2.2960
1346	3615	-0.2953	0.7210	-0.1100
1347	7546	-0.1540	-0.7880	-0.3160
1348	5645	-0.6420	0.2540	0.5720
1349	1729	-1.1600	-2.5680	-0.2370
1350	5175	-0.2050	0.1666	0.2030
1351	3741	-0.6440	0.0000	-0.1070
1352	2917	0.2310	0.8350	0.2880
1353	1208	0.5000	-0.1150	0.4000
1354	6369	-0.2690	1.3220	0.1040
1355	1432	-0.8330	-2.6440	-0.4120
1356	5844	0.4130	-0.2212	-0.1470
1357	4335	0.2310	0.0139	0.1310
1358	719	-1.7900	0.1750	-0.0720
1359	313	-0.0920	0.0276	0.1000
1360	5509	-0.1764	-0.6630	-0.1764
1361	6594	0.1440	-0.3220	-0.2940
1362	16	0.3310	-1.5850	0.3920
1363	4864	-0.2030	-0.2030	-0.3180
1364	1785	0.2490	-0.1890	0.2220
1365	6291	0.3740	-0.4150	0.1110
1366	1325	-1.2390	-0.2165	0.2270
1367	3091	0.3110	1.9280	0.1970
1368	7273	0.0680	-2.7160	0.3670
1369	3920	-0.9000	-1.2800	0.1780
1370	1511	-0.5090	-0.3906	-0.1340
1371	3877	0.4620	1.7370	0.9620
1372	4750	0.2410	-0.0812	0.0910
1373	2647	0.1740	0.2310	0.6510
1374	2214	-2.2210	-0.2214	-0.0310
1375	3614	0.0171	1.2170	1.2950
1376	4770	-0.5950	-0.5190	-0.1570
1377	1321	-0.3580	-0.3535	-0.2120
1378	5462	0.0570	-0.9880	0.2140
1379	576	-0.1470	-0.1544	-0.1550
1380	4069	-0.2670	-1.7000	0.0760
1381	1890	0.6080	-0.7100	0.3410
1382	854	0.2250	-0.2550	0.3930
1383	6058	-0.2170	-1.4330	-0.4030
1384	3523	-0.2390	-1.0000	0.2590
1385	267	-0.2230	-0.0760	-1.3100
1386	7470	-0.4010	0.5260	0.2640
1387	5692	0.3200	-0.1291	0.5150
1388	4289	0.3670	1.2220	0.8140
1389	674	-0.1620	-1.5550	0.3400
1390	5369	0.0300	-0.2630	0.1960
1391	5298	-0.1880	0.0820	0.0500
1392	3776	-0.3270	2.0760	-0.5820
1393	6667	0.1050	-0.2195	0.0000
1394	5604	-0.3040	-0.0160	0.8090
1395	1582	-0.3230	0.7000	-0.3230
1396	4248	-1.0560	-0.0245	0.0240
1397	383	-0.4440	-0.9040	-0.2480
1398	1422	0.1240	-2.5360	-0.0500
1399	6370	-0.3180	0.0375	-0.5250
1400	1194	-3.6360	0.1310	-0.1800
1401	343	-0.0141	-0.6620	-0.5350
1402	6343	0.2640	-0.1290	0.3040
1403	7255	-0.7520	-1.4990	-0.6030
1404	4614	0.1580	-0.8300	-0.2920
1405	4705	0.7490	0.2310	-0.3170
1406	4755	-0.2410	-1.0000	0.2770
1407	4689	-2.6570	-0.3760	0.2670
1408	550	-0.9660	0.0610	-0.5540
1409	5465	-0.0498	1.4230	-0.4410
1410	7236	-2.4460	-0.1620	-0.4786
1411	1669	0.1690	-0.1343	-0.3270
1412	4468	-0.1680	-0.9260	0.5530
1413	3201	0.1290	-1.4220	0.8070
1414	7623	-0.4710	-0.0380	-0.7990
1415	7115	-0.5370	1.6930	-0.7820
1416	4425	-0.1760	-0.9180	-0.0990
1417	1009	-0.4590	-1.0400	-0.0340
1418	7488	0.3160	-0.1700	-0.3460
1419	2127	0.1330	-0.0936	0.3590
1420	3800	-0.0070	1.4150	-0.0730
1421	1845	0.7190	0.2681	0.0980
1422	6539	0.1350	1.5850	-0.2320
1423	746	0.5040	-0.8480	-0.2640
1424	732	-0.3120	-1.3920	0.3850
1425	6368	-0.2150	-0.0466	-0.5730
1426	1882	-0.5240	0.2650	0.1190
1427	6956	-0.5490	-0.9220	-0.4950
1428	2327	0.0890	-0.0296	-0.0830
1429	5576	-0.1760	0.1760	0.5640
1430	1586	0.4500	0.3370	0.2210
1431	5614	0.3280	-0.8810	-1.1220
1432	7218	-0.4800	0.5180	0.8770
1433	5751	-0.2020	0.1830	-0.0050
1434	4385	-0.4747	-0.8420	-0.1990
1435	3080	-0.2420	-0.6440	-0.0720
1436	1435	-0.6900	0.0000	0.6780
1437	3141	-0.6060	0.3740	0.3310
1438	5655	-0.2910	-0.1450	-0.0920
1439	1562	0.3710	-0.2520	-0.7310
1440	3342	0.2680	-0.4030	-0.7080
1441	1698	-0.9430	0.4190	-0.6290
1442	1714	0.0715	-0.9180	0.2010
1443	1913	-0.2830	0.2530	-0.1290
1444	5882	1.3050	0.2520	0.0970
1445	953	-1.4990	0.1220	-0.4730
1446	118	0.0746	1.2260	0.0746
1447	3604	-0.0400	-1.4950	0.5050
1448	4334	0.1480	-0.1014	0.0220
1449	1225	-0.2140	-2.0000	0.5470
1450	6146	-1.2090	-0.9410	-0.2820
1451	4765	0.1410	-1.3300	0.1250
1452	4767	-0.1210	-1.6050	0.2130
1453	1284	-0.1330	-0.1105	-0.0040
1454	7312	-0.5430	-0.4343	-0.7200
1455	6089	0.3330	0.7700	-0.0800
1456	404	0.0370	-1.2480	0.4780
1457	2891	-0.5140	1.4080	-0.5440
1458	1567	-0.5448	-0.0950	-0.5448
1459	3944	-0.5420	0.3220	-0.0570
1460	4347	-0.3780	0.4440	-0.6110
1461	2051	0.1169	0.1620	2.2750
1462	5933	-0.7290	1.4350	-0.7770
1463	7562	-0.6820	0.3000	-0.7210
1464	4626	0.2420	-0.9750	-0.1900
1465	4488	-0.0410	-2.4850	-0.0760
1466	6558	-0.4309	-0.1930	-0.3550
1467	3294	0.9350	1.8500	-0.2710
1468	424	0.3950	-0.7780	1.2110
1469	3162	-0.2440	0.1380	-0.3100
1470	569	0.1090	0.1860	0.2880
1471	4963	-1.2250	-1.2480	-0.2220
1472	4137	-0.2610	-0.0752	-0.2300
1473	5513	-0.1012	-0.0680	1.9840
1474	330	-0.7450	-0.2758	-4.4090
1475	7680	0.3500	-1.0870	0.6420
1476	4937	0.0620	0.0052	-0.1370
1477	7387	-0.0391	0.2740	-0.0391
1478	4053	-0.1150	-0.3255	-0.4260
1479	4093	0.4030	0.0151	-0.4880
1480	3710	-0.4760	0.5950	0.2920
1481	2032	0.6440	-0.2450	-1.1480
1482	2253	0.7530	0.0486	-1.0580
1483	1439	-0.2330	-1.5850	-0.0170
1484	7304	1.4600	0.2830	0.1630
1485	6759	-0.3340	-0.2968	0.3270
1486	7611	0.1470	0.2030	-0.9480
1487	5168	0.3110	2.0000	0.3040
1488	6626	-0.2040	-0.0981	-0.3010
1489	7038	0.1670	-1.6750	-1.0950
1490	7613	-0.0600	0.2410	0.0080
1491	1744	0.1890	-0.7780	0.8190
1492	1421	0.2730	3.4590	0.5800
1493	5117	-0.6060	-1.1930	-0.9830
1494	5544	-0.1730	-0.5040	0.0900
1495	389	-0.4870	-1.4360	-0.3210
1496	42	-0.3880	-0.7070	-1.0340
1497	1778	-0.4260	1.6030	-0.2120
1498	7096	-0.4092	-0.4092	-0.4092
1499	6647	0.1930	-1.0000	-0.3990
1500	7606	-0.0890	-1.1320	-0.3260
1501	399	-0.2130	-0.2030	0.8560
1502	5850	1.4710	0.5413	-0.1750
1503	7136	-1.5390	1.0730	-0.6830
1504	1048	0.0510	-1.0470	0.2790
1505	2670	-0.2150	-2.2020	0.0240
1506	3472	0.0480	0.1941	-0.5600
1507	4536	-0.1670	-1.0020	-0.2900
1508	6299	0.7200	0.1850	0.1350
1509	2524	-1.7450	-0.4673	-0.5710
1510	7499	0.1760	0.6510	-0.0890
1511	4606	1.1020	0.0440	0.0710
1512	3063	-0.6520	-1.1380	0.7870
1513	2601	0.0490	0.7460	0.0490
1514	7281	0.0940	2.7360	-0.0860
1515	5773	-0.1480	-0.4590	0.4370
1516	47	-0.5470	-0.3590	-0.6710
1517	6342	0.2070	1.3620	0.9370
1518	2996	0.0640	-1.7440	-0.0580
1519	1299	-0.6890	0.6220	-0.0990
1520	1081	-0.9650	1.4290	0.3650
1521	7407	-0.0590	-0.3990	-0.2340
1522	5567	0.3590	-0.4190	-0.0700
1523	4785	-0.0710	-1.5980	-0.0470
1524	7380	-0.7250	0.1380	-0.7280
1525	7504	-0.0320	0.4120	-0.6820
1526	406	0.7180	-0.3980	0.7110
1527	3657	-1.0700	-0.4979	-0.1360
1528	2358	0.0820	-0.1382	0.0780
1529	3500	-0.3380	-0.7192	-1.2380
1530	2088	0.3960	-0.0437	0.1450
1531	5911	0.1470	0.1730	0.1990
1532	7000	0.1140	0.0288	0.0500
1533	7586	-0.2260	0.3900	0.1100
1534	2265	-0.1630	-4.2480	-0.1480
1535	1777	-1.4940	0.3390	0.1890
1536	3711	-1.3810	0.1430	-0.3460
1537	7635	0.2850	0.3930	-0.2895
1538	6085	-0.4610	-0.0860	-0.4700
1539	239	0.0720	0.2320	0.1840
1540	7165	-2.0320	-1.2900	-0.0170
1541	549	1.1720	-0.3870	-0.7610
1542	5674	0.4400	-0.2436	-0.0110
1543	5434	-0.4850	-0.5640	-0.7450
1544	6234	1.8680	-0.0650	0.1250
1545	7607	-2.3340	0.4790	0.6760
1546	2883	-0.3330	0.2170	0.1410
1547	2158	0.1450	0.0430	0.0690
1548	1956	0.0020	0.1615	-0.7370
1549	4054	0.1760	-0.1719	0.1530
1550	828	-0.8180	-0.2050	-0.6320
1551	4310	-0.1020	-0.0416	-0.0330
1552	7043	-0.0530	-0.3710	-1.6370
1553	1351	-0.3920	-0.0670	0.1370
1554	5113	-1.0450	-0.2020	0.1450
1555	7406	0.1660	-0.3580	-0.1700
1556	6042	0.2870	-0.0820	-0.0010
1557	6311	-0.2810	-0.2710	-0.1410
1558	5889	1.4470	-0.0610	-0.1460
1559	7316	-0.5560	-1.1600	-0.2060
1560	649	-0.0360	0.1290	0.7610
1561	3029	-0.5070	-1.6430	-1.3410
1562	1157	-0.4780	-0.0150	0.2080
1563	5817	1.4240	0.2130	-0.1910
1564	3716	-0.0110	-0.7100	0.2300
1565	802	0.4760	0.5420	0.9760
1566	4266	-1.5260	-1.0000	-0.2020
1567	606	-0.0540	-1.6500	0.2800
1568	1139	-0.0195	0.5190	-0.0195
1569	1528	-1.3300	-1.6780	0.0920
1570	1244	-2.5580	-0.4690	-0.7310
1571	4089	0.3120	-0.5410	-0.0520
1572	2243	0.2350	-0.0548	-0.1490
1573	490	0.3290	-1.1820	0.0490
1574	2856	-0.2030	0.2940	0.2820
1575	7007	-0.4730	-0.3255	0.1440
1576	1989	-0.0890	1.3870	1.1410
1577	3808	0.2170	1.7500	-0.2230
1578	4496	0.0560	-0.6820	-0.3570
1579	5890	-0.0330	-0.8370	-0.5820
1580	1050	-0.2523	-0.5290	-0.1560
1581	5689	0.5890	-0.4060	-0.2090
1582	1156	-0.2450	-0.0640	-0.0560
1583	3609	0.2320	-1.2220	-0.5680
1584	6022	0.1820	1.0780	-0.9330
1585	2111	-0.4200	-0.1840	0.4940
1586	873	-0.4570	-0.4030	-0.0020
1587	1677	-0.1290	-1.1020	-0.0360
1588	2258	0.2490	-0.3208	0.0120
1589	5455	-0.0390	0.3450	-0.5890
1590	4190	-0.0960	-0.4595	0.3000
1591	1893	0.0400	-2.4150	-0.0500
1592	5593	-0.4660	0.0990	-0.2460
1593	1408	1.2030	0.9410	0.1920
1594	3519	-0.3570	-2.6560	-0.6530
1595	6581	-0.4500	-0.0980	0.4550
1596	3664	0.1340	0.7370	-1.3090
1597	6654	-0.2730	2.0000	0.1730
1598	1871	-0.4990	0.0410	-0.0630
1599	1730	-0.7020	-1.5600	-0.2080
1600	1436	0.1210	-1.3220	-0.1400
1601	6442	0.5800	-0.9690	-0.1700
1602	5623	-0.1900	-0.3540	-0.0310
1603	2261	-0.1050	-1.7370	0.3010
1604	4307	0.1530	0.7610	0.1140
1605	5167	1.0660	1.3790	0.2460
1606	4455	-0.1500	0.3910	-0.1790
1607	7199	-1.0210	1.7160	-0.8790
1608	1944	-0.2100	-0.2052	-3.1110
1609	1883	-0.0670	-0.6780	0.2940
1610	922	-0.6470	0.5090	-0.1150
1611	50	0.3760	0.0520	0.0880
1612	158	-0.1490	0.1220	-0.1350
1613	7529	-0.4810	-0.6590	-0.2210
1614	242	1.7490	-0.5200	-0.6950
1615	7253	1.0320	-0.2800	-0.4440
1616	3300	0.1380	-0.5930	-0.7500
1617	3605	0.4140	1.2220	-0.5460
1618	241	-0.4460	-0.3550	-2.9700
1619	882	0.9240	-0.0970	0.4840
1620	878	-1.0870	-0.1800	-0.5570
1621	3748	-0.2964	-0.3540	0.1230
1622	5	0.7220	0.7200	1.5080
1623	1293	-0.4590	-1.0540	0.2780
1624	66	-0.9780	0.5380	-1.5030
1625	3475	-0.3760	-0.4716	0.0870
1626	7190	-0.2500	-0.5180	0.1420
1627	5461	0.4929	-0.0420	1.1270
1628	7614	-1.2250	0.2440	-0.0240
1629	4977	-0.4930	3.5850	0.3460
1630	1704	-1.0260	-0.5150	-0.1820
1631	4429	-0.1032	-1.4470	0.0280
1632	2104	-0.2260	0.0597	0.7060
1633	3687	0.3250	0.5310	-0.0910
1634	3934	-0.6540	1.0000	0.3100
1635	2177	-0.2740	0.1380	-0.1300
1636	4503	-0.1750	-0.0141	-0.4570
1637	775	-0.1241	-0.8070	-0.0640
1638	3330	-0.0960	1.4900	-0.0880
1639	3441	0.6300	0.5850	-0.0820
1640	4625	0.0000	-0.7310	-0.2610
1641	335	-0.2030	-0.2002	-1.7100
1642	4011	-0.3320	-0.0219	-0.0900
1643	6592	-0.2220	-0.1930	-1.1030
1644	3118	-0.1300	-0.1000	-0.2050
1645	3963	-0.1550	-0.1550	-0.5370
1646	5901	2.5170	-0.0550	-0.1870
1647	2635	1.5120	0.5846	0.0420
1648	1047	-0.5454	-1.2370	-0.3840
1649	4290	0.0010	3.3220	0.5450
1650	338	-2.4780	-0.0750	-0.7035
1651	2666	-0.0900	0.0260	-0.0810
1652	431	0.3760	0.1022	0.9720
1653	2597	0.9670	-0.1700	0.6610
1654	4848	-0.2390	-2.5850	-0.2300
1655	2932	0.9660	-0.4960	0.5460
1656	6630	0.2410	0.0285	-0.2210
1657	6799	0.2430	1.3220	-0.0060
1658	5987	-0.3180	0.4330	-1.3090
1659	5160	-0.3250	-0.5170	-0.1440
1660	4664	-0.1510	-0.8840	-0.3470
1661	548	0.1480	-1.3220	0.2010
1662	5853	0.2450	0.0512	-0.2750
1663	6627	0.4570	-0.0186	-0.3220
1664	4684	-0.4750	0.2480	-0.5390
1665	4418	-0.2630	-0.7370	0.0760
1666	5698	-0.2740	-0.4046	0.4240
1667	469	0.1750	4.0000	0.7460
1668	4648	-0.3760	-0.2950	-0.2230
1669	4668	-0.3570	0.0612	0.6550
1670	1842	-0.1030	0.2705	0.1190
1671	7130	-1.6470	1.1780	-0.8570
1672	965	0.4710	0.5410	0.1600
1673	3551	0.1752	-0.0630	0.1752
1674	5044	-0.2000	-1.1470	0.4480
1675	6881	-0.0760	-1.2470	-0.2860
1676	4275	0.0020	0.1773	-0.0950
1677	4459	-0.2330	-0.0350	-0.3900
1678	3619	0.2630	1.3430	0.2310
1679	1155	1.2700	-0.2400	0.5650
1680	7345	0.3730	-0.0760	-0.9570
1681	2400	1.2220	0.2980	0.1050
1682	3672	-0.4360	-0.1748	0.0930
1683	2545	0.0410	-0.0415	0.2350
1684	5989	-0.6710	-1.7420	-0.2160
1685	4853	-0.5820	-1.3650	0.6750
1686	2747	0.2490	0.4820	-0.0340
1687	4431	-0.2170	-2.5850	-0.1580
1688	5030	-0.8390	-0.1280	0.1550
1689	3578	0.0780	1.0850	0.8660
1690	6456	0.3740	-0.1070	-0.5010
1691	5727	-0.1735	-0.4830	-0.8220
1692	1221	-0.7010	1.1510	-0.7840
1693	7579	-1.3300	-0.0420	-0.1920
1694	6537	0.5490	-0.0760	-0.2920
1695	7379	-0.8420	0.4150	-0.9730
1696	3199	0.2430	-0.0930	0.3380
1697	4265	-0.2420	-0.2257	-0.2820
1698	28	0.5790	0.3940	0.2560
1699	3522	0.1360	1.7130	0.0000
1700	4135	-0.0690	0.9230	-0.3350
1701	3953	0.8920	0.8070	0.0400
1702	1790	-1.1810	-0.0041	0.2460
1703	5543	-1.7660	0.2510	-0.2210
1704	4382	0.1180	-1.7220	-0.3530
1705	1752	-0.0510	-0.0460	-0.0480
1706	1343	-0.1268	-1.3430	0.0300
1707	6693	0.0950	0.1044	0.0460
1708	3006	-0.1400	-0.8930	0.2650
1709	7702	0.5210	0.0860	-0.2830
1710	3951	-0.3270	0.9330	-0.4080
1711	2533	-0.0890	-0.1255	-0.3110
1712	2102	0.0900	0.3033	-0.3070
1713	2213	-0.2480	-0.0938	-0.6700
1714	4037	0.8570	-0.1054	-0.8410
1715	3328	0.0080	0.0120	0.1290
1716	2904	1.0480	-0.8560	-0.0440
1717	3456	-0.0270	0.2360	-0.2290
1718	3032	0.3490	-1.3130	0.1300
1719	1078	-0.3500	0.3680	0.1980
1720	3697	0.2890	0.0000	0.0360
1721	1829	-1.4810	0.2390	-0.5330
1722	5338	-0.2790	-0.3560	0.7370
1723	1307	-0.0160	-0.1330	-0.0480
1724	6825	0.1510	-0.2042	-0.6580
1725	5315	0.0840	-0.4640	0.3410
1726	4164	-0.0450	-0.1095	-0.0190
1727	4177	-0.2890	-0.0600	0.4710
1728	3651	0.3300	-0.0897	-0.9270
1729	3423	-0.4150	-0.5100	0.0010
1730	6918	-2.4850	0.1800	-0.3440
1731	1800	-1.6350	0.0260	-0.5930
1732	659	0.2070	-0.3020	1.0980
1733	483	0.1670	-0.4030	0.1560
1734	7561	-0.8040	1.9940	-0.9170
1735	616	-0.3760	-2.0000	1.2380
1736	4432	-0.1520	-2.4150	-0.1910
1737	1693	-0.8320	-0.2600	0.6590
1738	4136	-0.7370	-1.0000	-0.3290
1739	3470	1.2310	-0.1691	0.2790
